------Generation 0------
Rule  1: b4122a44bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: 1c21137444, Class:  1, CF:0.777997, Len: 10, Fitness_tra: 0
Rule 17: 11bba67141, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 18: 177159472b, Class:  1, CF:0.993555, Len: 10, Fitness_tra: 2
Rule 19: b4122a44bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 241b314181, Class:  1, CF:0.992741, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1b47d14274, Class:  1, CF:0.998924, Len: 10, Fitness_tra: 0
Rule 23: 4cb1867b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: bbb483727b, Class:  1, CF:0.986171, Len: 10, Fitness_tra: 0
Rule 25: 1142514717, Class:  1, CF:0.919765, Len: 10, Fitness_tra: 0
Rule 26: 4217234b1b, Class:  1, CF:0.594061, Len: 10, Fitness_tra: 0
Rule 27: 14178924b4, Class:  1, CF:0.414561, Len: 10, Fitness_tra: -13
Rule 28: c8c21349d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 24224327b7, Class:  1, CF:0.305894, Len: 10, Fitness_tra: 0
Rule 30: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2241117128, Class:  1, CF:0.995065, Len: 10, Fitness_tra: 0
Rule 32: 241755b174, Class:  1, CF:0.806347, Len: 10, Fitness_tra: 0
Rule 33: 12774e4444, Class:  1, CF:0.870065, Len: 10, Fitness_tra: 0
Rule 34: 717289b22b, Class:  1, CF:0.998585, Len: 10, Fitness_tra: 0
Rule 35: 72b22d277c, Class:  1, CF:0.979415, Len: 10, Fitness_tra: 0
Rule 36: 712b8db114, Class:  1, CF:0.987471, Len: 10, Fitness_tra: 0
Rule 37: 78b8a67bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 24411972bb, Class:  1, CF:0.990714, Len: 10, Fitness_tra: 0
Rule 39: c282132d95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 441253271b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 727b1fb771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 184b1d7741, Class:  1, CF:0.617501, Len: 10, Fitness_tra: -2
Rule 43: 72b4137224, Class:  1, CF:0.952809, Len: 10, Fitness_tra: 0
Rule 44: 4144ca2177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1144d34118, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 2627b14b7c, Class:  1, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 47: b717c3b714, Class:  1, CF:0.954656, Len: 10, Fitness_tra: 0
Rule 48: 2124132141, Class:  1, CF:0.341286, Len: 10, Fitness_tra: -1
Rule 49: 22171d4b1b, Class:  1, CF:0.458787, Len: 10, Fitness_tra: 0
Rule 50: 242bc34114, Class:  1, CF:0.96936, Len: 10, Fitness_tra: 0
Rule 51: c241d94221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bb2b2a7b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 4414194221, Class:  1, CF:0.976656, Len: 10, Fitness_tra: 0
Rule 54: 717b867417, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1a911d41e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 221726441b, Class:  0, CF:0.787723, Len: 10, Fitness_tra: 0
Rule 57: 252b111d52, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 4c175f74b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4b2b29774b, Class:  1, CF:0.998297, Len: 10, Fitness_tra: 0
Rule 60: 412b112224, Class:  1, CF:0.997169, Len: 10, Fitness_tra: 0
Rule 61: 4117894474, Class:  1, CF:0.989913, Len: 10, Fitness_tra: 0
Rule 62: 1124152511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 2717251724, Class:  1, CF:0.977165, Len: 10, Fitness_tra: 1
Rule 64: 224b1f7721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 4144391282, Class:  1, CF:0.999973, Len: 10, Fitness_tra: 0
Rule 66: 212b297122, Class:  1, CF:0.99172, Len: 10, Fitness_tra: 0
Rule 67: 41bb41b742, Class:  1, CF:0.971356, Len: 10, Fitness_tra: 0
Rule 68: 1b27d14224, Class:  1, CF:0.999766, Len: 10, Fitness_tra: 0
Rule 69: 41141312b7, Class:  1, CF:0.44323, Len: 10, Fitness_tra: 0
Rule 70: 7b742e7114, Class:  1, CF:0.983366, Len: 10, Fitness_tra: 0
Rule 71: 284b152174, Class:  1, CF:0.802534, Len: 10, Fitness_tra: 0
Rule 72: b244512717, Class:  1, CF:0.91892, Len: 10, Fitness_tra: 0
Rule 73: 2214d61121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 14145178cc, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 722b517c22, Class:  1, CF:0.998936, Len: 10, Fitness_tra: 0
Rule 76: 81d7894a3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b117d12412, Class:  1, CF:0.99043, Len: 10, Fitness_tra: 0
Rule 78: 7b1256bb47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11b253bb71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 741455741b, Class:  1, CF:0.84915, Len: 10, Fitness_tra: -1
Rule 81: b142254b72, Class:  1, CF:0.940232, Len: 10, Fitness_tra: 0
Rule 82: 77275f747b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4147d11471, Class:  1, CF:0.994307, Len: 10, Fitness_tra: 6
Rule 84: 1712234222, Class:  1, CF:0.966676, Len: 10, Fitness_tra: 0
Rule 85: bbb7494177, Class:  1, CF:0.995228, Len: 10, Fitness_tra: 0
Rule 86: 4271137722, Class:  1, CF:0.560959, Len: 10, Fitness_tra: 0
Rule 87: 4772722247, Class:  1, CF:0.992026, Len: 10, Fitness_tra: 0
Rule 88: 124b1f2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 4212817542, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 131b5241f2, Class:  0, CF:0.571928, Len: 10, Fitness_tra: 326
Rule 91: 72b22d277c, Class:  1, CF:0.979415, Len:  0, Fitness_tra: 0
Rule 92: 221716241b, Class:  0, CF:0.944548, Len: 10, Fitness_tra: 0
Rule 93: 41bb49b478, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 124b111742, Class:  1, CF:0.713731, Len: 10, Fitness_tra: -328
Rule 95: b7711d47b2, Class:  1, CF:0.988731, Len: 10, Fitness_tra: 59
Rule 96: cb57111144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 42bb8a4471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: be42151161, Class:  0, CF:0.940788, Len: 10, Fitness_tra: 0
Rule 99: 000c0d0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 28
Rule100: 41211304b4, Class:  0, CF:0.325167, Len:  9, Fitness_tra: -36
------Current------
Miss_rate(tra)	:94.2347
------Result------
Miss_rate(tra)	:94.2347
Miss_rate(tst)	:89.0311
ARL				:9.65476

------Generation 3------
Rule  1: 7277111222, Class:  1, CF:0.996221, Len: 10, Fitness_tra: 386
Rule  2: bb718e1b41, Class:  1, CF:0.998213, Len: 10, Fitness_tra: 192
Rule  3: 4211312141, Class:  1, CF:0.794433, Len: 10, Fitness_tra: 184
Rule  4: 1e121d1161, Class:  0, CF:0.999807, Len: 10, Fitness_tra: 77
Rule  5: 7412c1142b, Class:  1, CF:0.967992, Len: 10, Fitness_tra: 112
Rule  6: bb47111b44, Class:  1, CF:0.98677, Len: 10, Fitness_tra: 252
Rule  7: 4741191771, Class:  1, CF:0.994316, Len: 10, Fitness_tra: -272
Rule  8: 1412161142, Class:  0, CF:0.991196, Len: 10, Fitness_tra: 43
Rule  9: b2b1514271, Class:  1, CF:0.996845, Len: 10, Fitness_tra: 24
Rule 10: 4b11412242, Class:  1, CF:0.996899, Len: 10, Fitness_tra: 24
Rule 11: 4b715db172, Class:  1, CF:0.999776, Len: 10, Fitness_tra: 23
Rule 12: 4111117152, Class:  1, CF:  1, Len: 10, Fitness_tra: 7
Rule 13: bd711d4bb2, Class:  1, CF:0.660806, Len: 10, Fitness_tra: 1
Rule 14: 2172191241, Class:  1, CF:0.990555, Len: 10, Fitness_tra: 13
Rule 15: 2421911cc8, Class:  1, CF:  1, Len: 10, Fitness_tra: 3
Rule 16: 1c21137444, Class:  1, CF:0.777997, Len: 10, Fitness_tra: 0
Rule 17: 11bba67141, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 18: 177159472b, Class:  1, CF:0.993555, Len: 10, Fitness_tra: 2
Rule 19: b4122a44bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 241b314181, Class:  1, CF:0.992741, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1b47d14274, Class:  1, CF:0.998924, Len: 10, Fitness_tra: 0
Rule 23: 4cb1867b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: bbb483727b, Class:  1, CF:0.986171, Len: 10, Fitness_tra: 0
Rule 25: 1142514717, Class:  1, CF:0.919765, Len: 10, Fitness_tra: 0
Rule 26: 4217234b1b, Class:  1, CF:0.594061, Len: 10, Fitness_tra: 0
Rule 27: 14178924b4, Class:  1, CF:0.414561, Len: 10, Fitness_tra: -13
Rule 28: c8c21349d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 24224327b7, Class:  1, CF:0.305894, Len: 10, Fitness_tra: 0
Rule 30: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2241117128, Class:  1, CF:0.995065, Len: 10, Fitness_tra: 0
Rule 32: 241755b174, Class:  1, CF:0.806347, Len: 10, Fitness_tra: 0
Rule 33: 12774e4444, Class:  1, CF:0.870065, Len: 10, Fitness_tra: 0
Rule 34: 717289b22b, Class:  1, CF:0.998585, Len: 10, Fitness_tra: 0
Rule 35: 72b22d277c, Class:  1, CF:0.979415, Len: 10, Fitness_tra: 0
Rule 36: 712b8db114, Class:  1, CF:0.987471, Len: 10, Fitness_tra: 0
Rule 37: 78b8a67bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 24411972bb, Class:  1, CF:0.990714, Len: 10, Fitness_tra: 0
Rule 39: c282132d95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 441253271b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 727b1fb771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 184b1d7741, Class:  1, CF:0.617501, Len: 10, Fitness_tra: -2
Rule 43: 72b4137224, Class:  1, CF:0.952809, Len: 10, Fitness_tra: 0
Rule 44: 4144ca2177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1144d34118, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 2627b14b7c, Class:  1, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 47: b717c3b714, Class:  1, CF:0.954656, Len: 10, Fitness_tra: 0
Rule 48: 2124132141, Class:  1, CF:0.341286, Len: 10, Fitness_tra: -1
Rule 49: 22171d4b1b, Class:  1, CF:0.458787, Len: 10, Fitness_tra: 0
Rule 50: 242bc34114, Class:  1, CF:0.96936, Len: 10, Fitness_tra: 0
Rule 51: c241d94221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bb2b2a7b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 4414194221, Class:  1, CF:0.976656, Len: 10, Fitness_tra: 0
Rule 54: 717b867417, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1a911d41e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 221726441b, Class:  0, CF:0.787723, Len: 10, Fitness_tra: 0
Rule 57: 252b111d52, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 4c175f74b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4b2b29774b, Class:  1, CF:0.998297, Len: 10, Fitness_tra: 0
Rule 60: 412b112224, Class:  1, CF:0.997169, Len: 10, Fitness_tra: 0
Rule 61: 4117894474, Class:  1, CF:0.989913, Len: 10, Fitness_tra: 0
Rule 62: 1124152511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 2717251724, Class:  1, CF:0.977165, Len: 10, Fitness_tra: 1
Rule 64: 224b1f7721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 4144391282, Class:  1, CF:0.999973, Len: 10, Fitness_tra: 0
Rule 66: 212b297122, Class:  1, CF:0.99172, Len: 10, Fitness_tra: 0
Rule 67: 41bb41b742, Class:  1, CF:0.971356, Len: 10, Fitness_tra: 0
Rule 68: 1b27d14224, Class:  1, CF:0.999766, Len: 10, Fitness_tra: 0
Rule 69: 41141312b7, Class:  1, CF:0.44323, Len: 10, Fitness_tra: 0
Rule 70: 7b742e7114, Class:  1, CF:0.983366, Len: 10, Fitness_tra: 0
Rule 71: 284b152174, Class:  1, CF:0.802534, Len: 10, Fitness_tra: 0
Rule 72: b244512717, Class:  1, CF:0.91892, Len: 10, Fitness_tra: 0
Rule 73: 2214d61121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 14145178cc, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 722b517c22, Class:  1, CF:0.998936, Len: 10, Fitness_tra: 0
Rule 76: 81d7894a3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b117d12412, Class:  1, CF:0.99043, Len: 10, Fitness_tra: 0
Rule 78: 7b1256bb47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11b253bb71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 741455741b, Class:  1, CF:0.84915, Len: 10, Fitness_tra: -1
Rule 81: b142254b72, Class:  1, CF:0.940232, Len: 10, Fitness_tra: 0
Rule 82: 77275f747b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4147d11471, Class:  1, CF:0.994307, Len: 10, Fitness_tra: 6
Rule 84: 1712234222, Class:  1, CF:0.966676, Len: 10, Fitness_tra: 0
Rule 85: bbb7494177, Class:  1, CF:0.995228, Len: 10, Fitness_tra: 0
Rule 86: 4271137722, Class:  1, CF:0.560959, Len: 10, Fitness_tra: 0
Rule 87: 4772722247, Class:  1, CF:0.992026, Len: 10, Fitness_tra: 0
Rule 88: 124b1f2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 4212817542, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 131b5241f2, Class:  0, CF:0.571928, Len: 10, Fitness_tra: 326
Rule 91: 72b22d277c, Class:  1, CF:0.979415, Len:  0, Fitness_tra: 0
Rule 92: 221716241b, Class:  0, CF:0.944548, Len: 10, Fitness_tra: 0
Rule 93: 41bb49b478, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 124b111742, Class:  1, CF:0.713731, Len: 10, Fitness_tra: -328
Rule 95: b7711d47b2, Class:  1, CF:0.988731, Len: 10, Fitness_tra: 59
Rule 96: cb57111144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 42bb8a4471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: be42151161, Class:  0, CF:0.940788, Len: 10, Fitness_tra: 0
Rule 99: 000c0d0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 28
Rule100: 41211304b4, Class:  0, CF:0.325167, Len:  9, Fitness_tra: -36
------Current------
Miss_rate(tra)	:94.2347
------Result------
Miss_rate(tra)	:94.2347
Miss_rate(tst)	:89.0311
ARL				:9.65476

------Generation 4------
Rule  1: 7277111222, Class:  1, CF:0.996221, Len: 10, Fitness_tra: 386
Rule  2: bb718e1b41, Class:  1, CF:0.998213, Len: 10, Fitness_tra: 192
Rule  3: 4211312141, Class:  1, CF:0.794433, Len: 10, Fitness_tra: 184
Rule  4: 1e121d1161, Class:  0, CF:0.999807, Len: 10, Fitness_tra: 77
Rule  5: 7412c1142b, Class:  1, CF:0.967992, Len: 10, Fitness_tra: 112
Rule  6: bb47111b44, Class:  1, CF:0.98677, Len: 10, Fitness_tra: 252
Rule  7: 4741191771, Class:  1, CF:0.994316, Len: 10, Fitness_tra: -272
Rule  8: 1412161142, Class:  0, CF:0.991196, Len: 10, Fitness_tra: 43
Rule  9: b2b1514271, Class:  1, CF:0.996845, Len: 10, Fitness_tra: 24
Rule 10: 4b11412242, Class:  1, CF:0.996899, Len: 10, Fitness_tra: 24
Rule 11: 4b715db172, Class:  1, CF:0.999776, Len: 10, Fitness_tra: 23
Rule 12: 4111117152, Class:  1, CF:  1, Len: 10, Fitness_tra: 7
Rule 13: bd711d4bb2, Class:  1, CF:0.660806, Len: 10, Fitness_tra: 1
Rule 14: 2172191241, Class:  1, CF:0.990555, Len: 10, Fitness_tra: 13
Rule 15: 2421911cc8, Class:  1, CF:  1, Len: 10, Fitness_tra: 3
Rule 16: 1c21137444, Class:  1, CF:0.777997, Len: 10, Fitness_tra: 0
Rule 17: 11bba67141, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 18: 177159472b, Class:  1, CF:0.993555, Len: 10, Fitness_tra: 2
Rule 19: b4122a44bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 241b314181, Class:  1, CF:0.992741, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1b47d14274, Class:  1, CF:0.998924, Len: 10, Fitness_tra: 0
Rule 23: 4cb1867b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: bbb483727b, Class:  1, CF:0.986171, Len: 10, Fitness_tra: 0
Rule 25: 1142514717, Class:  1, CF:0.919765, Len: 10, Fitness_tra: 0
Rule 26: 4217234b1b, Class:  1, CF:0.594061, Len: 10, Fitness_tra: 0
Rule 27: 14178924b4, Class:  1, CF:0.414561, Len: 10, Fitness_tra: -13
Rule 28: c8c21349d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 24224327b7, Class:  1, CF:0.305894, Len: 10, Fitness_tra: 0
Rule 30: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2241117128, Class:  1, CF:0.995065, Len: 10, Fitness_tra: 0
Rule 32: 241755b174, Class:  1, CF:0.806347, Len: 10, Fitness_tra: 0
Rule 33: 12774e4444, Class:  1, CF:0.870065, Len: 10, Fitness_tra: 0
Rule 34: 717289b22b, Class:  1, CF:0.998585, Len: 10, Fitness_tra: 0
Rule 35: 72b22d277c, Class:  1, CF:0.979415, Len: 10, Fitness_tra: 0
Rule 36: 712b8db114, Class:  1, CF:0.987471, Len: 10, Fitness_tra: 0
Rule 37: 78b8a67bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 24411972bb, Class:  1, CF:0.990714, Len: 10, Fitness_tra: 0
Rule 39: c282132d95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 441253271b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 727b1fb771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 184b1d7741, Class:  1, CF:0.617501, Len: 10, Fitness_tra: -2
Rule 43: 72b4137224, Class:  1, CF:0.952809, Len: 10, Fitness_tra: 0
Rule 44: 4144ca2177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1144d34118, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 2627b14b7c, Class:  1, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 47: b717c3b714, Class:  1, CF:0.954656, Len: 10, Fitness_tra: 0
Rule 48: 2124132141, Class:  1, CF:0.341286, Len: 10, Fitness_tra: -1
Rule 49: 22171d4b1b, Class:  1, CF:0.458787, Len: 10, Fitness_tra: 0
Rule 50: 242bc34114, Class:  1, CF:0.96936, Len: 10, Fitness_tra: 0
Rule 51: c241d94221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bb2b2a7b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 4414194221, Class:  1, CF:0.976656, Len: 10, Fitness_tra: 0
Rule 54: 717b867417, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 1a911d41e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 221726441b, Class:  0, CF:0.787723, Len: 10, Fitness_tra: 0
Rule 57: 252b111d52, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 4c175f74b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4b2b29774b, Class:  1, CF:0.998297, Len: 10, Fitness_tra: 0
Rule 60: 412b112224, Class:  1, CF:0.997169, Len: 10, Fitness_tra: 0
Rule 61: 4117894474, Class:  1, CF:0.989913, Len: 10, Fitness_tra: 0
Rule 62: 1124152511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 2717251724, Class:  1, CF:0.977165, Len: 10, Fitness_tra: 1
Rule 64: 224b1f7721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 4144391282, Class:  1, CF:0.999973, Len: 10, Fitness_tra: 0
Rule 66: 212b297122, Class:  1, CF:0.99172, Len: 10, Fitness_tra: 0
Rule 67: 41bb41b742, Class:  1, CF:0.971356, Len: 10, Fitness_tra: 0
Rule 68: 1b27d14224, Class:  1, CF:0.999766, Len: 10, Fitness_tra: 0
Rule 69: 41141312b7, Class:  1, CF:0.44323, Len: 10, Fitness_tra: 0
Rule 70: 7b742e7114, Class:  1, CF:0.983366, Len: 10, Fitness_tra: 0
Rule 71: 284b152174, Class:  1, CF:0.802534, Len: 10, Fitness_tra: 0
Rule 72: b244512717, Class:  1, CF:0.91892, Len: 10, Fitness_tra: 0
Rule 73: 2214d61121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 14145178cc, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 722b517c22, Class:  1, CF:0.998936, Len: 10, Fitness_tra: 0
Rule 76: 81d7894a3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b117d12412, Class:  1, CF:0.99043, Len: 10, Fitness_tra: 0
Rule 78: 7b1256bb47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11b253bb71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 741455741b, Class:  1, CF:0.84915, Len: 10, Fitness_tra: -1
Rule 81: b142254b72, Class:  1, CF:0.940232, Len: 10, Fitness_tra: 0
Rule 82: 77275f747b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4147d11471, Class:  1, CF:0.994307, Len: 10, Fitness_tra: 6
Rule 84: 1712234222, Class:  1, CF:0.966676, Len: 10, Fitness_tra: 0
Rule 85: bbb7494177, Class:  1, CF:0.995228, Len: 10, Fitness_tra: 0
Rule 86: 4271137722, Class:  1, CF:0.560959, Len: 10, Fitness_tra: 0
Rule 87: 4772722247, Class:  1, CF:0.992026, Len: 10, Fitness_tra: 0
Rule 88: 124b1f2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 4212817542, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 131b5241f2, Class:  0, CF:0.571928, Len: 10, Fitness_tra: 326
Rule 91: 72b22d277c, Class:  1, CF:0.979415, Len:  0, Fitness_tra: 0
Rule 92: 221716241b, Class:  0, CF:0.944548, Len: 10, Fitness_tra: 0
Rule 93: 41bb49b478, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 124b111742, Class:  1, CF:0.713731, Len: 10, Fitness_tra: -328
Rule 95: b7711d47b2, Class:  1, CF:0.988731, Len: 10, Fitness_tra: 59
Rule 96: cb57111144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 42bb8a4471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: be42151161, Class:  0, CF:0.940788, Len: 10, Fitness_tra: 0
Rule 99: 000c0d0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 28
Rule100: 41211304b4, Class:  0, CF:0.325167, Len:  9, Fitness_tra: -36
------Current------
Miss_rate(tra)	:94.2347
------Result------
Miss_rate(tra)	:94.2347
Miss_rate(tst)	:89.0311
ARL				:9.65476

------Generation 5------
Rule  1: 7277111222, Class:  1, CF:0.996221, Len: 10, Fitness_tra: 386
Rule  2: bb718e1b41, Class:  1, CF:0.998213, Len: 10, Fitness_tra: 192
Rule  3: 4211312141, Class:  1, CF:0.794433, Len: 10, Fitness_tra: 184
Rule  4: 1e121d1161, Class:  0, CF:0.999807, Len: 10, Fitness_tra: 77
Rule  5: 7412c1142b, Class:  1, CF:0.967992, Len: 10, Fitness_tra: 112
Rule  6: bb47111b44, Class:  1, CF:0.98677, Len: 10, Fitness_tra: 252
Rule  7: 4741191771, Class:  1, CF:0.994316, Len: 10, Fitness_tra: -272
Rule  8: 1412161142, Class:  0, CF:0.991196, Len: 10, Fitness_tra: 43
Rule  9: b2b1514271, Class:  1, CF:0.996845, Len: 10, Fitness_tra: 24
Rule 10: 4b11412242, Class:  1, CF:0.996899, Len: 10, Fitness_tra: 24
Rule 11: 4b715db172, Class:  1, CF:0.999776, Len: 10, Fitness_tra: 23
Rule 12: 4111117152, Class:  1, CF:  1, Len: 10, Fitness_tra: 7
Rule 13: bd711d4bb2, Class:  1, CF:0.660806, Len: 10, Fitness_tra: 1
Rule 14: 2172191241, Class:  1, CF:0.990555, Len: 10, Fitness_tra: 13
Rule 15: 2421911cc8, Class:  1, CF:  1, Len: 10, Fitness_tra: 3
Rule 16: 1c21137444, Class:  1, CF:0.777997, Len: 10, Fitness_tra: 0
Rule 17: 11bba67141, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 18: 177159472b, Class:  1, CF:0.993555, Len: 10, Fitness_tra: 2
Rule 19: b4122a44bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 241b314181, Class:  1, CF:0.992741, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1b47d14274, Class:  1, CF:0.998924, Len: 10, Fitness_tra: 0
Rule 23: 4cb1867b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: bbb483727b, Class:  1, CF:0.986171, Len: 10, Fitness_tra: 0
Rule 25: 1142514717, Class:  1, CF:0.919765, Len: 10, Fitness_tra: 0
Rule 26: 4217234b1b, Class:  1, CF:0.594061, Len: 10, Fitness_tra: 0
Rule 27: 14178924b4, Class:  1, CF:0.414561, Len: 10, Fitness_tra: -13
Rule 28: c8c21349d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 24224327b7, Class:  1, CF:0.305894, Len: 10, Fitness_tra: 0
Rule 30: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
