------Generation 0------
Rule  1: 28b27d7b14, Class:  1, CF:0.324082, Len: 10, Fitness_tra: 0
Rule 15: 24113f1b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule 16: 21b1d12141, Class:  1, CF:0.997437, Len: 10, Fitness_tra: 10
Rule 17: 4cc4111881, Class:  1, CF:  1, Len: 10, Fitness_tra: 11
Rule 18: b5171818b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 10
Rule 19: b7171a47b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
Rule 20: 4227581224, Class:  1, CF:0.998188, Len: 10, Fitness_tra: 0
Rule 21: 777b5d1712, Class:  1, CF:0.991812, Len: 10, Fitness_tra: 0
Rule 22: 121183b274, Class:  1, CF:0.980556, Len: 10, Fitness_tra: 0
Rule 23: 21421d1b27, Class:  1, CF:0.883301, Len: 10, Fitness_tra: 0
Rule 24: 2111231b42, Class:  1, CF:0.748358, Len:  0, Fitness_tra: 0
Rule 25: 7c781a74b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 274751b412, Class:  1, CF:0.998241, Len: 10, Fitness_tra: 0
Rule 27: 2717cebb42, Class:  1, CF:0.983518, Len: 10, Fitness_tra: 0
Rule 28: 7772c97171, Class:  1, CF:0.958573, Len: 10, Fitness_tra: 0
Rule 29: 174b2544b4, Class:  1, CF:0.94858, Len: 10, Fitness_tra: 0
Rule 30: 122b5142b2, Class:  1, CF:0.765962, Len: 10, Fitness_tra: 0
Rule 31: 2712567112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 227b9ab124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 72221f7b2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2544152474, Class:  1, CF:0.824582, Len: 10, Fitness_tra: 0
Rule 35: 4222efb474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 11b4897224, Class:  1, CF:0.99399, Len: 10, Fitness_tra: 0
Rule 37: 2422dd2712, Class:  1, CF:0.981883, Len: 10, Fitness_tra: 0
Rule 38: 4274467b12, Class:  0, CF:0.968121, Len: 10, Fitness_tra: 0
Rule 39: 42c4164955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 27248ab214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7772292bb7, Class:  1, CF:0.906329, Len: 10, Fitness_tra: 0
Rule 42: 21275a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 42b2417227, Class:  1, CF:0.993286, Len: 10, Fitness_tra: 0
Rule 44: 72b4217b72, Class:  1, CF:0.834864, Len: 10, Fitness_tra: 0
Rule 45: 414116b5b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 42b223b21b, Class:  1, CF:0.760523, Len: 10, Fitness_tra: 0
Rule 47: b2721a744b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 182b134d52, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 124b1922c7, Class:  1, CF:0.996622, Len: 10, Fitness_tra: 0
Rule 50: 22bb13b142, Class:  1, CF:0.605925, Len: 10, Fitness_tra: 0
Rule 51: 4cb1517122, Class:  1, CF:0.998059, Len: 10, Fitness_tra: 0
Rule 52: 1317254511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 171bd671b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4227e6b3d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1b47c62717, Class:  1, CF:0.960924, Len: 10, Fitness_tra: 0
Rule 56: 1b12c67727, Class:  1, CF:0.964049, Len: 10, Fitness_tra: 0
Rule 57: 8117854335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42225f7224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2112814181, Class:  1, CF:0.999957, Len: 10, Fitness_tra: 0
Rule 60: 4227911271, Class:  1, CF:0.939305, Len: 10, Fitness_tra: 0
Rule 61: 4b1b13b4b7, Class:  1, CF:0.730774, Len: 10, Fitness_tra: 0
Rule 62: 81c123b2d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1c441a481d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 444b81b12b, Class:  1, CF:0.989885, Len: 10, Fitness_tra: 0
Rule 65: 127711221b, Class:  1, CF:0.79078, Len: 10, Fitness_tra: 0
Rule 66: 417b117b42, Class:  1, CF:0.882176, Len: 10, Fitness_tra: 0
Rule 67: 4221632914, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 43d71d711d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 74b2814122, Class:  1, CF:0.993241, Len: 10, Fitness_tra: 0
Rule 70: b222154421, Class:  1, CF:0.979758, Len: 10, Fitness_tra: 0
Rule 71: 2174512b47, Class:  1, CF:0.986503, Len: 10, Fitness_tra: 0
Rule 72: 45c183b181, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 217451b4bb, Class:  1, CF:0.99448, Len: 10, Fitness_tra: 0
Rule 74: 21141121d2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 471b817122, Class:  1, CF:0.992875, Len: 10, Fitness_tra: 0
Rule 76: 211b597814, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 7b745fbb4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4b1bd14722, Class:  1, CF:0.999189, Len: 10, Fitness_tra: 0
Rule 79: 7427194224, Class:  1, CF:0.997784, Len: 10, Fitness_tra: 0
Rule 80: 1142d32b41, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 141b81417b, Class:  1, CF:0.789152, Len: 10, Fitness_tra: -13
Rule 82: 2b21191212, Class:  1, CF:0.999628, Len: 10, Fitness_tra: 59
Rule 83: 22b4d97222, Class:  1, CF:0.994749, Len: 10, Fitness_tra: 0
Rule 84: b24451b711, Class:  1, CF:0.839195, Len: 10, Fitness_tra: 0
Rule 85: 4e14211111, Class:  0, CF:0.958042, Len: 10, Fitness_tra: 62
Rule 86: b217d521b1, Class:  0, CF:0.898916, Len: 10, Fitness_tra: 9
Rule 87: 74b7157171, Class:  1, CF:0.905151, Len: 10, Fitness_tra: 0
Rule 88: 1b77867211, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: c1472642d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2151157911, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 211b597814, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 92: bb1c854335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d242d9741b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 73172a4541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7174512b47, Class:  1, CF:0.986503, Len: 10, Fitness_tra: 0
Rule 96: b27221141b, Class:  1, CF:0.908701, Len: 10, Fitness_tra: 3
Rule 97: b2278a47b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 812123b2d2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 4221e3b3d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 22549a4925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:63.2551
------Result------
Miss_rate(tra)	:63.2551
Miss_rate(tst)	:24.4973
ARL				:10

------Generation 3------
Rule  1: 12141514b7, Class:  0, CF:0.559593, Len: 10, Fitness_tra: 2425
Rule  2: 2311457b71, Class:  1, CF:0.990588, Len: 10, Fitness_tra: 1266
Rule  3: 1214317112, Class:  0, CF:0.719566, Len: 10, Fitness_tra: 823
Rule  4: 777121341c, Class:  1, CF:0.999434, Len: 10, Fitness_tra: 754
Rule  5: 71178814b7, Class:  1, CF:0.983078, Len: 10, Fitness_tra: 525
Rule  6: 7771de122b, Class:  1, CF:0.999929, Len: 10, Fitness_tra: 370
Rule  7: 2111231b42, Class:  1, CF:0.748358, Len: 10, Fitness_tra: 317
Rule  8: b5177811b7, Class:  0, CF:0.871154, Len: 10, Fitness_tra: 195
Rule  9: 12718142b1, Class:  1, CF:0.959499, Len: 10, Fitness_tra: 139
Rule 10: b224221214, Class:  1, CF:0.978908, Len: 10, Fitness_tra: 97
Rule 11: 2121231242, Class:  1, CF:0.916036, Len: 10, Fitness_tra: 59
Rule 12: 44411c7142, Class:  1, CF:0.990998, Len: 10, Fitness_tra: 54
Rule 13: 1541812111, Class:  0, CF:0.717757, Len: 10, Fitness_tra: 5
Rule 14: b27211141b, Class:  1, CF:0.771135, Len: 10, Fitness_tra: 21
Rule 15: 24113f1b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule 16: 21b1d12141, Class:  1, CF:0.997437, Len: 10, Fitness_tra: 10
Rule 17: 4cc4111881, Class:  1, CF:  1, Len: 10, Fitness_tra: 11
Rule 18: b5171818b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 10
Rule 19: b7171a47b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
Rule 20: 4227581224, Class:  1, CF:0.998188, Len: 10, Fitness_tra: 0
Rule 21: 777b5d1712, Class:  1, CF:0.991812, Len: 10, Fitness_tra: 0
Rule 22: 121183b274, Class:  1, CF:0.980556, Len: 10, Fitness_tra: 0
Rule 23: 21421d1b27, Class:  1, CF:0.883301, Len: 10, Fitness_tra: 0
Rule 24: 2111231b42, Class:  1, CF:0.748358, Len:  0, Fitness_tra: 0
Rule 25: 7c781a74b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 274751b412, Class:  1, CF:0.998241, Len: 10, Fitness_tra: 0
Rule 27: 2717cebb42, Class:  1, CF:0.983518, Len: 10, Fitness_tra: 0
Rule 28: 7772c97171, Class:  1, CF:0.958573, Len: 10, Fitness_tra: 0
Rule 29: 174b2544b4, Class:  1, CF:0.94858, Len: 10, Fitness_tra: 0
Rule 30: 122b5142b2, Class:  1, CF:0.765962, Len: 10, Fitness_tra: 0
Rule 31: 2712567112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 227b9ab124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 72221f7b2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2544152474, Class:  1, CF:0.824582, Len: 10, Fitness_tra: 0
Rule 35: 4222efb474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 11b4897224, Class:  1, CF:0.99399, Len: 10, Fitness_tra: 0
Rule 37: 2422dd2712, Class:  1, CF:0.981883, Len: 10, Fitness_tra: 0
Rule 38: 4274467b12, Class:  0, CF:0.968121, Len: 10, Fitness_tra: 0
Rule 39: 42c4164955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 27248ab214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7772292bb7, Class:  1, CF:0.906329, Len: 10, Fitness_tra: 0
Rule 42: 21275a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 42b2417227, Class:  1, CF:0.993286, Len: 10, Fitness_tra: 0
Rule 44: 72b4217b72, Class:  1, CF:0.834864, Len: 10, Fitness_tra: 0
Rule 45: 414116b5b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 42b223b21b, Class:  1, CF:0.760523, Len: 10, Fitness_tra: 0
Rule 47: b2721a744b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 182b134d52, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 124b1922c7, Class:  1, CF:0.996622, Len: 10, Fitness_tra: 0
Rule 50: 22bb13b142, Class:  1, CF:0.605925, Len: 10, Fitness_tra: 0
Rule 51: 4cb1517122, Class:  1, CF:0.998059, Len: 10, Fitness_tra: 0
Rule 52: 1317254511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 171bd671b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4227e6b3d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1b47c62717, Class:  1, CF:0.960924, Len: 10, Fitness_tra: 0
Rule 56: 1b12c67727, Class:  1, CF:0.964049, Len: 10, Fitness_tra: 0
Rule 57: 8117854335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42225f7224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2112814181, Class:  1, CF:0.999957, Len: 10, Fitness_tra: 0
Rule 60: 4227911271, Class:  1, CF:0.939305, Len: 10, Fitness_tra: 0
Rule 61: 4b1b13b4b7, Class:  1, CF:0.730774, Len: 10, Fitness_tra: 0
Rule 62: 81c123b2d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1c441a481d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 444b81b12b, Class:  1, CF:0.989885, Len: 10, Fitness_tra: 0
Rule 65: 127711221b, Class:  1, CF:0.79078, Len: 10, Fitness_tra: 0
Rule 66: 417b117b42, Class:  1, CF:0.882176, Len: 10, Fitness_tra: 0
Rule 67: 4221632914, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 43d71d711d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 74b2814122, Class:  1, CF:0.993241, Len: 10, Fitness_tra: 0
Rule 70: b222154421, Class:  1, CF:0.979758, Len: 10, Fitness_tra: 0
Rule 71: 2174512b47, Class:  1, CF:0.986503, Len: 10, Fitness_tra: 0
Rule 72: 45c183b181, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 217451b4bb, Class:  1, CF:0.99448, Len: 10, Fitness_tra: 0
Rule 74: 21141121d2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 471b817122, Class:  1, CF:0.992875, Len: 10, Fitness_tra: 0
Rule 76: 211b597814, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 7b745fbb4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4b1bd14722, Class:  1, CF:0.999189, Len: 10, Fitness_tra: 0
Rule 79: 7427194224, Class:  1, CF:0.997784, Len: 10, Fitness_tra: 0
Rule 80: 1142d32b41, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 141b81417b, Class:  1, CF:0.789152, Len: 10, Fitness_tra: -13
Rule 82: 2b21191212, Class:  1, CF:0.999628, Len: 10, Fitness_tra: 59
Rule 83: 22b4d97222, Class:  1, CF:0.994749, Len: 10, Fitness_tra: 0
Rule 84: b24451b711, Class:  1, CF:0.839195, Len: 10, Fitness_tra: 0
Rule 85: 4e14211111, Class:  0, CF:0.958042, Len: 10, Fitness_tra: 62
Rule 86: b217d521b1, Class:  0, CF:0.898916, Len: 10, Fitness_tra: 9
Rule 87: 74b7157171, Class:  1, CF:0.905151, Len: 10, Fitness_tra: 0
Rule 88: 1b77867211, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: c1472642d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2151157911, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 211b597814, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 92: bb1c854335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d242d9741b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 73172a4541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7174512b47, Class:  1, CF:0.986503, Len: 10, Fitness_tra: 0
Rule 96: b27221141b, Class:  1, CF:0.908701, Len: 10, Fitness_tra: 3
Rule 97: b2278a47b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 812123b2d2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 4221e3b3d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 22549a4925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:63.2551
------Result------
Miss_rate(tra)	:63.2551
Miss_rate(tst)	:24.4973
ARL				:10

------Generation 4------
Rule  1: 12141514b7, Class:  0, CF:0.559593, Len: 10, Fitness_tra: 2425
Rule  2: 2311457b71, Class:  1, CF:0.990588, Len: 10, Fitness_tra: 1266
Rule  3: 1214317112, Class:  0, CF:0.719566, Len: 10, Fitness_tra: 823
Rule  4: 777121341c, Class:  1, CF:0.999434, Len: 10, Fitness_tra: 754
Rule  5: 71178814b7, Class:  1, CF:0.983078, Len: 10, Fitness_tra: 525
Rule  6: 7771de122b, Class:  1, CF:0.999929, Len: 10, Fitness_tra: 370
Rule  7: 2111231b42, Class:  1, CF:0.748358, Len: 10, Fitness_tra: 317
Rule  8: b5177811b7, Class:  0, CF:0.871154, Len: 10, Fitness_tra: 195
Rule  9: 12718142b1, Class:  1, CF:0.959499, Len: 10, Fitness_tra: 139
Rule 10: b224221214, Class:  1, CF:0.978908, Len: 10, Fitness_tra: 97
Rule 11: 2121231242, Class:  1, CF:0.916036, Len: 10, Fitness_tra: 59
Rule 12: 44411c7142, Class:  1, CF:0.990998, Len: 10, Fitness_tra: 54
Rule 13: 1541812111, Class:  0, CF:0.717757, Len: 10, Fitness_tra: 5
Rule 14: b27211141b, Class:  1, CF:0.771135, Len: 10, Fitness_tra: 21
Rule 15: 24113f1b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule 16: 21b1d12141, Class:  1, CF:0.997437, Len: 10, Fitness_tra: 10
Rule 17: 4cc4111881, Class:  1, CF:  1, Len: 10, Fitness_tra: 11
Rule 18: b5171818b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 10
Rule 19: b7171a47b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
Rule 20: 4227581224, Class:  1, CF:0.998188, Len: 10, Fitness_tra: 0
Rule 21: 777b5d1712, Class:  1, CF:0.991812, Len: 10, Fitness_tra: 0
Rule 22: 121183b274, Class:  1, CF:0.980556, Len: 10, Fitness_tra: 0
Rule 23: 21421d1b27, Class:  1, CF:0.883301, Len: 10, Fitness_tra: 0
Rule 24: 2111231b42, Class:  1, CF:0.748358, Len:  0, Fitness_tra: 0
Rule 25: 7c781a74b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 274751b412, Class:  1, CF:0.998241, Len: 10, Fitness_tra: 0
Rule 27: 2717cebb42, Class:  1, CF:0.983518, Len: 10, Fitness_tra: 0
Rule 28: 7772c97171, Class:  1, CF:0.958573, Len: 10, Fitness_tra: 0
Rule 29: 174b2544b4, Class:  1, CF:0.94858, Len: 10, Fitness_tra: 0
Rule 30: 122b5142b2, Class:  1, CF:0.765962, Len: 10, Fitness_tra: 0
Rule 31: 2712567112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 227b9ab124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 72221f7b2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2544152474, Class:  1, CF:0.824582, Len: 10, Fitness_tra: 0
Rule 35: 4222efb474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 11b4897224, Class:  1, CF:0.99399, Len: 10, Fitness_tra: 0
Rule 37: 2422dd2712, Class:  1, CF:0.981883, Len: 10, Fitness_tra: 0
Rule 38: 4274467b12, Class:  0, CF:0.968121, Len: 10, Fitness_tra: 0
Rule 39: 42c4164955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 27248ab214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7772292bb7, Class:  1, CF:0.906329, Len: 10, Fitness_tra: 0
Rule 42: 21275a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 42b2417227, Class:  1, CF:0.993286, Len: 10, Fitness_tra: 0
Rule 44: 72b4217b72, Class:  1, CF:0.834864, Len: 10, Fitness_tra: 0
Rule 45: 414116b5b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 42b223b21b, Class:  1, CF:0.760523, Len: 10, Fitness_tra: 0
Rule 47: b2721a744b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 182b134d52, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 124b1922c7, Class:  1, CF:0.996622, Len: 10, Fitness_tra: 0
Rule 50: 22bb13b142, Class:  1, CF:0.605925, Len: 10, Fitness_tra: 0
Rule 51: 4cb1517122, Class:  1, CF:0.998059, Len: 10, Fitness_tra: 0
Rule 52: 1317254511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 171bd671b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4227e6b3d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1b47c62717, Class:  1, CF:0.960924, Len: 10, Fitness_tra: 0
Rule 56: 1b12c67727, Class:  1, CF:0.964049, Len: 10, Fitness_tra: 0
Rule 57: 8117854335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42225f7224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2112814181, Class:  1, CF:0.999957, Len: 10, Fitness_tra: 0
Rule 60: 4227911271, Class:  1, CF:0.939305, Len: 10, Fitness_tra: 0
Rule 61: 4b1b13b4b7, Class:  1, CF:0.730774, Len: 10, Fitness_tra: 0
Rule 62: 81c123b2d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1c441a481d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 444b81b12b, Class:  1, CF:0.989885, Len: 10, Fitness_tra: 0
Rule 65: 127711221b, Class:  1, CF:0.79078, Len: 10, Fitness_tra: 0
Rule 66: 417b117b42, Class:  1, CF:0.882176, Len: 10, Fitness_tra: 0
Rule 67: 4221632914, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 43d71d711d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 74b2814122, Class:  1, CF:0.993241, Len: 10, Fitness_tra: 0
Rule 70: b222154421, Class:  1, CF:0.979758, Len: 10, Fitness_tra: 0
Rule 71: 2174512b47, Class:  1, CF:0.986503, Len: 10, Fitness_tra: 0
Rule 72: 45c183b181, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 217451b4bb, Class:  1, CF:0.99448, Len: 10, Fitness_tra: 0
Rule 74: 21141121d2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 471b817122, Class:  1, CF:0.992875, Len: 10, Fitness_tra: 0
Rule 76: 211b597814, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 7b745fbb4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4b1bd14722, Class:  1, CF:0.999189, Len: 10, Fitness_tra: 0
Rule 79: 7427194224, Class:  1, CF:0.997784, Len: 10, Fitness_tra: 0
Rule 80: 1142d32b41, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 141b81417b, Class:  1, CF:0.789152, Len: 10, Fitness_tra: -13
Rule 82: 2b21191212, Class:  1, CF:0.999628, Len: 10, Fitness_tra: 59
Rule 83: 22b4d97222, Class:  1, CF:0.994749, Len: 10, Fitness_tra: 0
Rule 84: b24451b711, Class:  1, CF:0.839195, Len: 10, Fitness_tra: 0
Rule 85: 4e14211111, Class:  0, CF:0.958042, Len: 10, Fitness_tra: 62
Rule 86: b217d521b1, Class:  0, CF:0.898916, Len: 10, Fitness_tra: 9
Rule 87: 74b7157171, Class:  1, CF:0.905151, Len: 10, Fitness_tra: 0
Rule 88: 1b77867211, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: c1472642d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2151157911, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 211b597814, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 92: bb1c854335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d242d9741b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 73172a4541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7174512b47, Class:  1, CF:0.986503, Len: 10, Fitness_tra: 0
Rule 96: b27221141b, Class:  1, CF:0.908701, Len: 10, Fitness_tra: 3
Rule 97: b2278a47b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 812123b2d2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 4221e3b3d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 22549a4925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:63.2551
------Result------
Miss_rate(tra)	:63.2551
Miss_rate(tst)	:24.4973
ARL				:10

------Generation 5------
Rule  1: 12141514b7, Class:  0, CF:0.559593, Len: 10, Fitness_tra: 2425
Rule  2: 2311457b71, Class:  1, CF:0.990588, Len: 10, Fitness_tra: 1266
Rule  3: 1214317112, Class:  0, CF:0.719566, Len: 10, Fitness_tra: 823
Rule  4: 777121341c, Class:  1, CF:0.999434, Len: 10, Fitness_tra: 754
Rule  5: 71178814b7, Class:  1, CF:0.983078, Len: 10, Fitness_tra: 525
Rule  6: 7771de122b, Class:  1, CF:0.999929, Len: 10, Fitness_tra: 370
Rule  7: 2111231b42, Class:  1, CF:0.748358, Len: 10, Fitness_tra: 317
Rule  8: b5177811b7, Class:  0, CF:0.871154, Len: 10, Fitness_tra: 195
Rule  9: 12718142b1, Class:  1, CF:0.959499, Len: 10, Fitness_tra: 139
Rule 10: b224221214, Class:  1, CF:0.978908, Len: 10, Fitness_tra: 97
Rule 11: 2121231242, Class:  1, CF:0.916036, Len: 10, Fitness_tra: 59
Rule 12: 44411c7142, Class:  1, CF:0.990998, Len: 10, Fitness_tra: 54
Rule 13: 1541812111, Class:  0, CF:0.717757, Len: 10, Fitness_tra: 5
Rule 14: b27211141b, Class:  1, CF:0.771135, Len: 10, Fitness_tra: 21
Rule 15: 24113f1b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule 16: 21b1d12141, Class:  1, CF:0.997437, Len: 10, Fitness_tra: 10
Rule 17: 4cc4111881, Class:  1, CF:  1, Len: 10, Fitness_tra: 11
Rule 18: b5171818b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 10
Rule 19: b7171a47b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
Rule 20: 4227581224, Class:  1, CF:0.998188, Len: 10, Fitness_tra: 0
Rule 21: 777b5d1712, Class:  1, CF:0.991812, Len: 10, Fitness_tra: 0
Rule 22: 121183b274, Class:  1, CF:0.980556, Len: 10, Fitness_tra: 0
Rule 23: 21421d1b27, Class:  1, CF:0.883301, Len: 10, Fitness_tra: 0
Rule 24: 2111231b42, Class:  1, CF:0.748358, Len:  0, Fitness_tra: 0
Rule 25: 7c781a74b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 274751b412, Class:  1, CF:0.998241, Len: 10, Fitness_tra: 0
Rule 27: 2717cebb42, Class:  1, CF:0.983518, Len: 10, Fitness_tra: 0
Rule 28: 7772c97171, Class:  1, CF:0.958573, Len: 10, Fitness_tra: 0
Rule 29: 174b2544b4, Class:  1, CF:0.94858, Len: 10, Fitness_tra: 0
