------Generation 0------
Rule  1: cc449a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 14222f4111, Class:  0, CF:  1, Len: 10, Fitness_tra: 15
Rule 16: 224111421c, Class:  1, CF:0.997997, Len: 10, Fitness_tra: 8
Rule 17: 22b11544b1, Class:  1, CF:0.988311, Len: 10, Fitness_tra: 10
Rule 18: 1c72597b72, Class:  0, CF:0.775031, Len: 10, Fitness_tra: 0
Rule 19: bc71c9241b, Class:  1, CF:0.993997, Len: 10, Fitness_tra: 9
Rule 20: 1681111958, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 21: b17b46b171, Class:  0, CF:0.488723, Len: 10, Fitness_tra: 9
Rule 22: 1b219e711d, Class:  1, CF:  1, Len: 10, Fitness_tra: 3
Rule 23: 2171514224, Class:  1, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 24: 417b834144, Class:  1, CF:0.992226, Len: 10, Fitness_tra: 0
Rule 25: 48723a27b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 24bb814744, Class:  1, CF:0.993973, Len: 10, Fitness_tra: 0
Rule 27: 181719b595, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 211b152182, Class:  1, CF:0.999272, Len: 10, Fitness_tra: 0
Rule 29: 45444624bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: b1b21124b7, Class:  1, CF:0.950838, Len: 10, Fitness_tra: 0
Rule 31: 7177d571b7, Class:  1, CF:0.971486, Len: 10, Fitness_tra: 0
Rule 32: bc12262241, Class:  0, CF:0.996897, Len: 10, Fitness_tra: 0
Rule 33: 4b448124b4, Class:  1, CF:0.998057, Len: 10, Fitness_tra: 0
Rule 34: c1141e1e35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 19875dbee2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b47bc3bbb7, Class:  1, CF:0.944104, Len: 10, Fitness_tra: 0
Rule 37: cc449a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2bb42f77b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 39: 142459b222, Class:  1, CF:0.980915, Len: 10, Fitness_tra: 0
Rule 40: c8413fb59c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2842994224, Class:  1, CF:0.971393, Len: 10, Fitness_tra: 0
Rule 42: 4274412b14, Class:  1, CF:0.912969, Len: 10, Fitness_tra: 0
Rule 43: 4b2b114b42, Class:  1, CF:0.98829, Len: 10, Fitness_tra: 0
Rule 44: 7247137b27, Class:  1, CF:0.490207, Len: 10, Fitness_tra: 0
Rule 45: 2191c21f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 714729b477, Class:  1, CF:0.996272, Len: 10, Fitness_tra: 0
Rule 47: 2bb4c54177, Class:  1, CF:0.998039, Len: 10, Fitness_tra: 0
Rule 48: 1244132b4b, Class:  1, CF:0.388505, Len: 10, Fitness_tra: 0
Rule 49: b12451b221, Class:  1, CF:0.99901, Len: 10, Fitness_tra: 0
Rule 50: 2c22532154, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 442226b174, Class:  0, CF:0.668147, Len: 10, Fitness_tra: 0
Rule 52: 74bb11b242, Class:  1, CF:0.988349, Len: 10, Fitness_tra: 0
Rule 53: 472b1641b2, Class:  0, CF:0.791811, Len: 10, Fitness_tra: 0
Rule 54: b824c9227b, Class:  1, CF:0.977666, Len: 10, Fitness_tra: 0
Rule 55: 2d27557231, Class:  0, CF:0.85018, Len: 10, Fitness_tra: 0
Rule 56: b12b1e47bb, Class:  1, CF:0.951759, Len: 10, Fitness_tra: 0
Rule 57: 2111567714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4b7481b2b4, Class:  1, CF:0.998145, Len: 10, Fitness_tra: 0
Rule 59: 4c22857122, Class:  1, CF:0.992448, Len: 10, Fitness_tra: 0
Rule 60: 7184812312, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 7114d62414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1247134742, Class:  1, CF:0.719206, Len: 10, Fitness_tra: 0
Rule 63: 7247134411, Class:  1, CF:0.487355, Len: 10, Fitness_tra: -10
Rule 64: b14b9a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 417bc1477b, Class:  1, CF:0.990096, Len: 10, Fitness_tra: 0
Rule 66: 14b7212bb4, Class:  1, CF:0.804174, Len: 10, Fitness_tra: 0
Rule 67: 22b7594b4b, Class:  1, CF:0.593399, Len: 10, Fitness_tra: 0
Rule 68: 2b72562224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 152b51751d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4114132218, Class:  1, CF:0.991663, Len: 10, Fitness_tra: 0
Rule 71: 242bc6444b, Class:  1, CF:0.996377, Len: 10, Fitness_tra: 0
Rule 72: 224713b777, Class:  1, CF:0.306437, Len: 10, Fitness_tra: 0
Rule 73: b2b2262414, Class:  0, CF:0.830111, Len: 10, Fitness_tra: 0
Rule 74: 2142452147, Class:  1, CF:0.993931, Len: 10, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 45b721477b, Class:  1, CF:0.77666, Len: 10, Fitness_tra: 0
Rule 77: 217251b412, Class:  1, CF:0.997574, Len: 10, Fitness_tra: 0
Rule 78: 2287557151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 1142d1bc47, Class:  1, CF:0.999674, Len: 10, Fitness_tra: 0
Rule 80: bc77557bb7, Class:  0, CF:0.490123, Len: 10, Fitness_tra: 0
Rule 81: 1c11117124, Class:  1, CF:0.937117, Len: 10, Fitness_tra: -288
Rule 82: b217457727, Class:  1, CF:0.940294, Len: 10, Fitness_tra: 0
Rule 83: 147b312541, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 414bc1b447, Class:  1, CF:0.998116, Len: 10, Fitness_tra: 1
Rule 85: 777b167717, Class:  0, CF:0.864169, Len: 10, Fitness_tra: 0
Rule 86: 4cb12e7177, Class:  1, CF:0.972469, Len: 10, Fitness_tra: -3
Rule 87: 1442222174, Class:  1, CF:0.868126, Len: 10, Fitness_tra: -75
Rule 88: 2112d12852, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 112151b257, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 90: 182212b147, Class:  1, CF:0.844466, Len: 10, Fitness_tra: -77
Rule 91: 1cb1682b21, Class:  0, CF:0.682104, Len: 10, Fitness_tra: 0
Rule 92: ccb4152451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 14148f4112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 54b22644b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 4224191a7b, Class:  0, CF:0.267975, Len: 10, Fitness_tra: 898
Rule 96: cc77357c9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 242b854d31, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 4121164172, Class:  0, CF:0.879957, Len: 10, Fitness_tra: 6
Rule 99: b47cc32b8b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 4b5b114b42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:65.2755
------Result------
Miss_rate(tra)	:65.2755
Miss_rate(tst)	:47.1664
ARL				:9.88372

------Generation 3------
Rule  1: 73b1717bb1, Class:  1, CF:0.965401, Len: 10, Fitness_tra: 481
Rule  2: 2117851aa1, Class:  0, CF:0.297441, Len: 10, Fitness_tra: 682
Rule  3: 4b2151111b, Class:  1, CF:0.999364, Len: 10, Fitness_tra: 555
Rule  4: 1b11d87744, Class:  1, CF:0.999496, Len: 10, Fitness_tra: 380
Rule  5: 4221131511, Class:  1, CF:  1, Len: 10, Fitness_tra: 339
Rule  6: 4172c91244, Class:  1, CF:0.998778, Len: 10, Fitness_tra: 161
Rule  7: 16b1c8242b, Class:  1, CF:0.999928, Len: 10, Fitness_tra: 177
Rule  8: 42711db772, Class:  1, CF:0.990066, Len: 10, Fitness_tra: 58
Rule  9: 4241112214, Class:  1, CF:0.992366, Len: 10, Fitness_tra: 125
Rule 10: 7441c31b44, Class:  1, CF:0.995773, Len: 10, Fitness_tra: 84
Rule 11: b571157214, Class:  1, CF:0.995253, Len: 10, Fitness_tra: 52
Rule 12: 1514857112, Class:  0, CF:0.908067, Len: 10, Fitness_tra: 32
Rule 13: b271112246, Class:  1, CF:0.920275, Len: 10, Fitness_tra: 28
Rule 14: b12115427c, Class:  1, CF:0.99975, Len: 10, Fitness_tra: 22
Rule 15: 14222f4111, Class:  0, CF:  1, Len: 10, Fitness_tra: 15
Rule 16: 224111421c, Class:  1, CF:0.997997, Len: 10, Fitness_tra: 8
Rule 17: 22b11544b1, Class:  1, CF:0.988311, Len: 10, Fitness_tra: 10
Rule 18: 1c72597b72, Class:  0, CF:0.775031, Len: 10, Fitness_tra: 0
Rule 19: bc71c9241b, Class:  1, CF:0.993997, Len: 10, Fitness_tra: 9
Rule 20: 1681111958, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 21: b17b46b171, Class:  0, CF:0.488723, Len: 10, Fitness_tra: 9
Rule 22: 1b219e711d, Class:  1, CF:  1, Len: 10, Fitness_tra: 3
Rule 23: 2171514224, Class:  1, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 24: 417b834144, Class:  1, CF:0.992226, Len: 10, Fitness_tra: 0
Rule 25: 48723a27b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 24bb814744, Class:  1, CF:0.993973, Len: 10, Fitness_tra: 0
Rule 27: 181719b595, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 211b152182, Class:  1, CF:0.999272, Len: 10, Fitness_tra: 0
Rule 29: 45444624bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: b1b21124b7, Class:  1, CF:0.950838, Len: 10, Fitness_tra: 0
Rule 31: 7177d571b7, Class:  1, CF:0.971486, Len: 10, Fitness_tra: 0
Rule 32: bc12262241, Class:  0, CF:0.996897, Len: 10, Fitness_tra: 0
Rule 33: 4b448124b4, Class:  1, CF:0.998057, Len: 10, Fitness_tra: 0
Rule 34: c1141e1e35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 19875dbee2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b47bc3bbb7, Class:  1, CF:0.944104, Len: 10, Fitness_tra: 0
Rule 37: cc449a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2bb42f77b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 39: 142459b222, Class:  1, CF:0.980915, Len: 10, Fitness_tra: 0
Rule 40: c8413fb59c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2842994224, Class:  1, CF:0.971393, Len: 10, Fitness_tra: 0
Rule 42: 4274412b14, Class:  1, CF:0.912969, Len: 10, Fitness_tra: 0
Rule 43: 4b2b114b42, Class:  1, CF:0.98829, Len: 10, Fitness_tra: 0
Rule 44: 7247137b27, Class:  1, CF:0.490207, Len: 10, Fitness_tra: 0
Rule 45: 2191c21f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 714729b477, Class:  1, CF:0.996272, Len: 10, Fitness_tra: 0
Rule 47: 2bb4c54177, Class:  1, CF:0.998039, Len: 10, Fitness_tra: 0
Rule 48: 1244132b4b, Class:  1, CF:0.388505, Len: 10, Fitness_tra: 0
Rule 49: b12451b221, Class:  1, CF:0.99901, Len: 10, Fitness_tra: 0
Rule 50: 2c22532154, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 442226b174, Class:  0, CF:0.668147, Len: 10, Fitness_tra: 0
Rule 52: 74bb11b242, Class:  1, CF:0.988349, Len: 10, Fitness_tra: 0
Rule 53: 472b1641b2, Class:  0, CF:0.791811, Len: 10, Fitness_tra: 0
Rule 54: b824c9227b, Class:  1, CF:0.977666, Len: 10, Fitness_tra: 0
Rule 55: 2d27557231, Class:  0, CF:0.85018, Len: 10, Fitness_tra: 0
Rule 56: b12b1e47bb, Class:  1, CF:0.951759, Len: 10, Fitness_tra: 0
Rule 57: 2111567714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4b7481b2b4, Class:  1, CF:0.998145, Len: 10, Fitness_tra: 0
Rule 59: 4c22857122, Class:  1, CF:0.992448, Len: 10, Fitness_tra: 0
Rule 60: 7184812312, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 7114d62414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1247134742, Class:  1, CF:0.719206, Len: 10, Fitness_tra: 0
Rule 63: 7247134411, Class:  1, CF:0.487355, Len: 10, Fitness_tra: -10
Rule 64: b14b9a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 417bc1477b, Class:  1, CF:0.990096, Len: 10, Fitness_tra: 0
Rule 66: 14b7212bb4, Class:  1, CF:0.804174, Len: 10, Fitness_tra: 0
Rule 67: 22b7594b4b, Class:  1, CF:0.593399, Len: 10, Fitness_tra: 0
Rule 68: 2b72562224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 152b51751d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4114132218, Class:  1, CF:0.991663, Len: 10, Fitness_tra: 0
Rule 71: 242bc6444b, Class:  1, CF:0.996377, Len: 10, Fitness_tra: 0
Rule 72: 224713b777, Class:  1, CF:0.306437, Len: 10, Fitness_tra: 0
Rule 73: b2b2262414, Class:  0, CF:0.830111, Len: 10, Fitness_tra: 0
Rule 74: 2142452147, Class:  1, CF:0.993931, Len: 10, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 45b721477b, Class:  1, CF:0.77666, Len: 10, Fitness_tra: 0
Rule 77: 217251b412, Class:  1, CF:0.997574, Len: 10, Fitness_tra: 0
Rule 78: 2287557151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 1142d1bc47, Class:  1, CF:0.999674, Len: 10, Fitness_tra: 0
Rule 80: bc77557bb7, Class:  0, CF:0.490123, Len: 10, Fitness_tra: 0
Rule 81: 1c11117124, Class:  1, CF:0.937117, Len: 10, Fitness_tra: -288
Rule 82: b217457727, Class:  1, CF:0.940294, Len: 10, Fitness_tra: 0
Rule 83: 147b312541, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 414bc1b447, Class:  1, CF:0.998116, Len: 10, Fitness_tra: 1
Rule 85: 777b167717, Class:  0, CF:0.864169, Len: 10, Fitness_tra: 0
Rule 86: 4cb12e7177, Class:  1, CF:0.972469, Len: 10, Fitness_tra: -3
Rule 87: 1442222174, Class:  1, CF:0.868126, Len: 10, Fitness_tra: -75
Rule 88: 2112d12852, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 112151b257, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 90: 182212b147, Class:  1, CF:0.844466, Len: 10, Fitness_tra: -77
Rule 91: 1cb1682b21, Class:  0, CF:0.682104, Len: 10, Fitness_tra: 0
Rule 92: ccb4152451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 14148f4112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 54b22644b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 4224191a7b, Class:  0, CF:0.267975, Len: 10, Fitness_tra: 898
Rule 96: cc77357c9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 242b854d31, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 4121164172, Class:  0, CF:0.879957, Len: 10, Fitness_tra: 6
Rule 99: b47cc32b8b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 4b5b114b42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:65.2755
------Result------
Miss_rate(tra)	:65.2755
Miss_rate(tst)	:47.1664
ARL				:9.88372

------Generation 4------
Rule  1: 4224191a7b, Class:  0, CF:0.267975, Len: 10, Fitness_tra: 1103
Rule  2: 2117851aa1, Class:  0, CF:0.297441, Len: 10, Fitness_tra: 706
Rule  3: 4b2151111b, Class:  1, CF:0.999364, Len: 10, Fitness_tra: 496
Rule  4: 73b1717bb1, Class:  1, CF:0.965401, Len: 10, Fitness_tra: 496
Rule  5: 1b11d87744, Class:  1, CF:0.999496, Len: 10, Fitness_tra: 372
Rule  6: 4221131511, Class:  1, CF:  1, Len: 10, Fitness_tra: 336
Rule  7: 16b1c8242b, Class:  1, CF:0.999928, Len: 10, Fitness_tra: 171
Rule  8: 4172c91244, Class:  1, CF:0.998778, Len: 10, Fitness_tra: 127
Rule  9: 4241112214, Class:  1, CF:0.992366, Len: 10, Fitness_tra: 168
Rule 10: 7441c31b44, Class:  1, CF:0.995773, Len: 10, Fitness_tra: 85
Rule 11: 42711db772, Class:  1, CF:0.990066, Len: 10, Fitness_tra: 164
Rule 12: b571157214, Class:  1, CF:0.995253, Len: 10, Fitness_tra: 21
Rule 13: 1514857112, Class:  0, CF:0.908067, Len: 10, Fitness_tra: 29
Rule 14: b271112246, Class:  1, CF:0.920275, Len: 10, Fitness_tra: 56
Rule 15: b12115427c, Class:  1, CF:0.99975, Len: 10, Fitness_tra: 16
Rule 16: 14222f4111, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 17: 22b11544b1, Class:  1, CF:0.988311, Len: 10, Fitness_tra: 8
Rule 18: bc71c9241b, Class:  1, CF:0.993997, Len: 10, Fitness_tra: 7
Rule 19: b17b46b171, Class:  0, CF:0.488723, Len: 10, Fitness_tra: 0
Rule 20: 224111421c, Class:  1, CF:0.997997, Len: 10, Fitness_tra: 8
Rule 21: 4121164172, Class:  0, CF:0.879957, Len: 10, Fitness_tra: 3
Rule 22: 1681111958, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 1b219e711d, Class:  1, CF:  1, Len: 10, Fitness_tra: 3
Rule 24: 112151b257, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 25: 414bc1b447, Class:  1, CF:0.998116, Len: 10, Fitness_tra: 1
Rule 26: 2bb42f77b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 27: 1c72597b72, Class:  0, CF:0.775031, Len: 10, Fitness_tra: 0
Rule 28: 211b152182, Class:  1, CF:0.999272, Len: 10, Fitness_tra: 0
Rule 29: 45444624bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: b1b21124b7, Class:  1, CF:0.950838, Len: 10, Fitness_tra: 0
Rule 31: 7177d571b7, Class:  1, CF:0.971486, Len: 10, Fitness_tra: 0
Rule 32: bc12262241, Class:  0, CF:0.996897, Len: 10, Fitness_tra: 0
Rule 33: 4b448124b4, Class:  1, CF:0.998057, Len: 10, Fitness_tra: 0
Rule 34: c1141e1e35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 19875dbee2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b47bc3bbb7, Class:  1, CF:0.944104, Len: 10, Fitness_tra: 0
Rule 37: cc449a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2171514224, Class:  1, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 39: 142459b222, Class:  1, CF:0.980915, Len: 10, Fitness_tra: -3
Rule 40: c8413fb59c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2842994224, Class:  1, CF:0.971393, Len: 10, Fitness_tra: 0
Rule 42: 4274412b14, Class:  1, CF:0.912969, Len: 10, Fitness_tra: 0
Rule 43: 4b2b114b42, Class:  1, CF:0.98829, Len: 10, Fitness_tra: 0
Rule 44: 7247137b27, Class:  1, CF:0.490207, Len: 10, Fitness_tra: 0
Rule 45: 2191c21f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 714729b477, Class:  1, CF:0.996272, Len: 10, Fitness_tra: 0
Rule 47: 2bb4c54177, Class:  1, CF:0.998039, Len: 10, Fitness_tra: 0
Rule 48: 1244132b4b, Class:  1, CF:0.388505, Len: 10, Fitness_tra: 0
Rule 49: b12451b221, Class:  1, CF:0.99901, Len: 10, Fitness_tra: 0
Rule 50: 2c22532154, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 442226b174, Class:  0, CF:0.668147, Len: 10, Fitness_tra: 0
Rule 52: 74bb11b242, Class:  1, CF:0.988349, Len: 10, Fitness_tra: 0
Rule 53: 472b1641b2, Class:  0, CF:0.791811, Len: 10, Fitness_tra: 0
Rule 54: b824c9227b, Class:  1, CF:0.977666, Len: 10, Fitness_tra: 0
Rule 55: 2d27557231, Class:  0, CF:0.85018, Len: 10, Fitness_tra: 0
Rule 56: b12b1e47bb, Class:  1, CF:0.951759, Len: 10, Fitness_tra: 0
Rule 57: 2111567714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4b7481b2b4, Class:  1, CF:0.998145, Len: 10, Fitness_tra: 0
Rule 59: 4c22857122, Class:  1, CF:0.992448, Len: 10, Fitness_tra: 0
Rule 60: 7184812312, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 7114d62414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1247134742, Class:  1, CF:0.719206, Len: 10, Fitness_tra: 0
Rule 63: 4b5b114b42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: b14b9a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 417bc1477b, Class:  1, CF:0.990096, Len: 10, Fitness_tra: 0
Rule 66: 14b7212bb4, Class:  1, CF:0.804174, Len: 10, Fitness_tra: -122
Rule 67: 22b7594b4b, Class:  1, CF:0.593399, Len: 10, Fitness_tra: 0
Rule 68: 2b72562224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 152b51751d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4114132218, Class:  1, CF:0.991663, Len: 10, Fitness_tra: 0
Rule 71: 242bc6444b, Class:  1, CF:0.996377, Len: 10, Fitness_tra: 0
Rule 72: 224713b777, Class:  1, CF:0.306437, Len: 10, Fitness_tra: 0
Rule 73: b2b2262414, Class:  0, CF:0.830111, Len: 10, Fitness_tra: 0
Rule 74: 2142452147, Class:  1, CF:0.993931, Len: 10, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 45b721477b, Class:  1, CF:0.77666, Len: 10, Fitness_tra: 0
Rule 77: 217251b412, Class:  1, CF:0.997574, Len: 10, Fitness_tra: 0
Rule 78: 2287557151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 1142d1bc47, Class:  1, CF:0.999674, Len: 10, Fitness_tra: 0
Rule 80: bc77557bb7, Class:  0, CF:0.490123, Len: 10, Fitness_tra: 0
Rule 81: 77111ab122, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule 82: 2824554242, Class:  1, CF:0.985186, Len: 10, Fitness_tra: 0
Rule 83: 4cb44d2b27, Class:  1, CF:0.901664, Len: 10, Fitness_tra: 0
Rule 84: 141413b211, Class:  1, CF:0.147766, Len: 10, Fitness_tra: -286
Rule 85: 1c17531157, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: 1cb7867151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 7744191b72, Class:  1, CF:0.988583, Len: 10, Fitness_tra: 56
Rule 88: 4771292427, Class:  1, CF:0.999946, Len: 10, Fitness_tra: 90
Rule 89: 1b24217474, Class:  1, CF:0.996617, Len: 10, Fitness_tra: 0
Rule 90: 1c14d51217, Class:  0, CF:0.108982, Len: 10, Fitness_tra: 27
Rule 91: 14225f4111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 28b135b5b0, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 93: 1781111944, Class:  1, CF:  1, Len: 10, Fitness_tra: 62
Rule 94: 12b7c3b725, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 422b114b14, Class:  1, CF:0.671392, Len: 10, Fitness_tra: -12
Rule 96: b2b4152456, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 472b1641b2, Class:  0, CF:0.791811, Len:  0, Fitness_tra: 0
Rule 98: 23b17678b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 712751b477, Class:  1, CF:0.998396, Len: 10, Fitness_tra: 0
Rule100: b512262201, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:62.8163
------Result------
Miss_rate(tra)	:62.8163
Miss_rate(tst)	:42.4132
ARL				:9.86207

------Generation 5------
Rule  1: 4224191a7b, Class:  0, CF:0.267975, Len: 10, Fitness_tra: 1103
Rule  2: 2117851aa1, Class:  0, CF:0.297441, Len: 10, Fitness_tra: 696
Rule  3: 4b2151111b, Class:  1, CF:0.999364, Len: 10, Fitness_tra: 350
Rule  4: 73b1717bb1, Class:  1, CF:0.965401, Len: 10, Fitness_tra: 236
Rule  5: 1b11d87744, Class:  1, CF:0.999496, Len: 10, Fitness_tra: 236
Rule  6: 4221131511, Class:  1, CF:  1, Len: 10, Fitness_tra: 317
Rule  7: 16b1c8242b, Class:  1, CF:0.999928, Len: 10, Fitness_tra: 101
Rule  8: 4241112214, Class:  1, CF:0.992366, Len: 10, Fitness_tra: 147
Rule  9: 42711db772, Class:  1, CF:0.990066, Len: 10, Fitness_tra: 125
Rule 10: 4172c91244, Class:  1, CF:0.998778, Len: 10, Fitness_tra: 115
Rule 11: 4771292427, Class:  1, CF:0.999946, Len: 10, Fitness_tra: 75
Rule 12: 7441c31b44, Class:  1, CF:0.995773, Len: 10, Fitness_tra: 77
Rule 13: 1781111944, Class:  1, CF:  1, Len: 10, Fitness_tra: 59
Rule 14: b271112246, Class:  1, CF:0.920275, Len: 10, Fitness_tra: 23
Rule 15: 7744191b72, Class:  1, CF:0.988583, Len: 10, Fitness_tra: 56
Rule 16: 1514857112, Class:  0, CF:0.908067, Len: 10, Fitness_tra: 28
Rule 17: 1c14d51217, Class:  0, CF:0.108982, Len: 10, Fitness_tra: 3
Rule 18: b571157214, Class:  1, CF:0.995253, Len: 10, Fitness_tra: 15
Rule 19: b12115427c, Class:  1, CF:0.99975, Len: 10, Fitness_tra: 6
Rule 20: 77111ab122, Class:  0, CF:  1, Len: 10, Fitness_tra: 32
Rule 21: 22b11544b1, Class:  1, CF:0.988311, Len: 10, Fitness_tra: 2
Rule 22: 224111421c, Class:  1, CF:0.997997, Len: 10, Fitness_tra: 8
Rule 23: bc71c9241b, Class:  1, CF:0.993997, Len: 10, Fitness_tra: 3
Rule 24: 4121164172, Class:  0, CF:0.879957, Len: 10, Fitness_tra: 3
Rule 25: 1b219e711d, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 26: 414bc1b447, Class:  1, CF:0.998116, Len: 10, Fitness_tra: 0
Rule 27: 2bb42f77b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 28: 112151b257, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
