------Generation 0------
Rule  1: 215b81b192, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 15: b241a1b474, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: 724bc87214, Class:  1, CF:0.996523, Len: 10, Fitness_tra: 1
Rule 17: 77bb5d742b, Class:  1, CF:0.998956, Len: 10, Fitness_tra: 0
Rule 18: 124b1124cb, Class:  1, CF:0.988885, Len: 10, Fitness_tra: 0
Rule 19: 71121a4141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 41d1c143ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 27b48e411b, Class:  1, CF:0.93628, Len: 10, Fitness_tra: 0
Rule 22: 444b8172b4, Class:  1, CF:0.991062, Len: 10, Fitness_tra: 0
Rule 23: 1724c872b7, Class:  1, CF:0.988021, Len: 10, Fitness_tra: 0
Rule 24: 7121161192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b244ff2214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 4812164884, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2b72297147, Class:  1, CF:0.99629, Len: 10, Fitness_tra: 0
Rule 28: 244411b4b1, Class:  1, CF:0.839305, Len: 10, Fitness_tra: 0
Rule 29: 241215b71b, Class:  1, CF:0.822658, Len: 10, Fitness_tra: -250
Rule 30: 45bbd62172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1777d3724b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 8ccb1e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 172bc62424, Class:  1, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 34: b322ddb44b, Class:  1, CF:0.999851, Len: 10, Fitness_tra: 0
Rule 35: 4b42164221, Class:  0, CF:0.603178, Len: 10, Fitness_tra: 0
Rule 36: 7bb286b471, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 21418371b2, Class:  1, CF:0.997999, Len: 10, Fitness_tra: 0
Rule 39: 72b4531274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 222b83b7bb, Class:  1, CF:0.99506, Len: 10, Fitness_tra: 0
Rule 41: 41212141d5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: cd8251b555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 22b7162b12, Class:  0, CF:0.835448, Len: 10, Fitness_tra: 0
Rule 44: 2421f34247, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 27772e27b7, Class:  1, CF:0.934123, Len: 10, Fitness_tra: 0
Rule 46: 71b22347b7, Class:  1, CF:0.902911, Len: 10, Fitness_tra: 0
Rule 47: 222111418d, Class:  1, CF:0.797399, Len: 10, Fitness_tra: 0
Rule 48: 782b514272, Class:  1, CF:0.987741, Len: 10, Fitness_tra: 0
Rule 49: 72b4192824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 4192c57119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4357554eed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11821d2581, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: b21c3a274b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 722811472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 12b1ca1b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 12bb831bbb, Class:  1, CF:0.977868, Len: 10, Fitness_tra: 0
Rule 57: 117b21227b, Class:  1, CF:0.980955, Len: 10, Fitness_tra: 0
Rule 58: 2242594274, Class:  1, CF:0.934668, Len: 10, Fitness_tra: 0
Rule 59: 4ed28126ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 714b2627b4, Class:  0, CF:0.218218, Len: 10, Fitness_tra: 0
Rule 61: b4142142b7, Class:  1, CF:0.968509, Len: 10, Fitness_tra: 0
Rule 62: b74b414b22, Class:  1, CF:0.985252, Len: 10, Fitness_tra: 0
Rule 63: 7272d174b7, Class:  1, CF:0.947341, Len: 10, Fitness_tra: 0
Rule 64: b822931171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7442154b42, Class:  1, CF:0.951614, Len: 10, Fitness_tra: 0
Rule 66: 2747817227, Class:  1, CF:0.999147, Len: 10, Fitness_tra: 0
Rule 67: 8c27d6b815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1314254e11, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 72248ab724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2221d37182, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 27771a2192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 72241ab142, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 160a13743d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 41321521f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 1471d3b4b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 413b1574f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 717b562222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 27741e7b42, Class:  1, CF:0.99436, Len: 10, Fitness_tra: 0
Rule 79: b324d54411, Class:  1, CF:0.989291, Len: 10, Fitness_tra: 0
Rule 80: 2274c94b14, Class:  1, CF:0.862008, Len: 10, Fitness_tra: 0
Rule 81: 221b832247, Class:  1, CF:0.99933, Len: 10, Fitness_tra: 0
Rule 82: 1271d11285, Class:  1, CF:  1, Len: 10, Fitness_tra: 11
Rule 83: 4c24197884, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 22474e7b42, Class:  1, CF:0.898178, Len: 10, Fitness_tra: 0
Rule 85: 41142db214, Class:  1, CF:0.986696, Len: 10, Fitness_tra: -795
Rule 86: 1624224124, Class:  1, CF:0.997183, Len: 10, Fitness_tra: -57
Rule 87: 1c12137542, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 41b4d11211, Class:  1, CF:0.990448, Len: 10, Fitness_tra: -179
Rule 89: 1217331112, Class:  0, CF:0.966902, Len: 10, Fitness_tra: 97
Rule 90: 71b2834411, Class:  1, CF:0.983701, Len: 10, Fitness_tra: 0
Rule 91: 4b42164221, Class:  0, CF:0.603178, Len:  0, Fitness_tra: 0
Rule 92: 2226217484, Class:  1, CF:0.999909, Len: 10, Fitness_tra: 79
Rule 93: 435700477d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 7444514441, Class:  1, CF:0.99328, Len: 10, Fitness_tra: 0
Rule 95: 7641494b70, Class:  1, CF:0.999606, Len:  9, Fitness_tra: 769
Rule 96: e7b15d142b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2412d5be1b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: bd74604724, Class:  0, CF:0.582199, Len:  9, Fitness_tra: 0
Rule 99: 724411b424, Class:  1, CF:0.996984, Len: 10, Fitness_tra: 0
Rule100: 7212297224, Class:  1, CF:0.960783, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:96.7851
------Result------
Miss_rate(tra)	:96.7851
Miss_rate(tst)	:94.5155
ARL				:9.725

------Generation 3------
Rule  1: 0600470000, Class:  1, CF:0.55716, Len:  3, Fitness_tra: 1083
Rule  2: 7127111221, Class:  1, CF:0.990559, Len: 10, Fitness_tra: -632
Rule  3: 4b71297774, Class:  1, CF:0.999707, Len: 10, Fitness_tra: 269
Rule  4: 41b18eb717, Class:  1, CF:0.997921, Len: 10, Fitness_tra: -204
Rule  5: 441181247b, Class:  1, CF:0.996433, Len: 10, Fitness_tra: 168
Rule  6: 72b12144b4, Class:  1, CF:0.985582, Len: 10, Fitness_tra: 136
Rule  7: 4cb1112241, Class:  1, CF:0.927844, Len: 10, Fitness_tra: 102
Rule  8: 7141194b72, Class:  1, CF:0.998259, Len: 10, Fitness_tra: 5
Rule  9: 4171192212, Class:  1, CF:0.999419, Len: 10, Fitness_tra: 28
Rule 10: 1c12297221, Class:  0, CF:0.0431016, Len: 10, Fitness_tra: 34
Rule 11: 11bbf12121, Class:  0, CF:  1, Len: 10, Fitness_tra: 119
Rule 12: 7721161142, Class:  0, CF:0.79238, Len: 10, Fitness_tra: 3
Rule 13: 41b1112b22, Class:  1, CF:0.978271, Len: 10, Fitness_tra: 11
Rule 14: 0704c072c7, Class:  1, CF:0.998266, Len:  7, Fitness_tra: 7
Rule 15: b241a1b474, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: 724bc87214, Class:  1, CF:0.996523, Len: 10, Fitness_tra: 1
Rule 17: 77bb5d742b, Class:  1, CF:0.998956, Len: 10, Fitness_tra: 0
Rule 18: 124b1124cb, Class:  1, CF:0.988885, Len: 10, Fitness_tra: 0
Rule 19: 71121a4141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 41d1c143ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 27b48e411b, Class:  1, CF:0.93628, Len: 10, Fitness_tra: 0
Rule 22: 444b8172b4, Class:  1, CF:0.991062, Len: 10, Fitness_tra: 0
Rule 23: 1724c872b7, Class:  1, CF:0.988021, Len: 10, Fitness_tra: 0
Rule 24: 7121161192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b244ff2214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 4812164884, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2b72297147, Class:  1, CF:0.99629, Len: 10, Fitness_tra: 0
Rule 28: 244411b4b1, Class:  1, CF:0.839305, Len: 10, Fitness_tra: 0
Rule 29: 241215b71b, Class:  1, CF:0.822658, Len: 10, Fitness_tra: -250
Rule 30: 45bbd62172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1777d3724b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 8ccb1e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 172bc62424, Class:  1, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 34: b322ddb44b, Class:  1, CF:0.999851, Len: 10, Fitness_tra: 0
Rule 35: 4b42164221, Class:  0, CF:0.603178, Len: 10, Fitness_tra: 0
Rule 36: 7bb286b471, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 21418371b2, Class:  1, CF:0.997999, Len: 10, Fitness_tra: 0
Rule 39: 72b4531274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 222b83b7bb, Class:  1, CF:0.99506, Len: 10, Fitness_tra: 0
Rule 41: 41212141d5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: cd8251b555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 22b7162b12, Class:  0, CF:0.835448, Len: 10, Fitness_tra: 0
Rule 44: 2421f34247, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 27772e27b7, Class:  1, CF:0.934123, Len: 10, Fitness_tra: 0
Rule 46: 71b22347b7, Class:  1, CF:0.902911, Len: 10, Fitness_tra: 0
Rule 47: 222111418d, Class:  1, CF:0.797399, Len: 10, Fitness_tra: 0
Rule 48: 782b514272, Class:  1, CF:0.987741, Len: 10, Fitness_tra: 0
Rule 49: 72b4192824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 4192c57119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4357554eed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11821d2581, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: b21c3a274b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 722811472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 12b1ca1b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 12bb831bbb, Class:  1, CF:0.977868, Len: 10, Fitness_tra: 0
Rule 57: 117b21227b, Class:  1, CF:0.980955, Len: 10, Fitness_tra: 0
Rule 58: 2242594274, Class:  1, CF:0.934668, Len: 10, Fitness_tra: 0
Rule 59: 4ed28126ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 714b2627b4, Class:  0, CF:0.218218, Len: 10, Fitness_tra: 0
Rule 61: b4142142b7, Class:  1, CF:0.968509, Len: 10, Fitness_tra: 0
Rule 62: b74b414b22, Class:  1, CF:0.985252, Len: 10, Fitness_tra: 0
Rule 63: 7272d174b7, Class:  1, CF:0.947341, Len: 10, Fitness_tra: 0
Rule 64: b822931171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7442154b42, Class:  1, CF:0.951614, Len: 10, Fitness_tra: 0
Rule 66: 2747817227, Class:  1, CF:0.999147, Len: 10, Fitness_tra: 0
Rule 67: 8c27d6b815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1314254e11, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 72248ab724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2221d37182, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 27771a2192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 72241ab142, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 160a13743d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 41321521f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 1471d3b4b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 413b1574f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 717b562222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 27741e7b42, Class:  1, CF:0.99436, Len: 10, Fitness_tra: 0
Rule 79: b324d54411, Class:  1, CF:0.989291, Len: 10, Fitness_tra: 0
Rule 80: 2274c94b14, Class:  1, CF:0.862008, Len: 10, Fitness_tra: 0
Rule 81: 221b832247, Class:  1, CF:0.99933, Len: 10, Fitness_tra: 0
Rule 82: 1271d11285, Class:  1, CF:  1, Len: 10, Fitness_tra: 11
Rule 83: 4c24197884, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 22474e7b42, Class:  1, CF:0.898178, Len: 10, Fitness_tra: 0
Rule 85: 41142db214, Class:  1, CF:0.986696, Len: 10, Fitness_tra: -795
Rule 86: 1624224124, Class:  1, CF:0.997183, Len: 10, Fitness_tra: -57
Rule 87: 1c12137542, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 41b4d11211, Class:  1, CF:0.990448, Len: 10, Fitness_tra: -179
Rule 89: 1217331112, Class:  0, CF:0.966902, Len: 10, Fitness_tra: 97
Rule 90: 71b2834411, Class:  1, CF:0.983701, Len: 10, Fitness_tra: 0
Rule 91: 4b42164221, Class:  0, CF:0.603178, Len:  0, Fitness_tra: 0
Rule 92: 2226217484, Class:  1, CF:0.999909, Len: 10, Fitness_tra: 79
Rule 93: 435700477d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 7444514441, Class:  1, CF:0.99328, Len: 10, Fitness_tra: 0
Rule 95: 7641494b70, Class:  1, CF:0.999606, Len:  9, Fitness_tra: 769
Rule 96: e7b15d142b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2412d5be1b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: bd74604724, Class:  0, CF:0.582199, Len:  9, Fitness_tra: 0
Rule 99: 724411b424, Class:  1, CF:0.996984, Len: 10, Fitness_tra: 0
Rule100: 7212297224, Class:  1, CF:0.960783, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:96.7851
------Result------
Miss_rate(tra)	:96.7851
Miss_rate(tst)	:94.5155
ARL				:9.725

------Generation 4------
Rule  1: 0600470000, Class:  1, CF:0.55716, Len:  3, Fitness_tra: 1083
Rule  2: 7641494b70, Class:  1, CF:0.999606, Len:  9, Fitness_tra: -1034
Rule  3: 4b71297774, Class:  1, CF:0.999707, Len: 10, Fitness_tra: 340
Rule  4: 441181247b, Class:  1, CF:0.996433, Len: 10, Fitness_tra: 169
Rule  5: 72b12144b4, Class:  1, CF:0.985582, Len: 10, Fitness_tra: 147
Rule  6: 11bbf12121, Class:  0, CF:  1, Len: 10, Fitness_tra: 243
Rule  7: 4cb1112241, Class:  1, CF:0.927844, Len: 10, Fitness_tra: 157
Rule  8: 1217331112, Class:  0, CF:0.966902, Len: 10, Fitness_tra: 96
Rule  9: 2226217484, Class:  1, CF:0.999909, Len: 10, Fitness_tra: 402
Rule 10: 1c12297221, Class:  0, CF:0.0431016, Len: 10, Fitness_tra: 39
Rule 11: 4171192212, Class:  1, CF:0.999419, Len: 10, Fitness_tra: 29
Rule 12: 41b1112b22, Class:  1, CF:0.978271, Len: 10, Fitness_tra: 17
Rule 13: 1271d11285, Class:  1, CF:  1, Len: 10, Fitness_tra: 10
Rule 14: 0704c072c7, Class:  1, CF:0.998266, Len:  7, Fitness_tra: 15
Rule 15: 7141194b72, Class:  1, CF:0.998259, Len: 10, Fitness_tra: 1
Rule 16: 7721161142, Class:  0, CF:0.79238, Len: 10, Fitness_tra: 3
Rule 17: 724bc87214, Class:  1, CF:0.996523, Len: 10, Fitness_tra: 14
Rule 18: 7212297224, Class:  1, CF:0.960783, Len: 10, Fitness_tra: -1
Rule 19: 71121a4141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 41d1c143ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 27b48e411b, Class:  1, CF:0.93628, Len: 10, Fitness_tra: -38
Rule 22: 444b8172b4, Class:  1, CF:0.991062, Len: 10, Fitness_tra: 0
Rule 23: 1724c872b7, Class:  1, CF:0.988021, Len: 10, Fitness_tra: -24
Rule 24: 7121161192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b244ff2214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 4812164884, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2b72297147, Class:  1, CF:0.99629, Len: 10, Fitness_tra: 0
Rule 28: 244411b4b1, Class:  1, CF:0.839305, Len: 10, Fitness_tra: -6
Rule 29: 724411b424, Class:  1, CF:0.996984, Len: 10, Fitness_tra: 59
Rule 30: 45bbd62172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1777d3724b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 8ccb1e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 172bc62424, Class:  1, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 34: b322ddb44b, Class:  1, CF:0.999851, Len: 10, Fitness_tra: 0
Rule 35: 4b42164221, Class:  0, CF:0.603178, Len: 10, Fitness_tra: 0
Rule 36: 7bb286b471, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 21418371b2, Class:  1, CF:0.997999, Len: 10, Fitness_tra: 0
Rule 39: 72b4531274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 222b83b7bb, Class:  1, CF:0.99506, Len: 10, Fitness_tra: 0
Rule 41: 41212141d5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: cd8251b555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 22b7162b12, Class:  0, CF:0.835448, Len: 10, Fitness_tra: 0
Rule 44: 2421f34247, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 27772e27b7, Class:  1, CF:0.934123, Len: 10, Fitness_tra: 0
Rule 46: 71b22347b7, Class:  1, CF:0.902911, Len: 10, Fitness_tra: 0
Rule 47: 222111418d, Class:  1, CF:0.797399, Len: 10, Fitness_tra: 0
Rule 48: 782b514272, Class:  1, CF:0.987741, Len: 10, Fitness_tra: 0
Rule 49: 72b4192824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 4192c57119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4357554eed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11821d2581, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: b21c3a274b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 722811472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 12b1ca1b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 12bb831bbb, Class:  1, CF:0.977868, Len: 10, Fitness_tra: 0
Rule 57: 117b21227b, Class:  1, CF:0.980955, Len: 10, Fitness_tra: -16
Rule 58: 2242594274, Class:  1, CF:0.934668, Len: 10, Fitness_tra: 0
Rule 59: 4ed28126ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 714b2627b4, Class:  0, CF:0.218218, Len: 10, Fitness_tra: 0
Rule 61: b4142142b7, Class:  1, CF:0.968509, Len: 10, Fitness_tra: -20
Rule 62: b74b414b22, Class:  1, CF:0.985252, Len: 10, Fitness_tra: 0
Rule 63: 7272d174b7, Class:  1, CF:0.947341, Len: 10, Fitness_tra: 0
Rule 64: b822931171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7442154b42, Class:  1, CF:0.951614, Len: 10, Fitness_tra: 0
Rule 66: 2747817227, Class:  1, CF:0.999147, Len: 10, Fitness_tra: 0
Rule 67: 8c27d6b815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1314254e11, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 72248ab724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2221d37182, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 27771a2192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 72241ab142, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 160a13743d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 41321521f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 1471d3b4b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 413b1574f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 717b562222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 27741e7b42, Class:  1, CF:0.99436, Len: 10, Fitness_tra: 0
Rule 79: b324d54411, Class:  1, CF:0.989291, Len: 10, Fitness_tra: -19
Rule 80: 2274c94b14, Class:  1, CF:0.862008, Len: 10, Fitness_tra: -3
Rule 81: 48c213b558, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 82: 47442eb424, Class:  1, CF:0.998265, Len: 10, Fitness_tra: 0
Rule 83: 4174131c87, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 1b275372b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 2d81d57d18, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: 281b2111b4, Class:  1, CF:0.0225116, Len: 10, Fitness_tra: -521
Rule 87: 2211137b24, Class:  1, CF:0.841508, Len: 10, Fitness_tra: 3
Rule 88: 165b2db33d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 7422c97b12, Class:  1, CF:0.952064, Len: 10, Fitness_tra: 0
Rule 90: 227411b724, Class:  1, CF:0.970207, Len: 10, Fitness_tra: 0
Rule 91: 7234234774, Class:  1, CF:0.950779, Len: 10, Fitness_tra: 0
Rule 92: 4cb2152249, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 441181247b, Class:  1, CF:0.996433, Len:  0, Fitness_tra: 0
Rule 94: 7a41493874, Class:  1, CF:  1, Len: 10, Fitness_tra: 171
Rule 95: 12e1294e14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: c24b577274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 724bc12226, Class:  1, CF:0.990427, Len: 10, Fitness_tra: 0
Rule 98: 4b41294771, Class:  1, CF:0.998291, Len: 10, Fitness_tra: -39
Rule 99: 1e8d13a542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 71422675b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:95.4378
------Result------
Miss_rate(tra)	:95.4378
Miss_rate(tst)	:91.9561
ARL				:9.72727

------Generation 5------
Rule  1: 0600470000, Class:  1, CF:0.55716, Len:  3, Fitness_tra: 1083
Rule  2: 7641494b70, Class:  1, CF:0.999606, Len:  9, Fitness_tra: -1034
Rule  3: 4b71297774, Class:  1, CF:0.999707, Len: 10, Fitness_tra: 340
Rule  4: 441181247b, Class:  1, CF:0.996433, Len: 10, Fitness_tra: 169
Rule  5: 72b12144b4, Class:  1, CF:0.985582, Len: 10, Fitness_tra: 147
Rule  6: 11bbf12121, Class:  0, CF:  1, Len: 10, Fitness_tra: 243
Rule  7: 4cb1112241, Class:  1, CF:0.927844, Len: 10, Fitness_tra: 157
Rule  8: 1217331112, Class:  0, CF:0.966902, Len: 10, Fitness_tra: 96
Rule  9: 2226217484, Class:  1, CF:0.999909, Len: 10, Fitness_tra: 402
Rule 10: 1c12297221, Class:  0, CF:0.0431016, Len: 10, Fitness_tra: 39
Rule 11: 4171192212, Class:  1, CF:0.999419, Len: 10, Fitness_tra: 29
Rule 12: 41b1112b22, Class:  1, CF:0.978271, Len: 10, Fitness_tra: 17
Rule 13: 1271d11285, Class:  1, CF:  1, Len: 10, Fitness_tra: 10
Rule 14: 0704c072c7, Class:  1, CF:0.998266, Len:  7, Fitness_tra: 15
Rule 15: 7141194b72, Class:  1, CF:0.998259, Len: 10, Fitness_tra: 1
Rule 16: 7721161142, Class:  0, CF:0.79238, Len: 10, Fitness_tra: 3
Rule 17: 724bc87214, Class:  1, CF:0.996523, Len: 10, Fitness_tra: 14
Rule 18: 7212297224, Class:  1, CF:0.960783, Len: 10, Fitness_tra: -1
Rule 19: 71121a4141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 41d1c143ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 27b48e411b, Class:  1, CF:0.93628, Len: 10, Fitness_tra: -38
Rule 22: 444b8172b4, Class:  1, CF:0.991062, Len: 10, Fitness_tra: 0
Rule 23: 1724c872b7, Class:  1, CF:0.988021, Len: 10, Fitness_tra: -24
Rule 24: 7121161192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b244ff2214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 4812164884, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2b72297147, Class:  1, CF:0.99629, Len: 10, Fitness_tra: 0
Rule 28: 244411b4b1, Class:  1, CF:0.839305, Len: 10, Fitness_tra: -6
Rule 29: 724411b424, Class:  1, CF:0.996984, Len: 10, Fitness_tra: 59
Rule 30: 45bbd62172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
