------Generation 0------
Rule  1: 5d612787b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 522211142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: c8351b221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0c0030000, Class:  1, CF:0.149164, Len:  2, Fitness_tra: 0
Rule 34: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 283552822, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 36: 2de852c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11215251b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 211212277, Class:  0, CF:0.898598, Len:  9, Fitness_tra: 0
Rule 41: 21e814828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 853281124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1511521b7, Class:  0, CF:0.967774, Len:  9, Fitness_tra: 0
Rule 44: 21e554224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5112d41b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 151152142, Class:  0, CF:0.996343, Len:  9, Fitness_tra: 0
Rule 47: 25e8828b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: c5e817cb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 556281172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: c898d7822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 22e192112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1534111b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 55: 159591144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1835d1c2b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 58: c16251c71, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 59: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 181197121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 25e82b514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 23b1141d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5111548b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 25e554c71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28e151121, Class:  1, CF:0.796111, Len:  9, Fitness_tra: 0
Rule 71: 0d5000000, Class:  1, CF:0.0766494, Len:  2, Fitness_tra: 0
Rule 72: 12e282143, Class:  0, CF:0.566545, Len:  9, Fitness_tra: 0
Rule 73: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11629b217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c5ec57127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 5d1124cb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 853191cb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 423534222, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 80: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000400000, Class:  0, CF:0.0628194, Len:  1, Fitness_tra: -2
Rule 82: 8832d18b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2d1c14111, Class:  0, CF:0.975289, Len:  9, Fitness_tra: 0
Rule 84: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000020000, Class:  0, CF:0.0498929, Len:  1, Fitness_tra: 0
Rule 88: c211178bc, Class:  0, CF:0.998708, Len:  9, Fitness_tra: 0
Rule 89: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 111124248, Class:  0, CF:0.986211, Len:  9, Fitness_tra: 0
Rule 91: 259554244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000b540, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 040900600, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 94: 053411003, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 95: 21e881c48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 050000003, Class:  0, CF:0.76597, Len:  2, Fitness_tra: 12
Rule 97: 81e81b2b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 223532722, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 99: 100000c00, Class:  1, CF:0.0578019, Len:  2, Fitness_tra: 0
Rule100: 0010010b1, Class:  0, CF:0.932831, Len:  4, Fitness_tra: 12
------Current------
Miss_rate(tra)	:38.1356
------Result------
Miss_rate(tra)	:38.1356
Miss_rate(tst)	:31.8182
ARL				:4.54098

------Generation 3------
Rule  1: 009000000, Class:  1, CF:0.194614, Len:  1, Fitness_tra: 22
Rule  2: 000500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule  3: 000000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule  4: 00000000c, Class:  1, CF:0.415628, Len:  1, Fitness_tra: 10
Rule  5: 000700000, Class:  1, CF:0.068045, Len:  1, Fitness_tra: 10
Rule  6: 000080000, Class:  0, CF:0.150268, Len:  1, Fitness_tra: -4
Rule  7: 000000d04, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule  8: 0d040000b, Class:  0, CF:0.431739, Len:  3, Fitness_tra: 0
Rule  9: 41b111212, Class:  0, CF:  1, Len:  9, Fitness_tra: 1
Rule 10: 5d612787b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 81183212c, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: 851124841, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 13: 223832112, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: c51151172, Class:  0, CF:0.971483, Len:  9, Fitness_tra: 0
Rule 15: 85151b522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 151152147, Class:  0, CF:0.967774, Len:  9, Fitness_tra: 0
Rule 17: 12115721b, Class:  0, CF:0.915923, Len:  9, Fitness_tra: 0
Rule 18: 11e257c12, Class:  0, CF:0.722532, Len:  9, Fitness_tra: 0
Rule 19: 81e511572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: c8e21b544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 85e2821b4, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 23: 111112111, Class:  0, CF:0.193612, Len:  9, Fitness_tra: 0
Rule 24: 219c11241, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 25: 216197c2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 81e81b2b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 113c948b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 421897c44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1de154127, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 31: 522211142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: c8351b221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0c0030000, Class:  1, CF:0.149164, Len:  2, Fitness_tra: 0
Rule 34: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 283552822, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 36: 2de852c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11215251b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 211212277, Class:  0, CF:0.898598, Len:  9, Fitness_tra: 0
Rule 41: 21e814828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 853281124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1511521b7, Class:  0, CF:0.967774, Len:  9, Fitness_tra: 0
Rule 44: 21e554224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5112d41b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 151152142, Class:  0, CF:0.996343, Len:  9, Fitness_tra: 0
Rule 47: 25e8828b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: c5e817cb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 556281172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: c898d7822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 22e192112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1534111b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 55: 159591144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1835d1c2b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 58: c16251c71, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 59: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 181197121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 25e82b514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 23b1141d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5111548b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 25e554c71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28e151121, Class:  1, CF:0.796111, Len:  9, Fitness_tra: 0
Rule 71: 0d5000000, Class:  1, CF:0.0766494, Len:  2, Fitness_tra: 0
Rule 72: 12e282143, Class:  0, CF:0.566545, Len:  9, Fitness_tra: 0
Rule 73: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11629b217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c5ec57127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 5d1124cb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 853191cb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 423534222, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 80: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000400000, Class:  0, CF:0.0628194, Len:  1, Fitness_tra: -2
Rule 82: 8832d18b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2d1c14111, Class:  0, CF:0.975289, Len:  9, Fitness_tra: 0
Rule 84: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000020000, Class:  0, CF:0.0498929, Len:  1, Fitness_tra: 0
Rule 88: c211178bc, Class:  0, CF:0.998708, Len:  9, Fitness_tra: 0
Rule 89: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 111124248, Class:  0, CF:0.986211, Len:  9, Fitness_tra: 0
Rule 91: 259554244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000b540, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 040900600, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 94: 053411003, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 95: 21e881c48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 050000003, Class:  0, CF:0.76597, Len:  2, Fitness_tra: 12
Rule 97: 81e81b2b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 223532722, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 99: 100000c00, Class:  1, CF:0.0578019, Len:  2, Fitness_tra: 0
Rule100: 0010010b1, Class:  0, CF:0.932831, Len:  4, Fitness_tra: 12
------Current------
Miss_rate(tra)	:38.1356
------Result------
Miss_rate(tra)	:38.1356
Miss_rate(tst)	:31.8182
ARL				:4.54098

------Generation 4------
Rule  1: 009000000, Class:  1, CF:0.194614, Len:  1, Fitness_tra: 22
Rule  2: 000500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule  3: 000000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule  4: 00000000c, Class:  1, CF:0.415628, Len:  1, Fitness_tra: 10
Rule  5: 000700000, Class:  1, CF:0.068045, Len:  1, Fitness_tra: 10
Rule  6: 000080000, Class:  0, CF:0.150268, Len:  1, Fitness_tra: -4
Rule  7: 000000d04, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule  8: 0d040000b, Class:  0, CF:0.431739, Len:  3, Fitness_tra: 0
Rule  9: 41b111212, Class:  0, CF:  1, Len:  9, Fitness_tra: 1
Rule 10: 5d612787b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 81183212c, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: 851124841, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 13: 223832112, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: c51151172, Class:  0, CF:0.971483, Len:  9, Fitness_tra: 0
Rule 15: 85151b522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 151152147, Class:  0, CF:0.967774, Len:  9, Fitness_tra: 0
Rule 17: 12115721b, Class:  0, CF:0.915923, Len:  9, Fitness_tra: 0
Rule 18: 11e257c12, Class:  0, CF:0.722532, Len:  9, Fitness_tra: 0
Rule 19: 81e511572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: c8e21b544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 85e2821b4, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 23: 111112111, Class:  0, CF:0.193612, Len:  9, Fitness_tra: 0
Rule 24: 219c11241, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 25: 216197c2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 81e81b2b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 113c948b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 421897c44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1de154127, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 31: 522211142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: c8351b221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0c0030000, Class:  1, CF:0.149164, Len:  2, Fitness_tra: 0
Rule 34: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 283552822, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 36: 2de852c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11215251b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 211212277, Class:  0, CF:0.898598, Len:  9, Fitness_tra: 0
Rule 41: 21e814828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 853281124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1511521b7, Class:  0, CF:0.967774, Len:  9, Fitness_tra: 0
Rule 44: 21e554224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5112d41b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 151152142, Class:  0, CF:0.996343, Len:  9, Fitness_tra: 0
Rule 47: 25e8828b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: c5e817cb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 556281172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: c898d7822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 22e192112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1534111b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 55: 159591144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1835d1c2b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 58: c16251c71, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 59: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 181197121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 25e82b514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 23b1141d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5111548b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 25e554c71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28e151121, Class:  1, CF:0.796111, Len:  9, Fitness_tra: 0
Rule 71: 0d5000000, Class:  1, CF:0.0766494, Len:  2, Fitness_tra: 0
Rule 72: 12e282143, Class:  0, CF:0.566545, Len:  9, Fitness_tra: 0
Rule 73: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11629b217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c5ec57127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 5d1124cb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 853191cb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 423534222, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 80: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000400000, Class:  0, CF:0.0628194, Len:  1, Fitness_tra: -2
Rule 82: 8832d18b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2d1c14111, Class:  0, CF:0.975289, Len:  9, Fitness_tra: 0
Rule 84: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000020000, Class:  0, CF:0.0498929, Len:  1, Fitness_tra: 0
Rule 88: c211178bc, Class:  0, CF:0.998708, Len:  9, Fitness_tra: 0
Rule 89: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 111124248, Class:  0, CF:0.986211, Len:  9, Fitness_tra: 0
Rule 91: 259554244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000b540, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 040900600, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 94: 053411003, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 95: 21e881c48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 050000003, Class:  0, CF:0.76597, Len:  2, Fitness_tra: 12
Rule 97: 81e81b2b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 223532722, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 99: 100000c00, Class:  1, CF:0.0578019, Len:  2, Fitness_tra: 0
Rule100: 0010010b1, Class:  0, CF:0.932831, Len:  4, Fitness_tra: 12
------Current------
Miss_rate(tra)	:38.1356
------Result------
Miss_rate(tra)	:38.1356
Miss_rate(tst)	:31.8182
ARL				:4.54098

------Generation 5------
Rule  1: 009000000, Class:  1, CF:0.194614, Len:  1, Fitness_tra: 22
Rule  2: 000500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule  3: 000000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule  4: 00000000c, Class:  1, CF:0.415628, Len:  1, Fitness_tra: 10
Rule  5: 000700000, Class:  1, CF:0.068045, Len:  1, Fitness_tra: 10
Rule  6: 000080000, Class:  0, CF:0.150268, Len:  1, Fitness_tra: -4
Rule  7: 000000d04, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule  8: 0d040000b, Class:  0, CF:0.431739, Len:  3, Fitness_tra: 0
Rule  9: 41b111212, Class:  0, CF:  1, Len:  9, Fitness_tra: 1
Rule 10: 5d612787b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 81183212c, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: 851124841, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 13: 223832112, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: c51151172, Class:  0, CF:0.971483, Len:  9, Fitness_tra: 0
Rule 15: 85151b522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 151152147, Class:  0, CF:0.967774, Len:  9, Fitness_tra: 0
Rule 17: 12115721b, Class:  0, CF:0.915923, Len:  9, Fitness_tra: 0
Rule 18: 11e257c12, Class:  0, CF:0.722532, Len:  9, Fitness_tra: 0
Rule 19: 81e511572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: c8e21b544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 85e2821b4, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 23: 111112111, Class:  0, CF:0.193612, Len:  9, Fitness_tra: 0
Rule 24: 219c11241, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 25: 216197c2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 81e81b2b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 113c948b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 421897c44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1de154127, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 31: 522211142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: c8351b221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0c0030000, Class:  1, CF:0.149164, Len:  2, Fitness_tra: 0
Rule 34: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 283552822, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 36: 2de852c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11215251b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 211212277, Class:  0, CF:0.898598, Len:  9, Fitness_tra: 0
Rule 41: 21e814828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 853281124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1511521b7, Class:  0, CF:0.967774, Len:  9, Fitness_tra: 0
Rule 44: 21e554224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5112d41b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 151152142, Class:  0, CF:0.996343, Len:  9, Fitness_tra: 0
Rule 47: 25e8828b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: c5e817cb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 556281172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: c898d7822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 22e192112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1534111b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 55: 159591144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1835d1c2b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 58: c16251c71, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 59: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
