------Generation 0------
Rule  1: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 14: 712119b718, Class:  2, CF:0.985551, Len: 10, Fitness_tra: 9
Rule 15: 1bb2fa1b17, Class:  4, CF:0.998511, Len: 10, Fitness_tra: 6
Rule 16: 24b14d7bbb, Class:  2, CF:0.764875, Len: 10, Fitness_tra: 31
Rule 17: 14b116b447, Class:  4, CF:0.999768, Len: 10, Fitness_tra: 0
Rule 18: 7747261b22, Class:  4, CF:0.999677, Len: 10, Fitness_tra: 0
Rule 19: 712b13bb41, Class:  4, CF:0.993562, Len: 10, Fitness_tra: 0
Rule 20: 2c1119424b, Class:  2, CF:0.975975, Len: 10, Fitness_tra: 0
Rule 21: 1c14132118, Class:  4, CF:0.991742, Len: 10, Fitness_tra: 0
Rule 22: 244111b477, Class:  2, CF:0.0654225, Len: 10, Fitness_tra: 1
Rule 23: 772b314141, Class:  4, CF:0.841988, Len: 10, Fitness_tra: 0
Rule 24: 2b41137b7b, Class:  4, CF:0.978966, Len: 10, Fitness_tra: 0
Rule 25: 2114c5b45c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 22125e21b2, Class:  1, CF:0.938991, Len: 10, Fitness_tra: 1
Rule 27: 4471594472, Class:  2, CF:0.997524, Len: 10, Fitness_tra: 5
Rule 28: 72b2152b21, Class:  1, CF:0.613619, Len: 10, Fitness_tra: 1
Rule 29: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 30: 44775921b4, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2227a97742, Class:  4, CF:0.986054, Len: 10, Fitness_tra: 0
Rule 32: 22bb59bb47, Class:  1, CF:0.602962, Len: 10, Fitness_tra: 0
Rule 33: 28cb91b554, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 214781747b, Class:  2, CF:0.994615, Len: 10, Fitness_tra: 0
Rule 35: 1442114144, Class:  4, CF:0.199157, Len: 10, Fitness_tra: 0
Rule 36: 2678827212, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b2745fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7944167277, Class:  4, CF:0.999989, Len: 10, Fitness_tra: 0
Rule 39: 2b12164427, Class:  4, CF:0.999256, Len: 10, Fitness_tra: 0
Rule 40: 7221e1b141, Class:  2, CF:0.896821, Len: 10, Fitness_tra: -1
Rule 41: b174114771, Class:  4, CF:0.355582, Len: 10, Fitness_tra: 0
Rule 42: 231d5d2144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7412f6b421, Class:  4, CF:0.992652, Len: 10, Fitness_tra: 0
Rule 44: 487221bbb4, Class:  4, CF:0.790847, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 72b483222b, Class:  2, CF:0.995885, Len: 10, Fitness_tra: 0
Rule 47: 2122514188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b14223744b, Class:  4, CF:0.189966, Len: 10, Fitness_tra: 0
Rule 50: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7a2211b772, Class:  4, CF:0.286518, Len: 10, Fitness_tra: 0
Rule 54: 1212561b77, Class:  3, CF:0.440385, Len: 10, Fitness_tra: 0
Rule 55: b1241e28c7, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: b41b714b22, Class:  4, CF:0.286349, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1174617424, Class:  4, CF:0.884037, Len: 10, Fitness_tra: 0
Rule 59: 4b27a12147, Class:  4, CF:0.99985, Len: 10, Fitness_tra: 0
Rule 60: 272bf1b212, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 0
Rule 61: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 62: 2214834447, Class:  2, CF:0.992167, Len: 10, Fitness_tra: 0
Rule 63: 4444834171, Class:  2, CF:0.719961, Len: 10, Fitness_tra: 0
Rule 64: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 414741b1b7, Class:  2, CF:0.160567, Len: 10, Fitness_tra: 0
Rule 67: 4b2bf142b2, Class:  4, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 68: 22143fbe38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 44129e7bb4, Class:  1, CF:0.412987, Len: 10, Fitness_tra: 0
Rule 70: 777213b7b1, Class:  4, CF:0.988712, Len: 10, Fitness_tra: 0
Rule 71: 717451b2bb, Class:  2, CF:0.979297, Len: 10, Fitness_tra: 0
Rule 72: bb14662124, Class:  4, CF:0.998733, Len: 10, Fitness_tra: 0
Rule 73: 4abdd31747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2472152144, Class:  2, CF:0.798858, Len: 10, Fitness_tra: 0
Rule 76: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: bbb24e74b4, Class:  2, CF:0.99718, Len: 10, Fitness_tra: 0
Rule 79: 274b61b1b2, Class:  4, CF:0.99837, Len: 10, Fitness_tra: 0
Rule 80: 47711142b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 22112177bb, Class:  2, CF:0.429655, Len: 10, Fitness_tra: 4
Rule 82: 472486bb4b, Class:  4, CF:0.973126, Len: 10, Fitness_tra: 0
Rule 83: 1121114221, Class:  2, CF:0.726317, Len: 10, Fitness_tra: 471
Rule 84: 714255b2b1, Class:  2, CF:0.80834, Len: 10, Fitness_tra: -15
Rule 85: 7a45d342b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 7712ff4b71, Class:  4, CF:0.988633, Len: 10, Fitness_tra: 0
Rule 87: 2744f14217, Class:  4, CF:0.999115, Len: 10, Fitness_tra: 0
Rule 88: 42413a1b4b, Class:  4, CF:0.999959, Len: 10, Fitness_tra: 191
Rule 89: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 411411b171, Class:  4, CF:0.199421, Len: 10, Fitness_tra: -2300
Rule 91: 14b19d21b1, Class:  1, CF:0.0717659, Len: 10, Fitness_tra: 58
Rule 92: 117b5921c1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 184159bb43, Class:  1, CF:0.746066, Len: 10, Fitness_tra: 128
Rule 94: 712b13bb4b, Class:  4, CF:0.995882, Len: 10, Fitness_tra: 0
Rule 95: 144116b077, Class:  4, CF:0.999492, Len:  9, Fitness_tra: 34
Rule 96: 4421822212, Class:  2, CF:0.998583, Len: 10, Fitness_tra: 18
Rule 97: 0000261b22, Class:  4, CF:0.999314, Len:  6, Fitness_tra: 234
Rule 98: 4527111218, Class:  4, CF:0.0238358, Len: 10, Fitness_tra: 0
Rule 99: 4b2cc51442, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 42755f4d7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:99.3284
------Result------
Miss_rate(tra)	:99.3284
Miss_rate(tst)	:96.6179
ARL				:9.9375

------Generation 3------
Rule  1: 77bb611171, Class:  4, CF:0.970362, Len: 10, Fitness_tra: 258
Rule  2: 4171b11417, Class:  2, CF:0.0495791, Len: 10, Fitness_tra: 542
Rule  3: b1211d7b71, Class:  2, CF:0.870333, Len: 10, Fitness_tra: 779
Rule  4: 1c1285b17b, Class:  1, CF:0.299146, Len: 10, Fitness_tra: 212
Rule  5: 4527111214, Class:  2, CF:0.134727, Len: 10, Fitness_tra: 76
Rule  6: b1b11e2444, Class:  2, CF:0.999445, Len: 10, Fitness_tra: 275
Rule  7: 4417611127, Class:  4, CF:0.90025, Len: 10, Fitness_tra: -195
Rule  8: 2147c51442, Class:  2, CF:0.99632, Len: 10, Fitness_tra: 10
Rule  9: b171e1117b, Class:  2, CF:0.995781, Len: 10, Fitness_tra: 191
Rule 10: 115b1211c1, Class:  4, CF:0.928928, Len: 10, Fitness_tra: 23
Rule 11: 4221112217, Class:  2, CF:0.267755, Len: 10, Fitness_tra: 2
Rule 12: 15c1811d31, Class:  2, CF:  1, Len: 10, Fitness_tra: 15
Rule 13: b111bd2b24, Class:  2, CF:0.586294, Len: 10, Fitness_tra: 16
Rule 14: 712119b718, Class:  2, CF:0.985551, Len: 10, Fitness_tra: 9
Rule 15: 1bb2fa1b17, Class:  4, CF:0.998511, Len: 10, Fitness_tra: 6
Rule 16: 24b14d7bbb, Class:  2, CF:0.764875, Len: 10, Fitness_tra: 31
Rule 17: 14b116b447, Class:  4, CF:0.999768, Len: 10, Fitness_tra: 0
Rule 18: 7747261b22, Class:  4, CF:0.999677, Len: 10, Fitness_tra: 0
Rule 19: 712b13bb41, Class:  4, CF:0.993562, Len: 10, Fitness_tra: 0
Rule 20: 2c1119424b, Class:  2, CF:0.975975, Len: 10, Fitness_tra: 0
Rule 21: 1c14132118, Class:  4, CF:0.991742, Len: 10, Fitness_tra: 0
Rule 22: 244111b477, Class:  2, CF:0.0654225, Len: 10, Fitness_tra: 1
Rule 23: 772b314141, Class:  4, CF:0.841988, Len: 10, Fitness_tra: 0
Rule 24: 2b41137b7b, Class:  4, CF:0.978966, Len: 10, Fitness_tra: 0
Rule 25: 2114c5b45c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 22125e21b2, Class:  1, CF:0.938991, Len: 10, Fitness_tra: 1
Rule 27: 4471594472, Class:  2, CF:0.997524, Len: 10, Fitness_tra: 5
Rule 28: 72b2152b21, Class:  1, CF:0.613619, Len: 10, Fitness_tra: 1
Rule 29: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 30: 44775921b4, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2227a97742, Class:  4, CF:0.986054, Len: 10, Fitness_tra: 0
Rule 32: 22bb59bb47, Class:  1, CF:0.602962, Len: 10, Fitness_tra: 0
Rule 33: 28cb91b554, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 214781747b, Class:  2, CF:0.994615, Len: 10, Fitness_tra: 0
Rule 35: 1442114144, Class:  4, CF:0.199157, Len: 10, Fitness_tra: 0
Rule 36: 2678827212, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b2745fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7944167277, Class:  4, CF:0.999989, Len: 10, Fitness_tra: 0
Rule 39: 2b12164427, Class:  4, CF:0.999256, Len: 10, Fitness_tra: 0
Rule 40: 7221e1b141, Class:  2, CF:0.896821, Len: 10, Fitness_tra: -1
Rule 41: b174114771, Class:  4, CF:0.355582, Len: 10, Fitness_tra: 0
Rule 42: 231d5d2144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7412f6b421, Class:  4, CF:0.992652, Len: 10, Fitness_tra: 0
Rule 44: 487221bbb4, Class:  4, CF:0.790847, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 72b483222b, Class:  2, CF:0.995885, Len: 10, Fitness_tra: 0
Rule 47: 2122514188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b14223744b, Class:  4, CF:0.189966, Len: 10, Fitness_tra: 0
Rule 50: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7a2211b772, Class:  4, CF:0.286518, Len: 10, Fitness_tra: 0
Rule 54: 1212561b77, Class:  3, CF:0.440385, Len: 10, Fitness_tra: 0
Rule 55: b1241e28c7, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: b41b714b22, Class:  4, CF:0.286349, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1174617424, Class:  4, CF:0.884037, Len: 10, Fitness_tra: 0
Rule 59: 4b27a12147, Class:  4, CF:0.99985, Len: 10, Fitness_tra: 0
Rule 60: 272bf1b212, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 0
Rule 61: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 62: 2214834447, Class:  2, CF:0.992167, Len: 10, Fitness_tra: 0
Rule 63: 4444834171, Class:  2, CF:0.719961, Len: 10, Fitness_tra: 0
Rule 64: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 414741b1b7, Class:  2, CF:0.160567, Len: 10, Fitness_tra: 0
Rule 67: 4b2bf142b2, Class:  4, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 68: 22143fbe38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 44129e7bb4, Class:  1, CF:0.412987, Len: 10, Fitness_tra: 0
Rule 70: 777213b7b1, Class:  4, CF:0.988712, Len: 10, Fitness_tra: 0
Rule 71: 717451b2bb, Class:  2, CF:0.979297, Len: 10, Fitness_tra: 0
Rule 72: bb14662124, Class:  4, CF:0.998733, Len: 10, Fitness_tra: 0
Rule 73: 4abdd31747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2472152144, Class:  2, CF:0.798858, Len: 10, Fitness_tra: 0
Rule 76: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: bbb24e74b4, Class:  2, CF:0.99718, Len: 10, Fitness_tra: 0
Rule 79: 274b61b1b2, Class:  4, CF:0.99837, Len: 10, Fitness_tra: 0
Rule 80: 47711142b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 22112177bb, Class:  2, CF:0.429655, Len: 10, Fitness_tra: 4
Rule 82: 472486bb4b, Class:  4, CF:0.973126, Len: 10, Fitness_tra: 0
Rule 83: 1121114221, Class:  2, CF:0.726317, Len: 10, Fitness_tra: 471
Rule 84: 714255b2b1, Class:  2, CF:0.80834, Len: 10, Fitness_tra: -15
Rule 85: 7a45d342b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 7712ff4b71, Class:  4, CF:0.988633, Len: 10, Fitness_tra: 0
Rule 87: 2744f14217, Class:  4, CF:0.999115, Len: 10, Fitness_tra: 0
Rule 88: 42413a1b4b, Class:  4, CF:0.999959, Len: 10, Fitness_tra: 191
Rule 89: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 411411b171, Class:  4, CF:0.199421, Len: 10, Fitness_tra: -2300
Rule 91: 14b19d21b1, Class:  1, CF:0.0717659, Len: 10, Fitness_tra: 58
Rule 92: 117b5921c1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 184159bb43, Class:  1, CF:0.746066, Len: 10, Fitness_tra: 128
Rule 94: 712b13bb4b, Class:  4, CF:0.995882, Len: 10, Fitness_tra: 0
Rule 95: 144116b077, Class:  4, CF:0.999492, Len:  9, Fitness_tra: 34
Rule 96: 4421822212, Class:  2, CF:0.998583, Len: 10, Fitness_tra: 18
Rule 97: 0000261b22, Class:  4, CF:0.999314, Len:  6, Fitness_tra: 234
Rule 98: 4527111218, Class:  4, CF:0.0238358, Len: 10, Fitness_tra: 0
Rule 99: 4b2cc51442, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 42755f4d7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:99.3284
------Result------
Miss_rate(tra)	:99.3284
Miss_rate(tst)	:96.6179
ARL				:9.9375

------Generation 4------
Rule  1: 77bb611171, Class:  4, CF:0.970362, Len: 10, Fitness_tra: 258
Rule  2: 4171b11417, Class:  2, CF:0.0495791, Len: 10, Fitness_tra: 542
Rule  3: b1211d7b71, Class:  2, CF:0.870333, Len: 10, Fitness_tra: 779
Rule  4: 1c1285b17b, Class:  1, CF:0.299146, Len: 10, Fitness_tra: 212
Rule  5: 4527111214, Class:  2, CF:0.134727, Len: 10, Fitness_tra: 76
Rule  6: b1b11e2444, Class:  2, CF:0.999445, Len: 10, Fitness_tra: 275
Rule  7: 4417611127, Class:  4, CF:0.90025, Len: 10, Fitness_tra: -195
Rule  8: 2147c51442, Class:  2, CF:0.99632, Len: 10, Fitness_tra: 10
Rule  9: b171e1117b, Class:  2, CF:0.995781, Len: 10, Fitness_tra: 191
Rule 10: 115b1211c1, Class:  4, CF:0.928928, Len: 10, Fitness_tra: 23
Rule 11: 4221112217, Class:  2, CF:0.267755, Len: 10, Fitness_tra: 2
Rule 12: 15c1811d31, Class:  2, CF:  1, Len: 10, Fitness_tra: 15
Rule 13: b111bd2b24, Class:  2, CF:0.586294, Len: 10, Fitness_tra: 16
Rule 14: 712119b718, Class:  2, CF:0.985551, Len: 10, Fitness_tra: 9
Rule 15: 1bb2fa1b17, Class:  4, CF:0.998511, Len: 10, Fitness_tra: 6
Rule 16: 24b14d7bbb, Class:  2, CF:0.764875, Len: 10, Fitness_tra: 31
Rule 17: 14b116b447, Class:  4, CF:0.999768, Len: 10, Fitness_tra: 0
Rule 18: 7747261b22, Class:  4, CF:0.999677, Len: 10, Fitness_tra: 0
Rule 19: 712b13bb41, Class:  4, CF:0.993562, Len: 10, Fitness_tra: 0
Rule 20: 2c1119424b, Class:  2, CF:0.975975, Len: 10, Fitness_tra: 0
Rule 21: 1c14132118, Class:  4, CF:0.991742, Len: 10, Fitness_tra: 0
Rule 22: 244111b477, Class:  2, CF:0.0654225, Len: 10, Fitness_tra: 1
Rule 23: 772b314141, Class:  4, CF:0.841988, Len: 10, Fitness_tra: 0
Rule 24: 2b41137b7b, Class:  4, CF:0.978966, Len: 10, Fitness_tra: 0
Rule 25: 2114c5b45c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 22125e21b2, Class:  1, CF:0.938991, Len: 10, Fitness_tra: 1
Rule 27: 4471594472, Class:  2, CF:0.997524, Len: 10, Fitness_tra: 5
Rule 28: 72b2152b21, Class:  1, CF:0.613619, Len: 10, Fitness_tra: 1
Rule 29: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 30: 44775921b4, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2227a97742, Class:  4, CF:0.986054, Len: 10, Fitness_tra: 0
Rule 32: 22bb59bb47, Class:  1, CF:0.602962, Len: 10, Fitness_tra: 0
Rule 33: 28cb91b554, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 214781747b, Class:  2, CF:0.994615, Len: 10, Fitness_tra: 0
Rule 35: 1442114144, Class:  4, CF:0.199157, Len: 10, Fitness_tra: 0
Rule 36: 2678827212, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b2745fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7944167277, Class:  4, CF:0.999989, Len: 10, Fitness_tra: 0
Rule 39: 2b12164427, Class:  4, CF:0.999256, Len: 10, Fitness_tra: 0
Rule 40: 7221e1b141, Class:  2, CF:0.896821, Len: 10, Fitness_tra: -1
Rule 41: b174114771, Class:  4, CF:0.355582, Len: 10, Fitness_tra: 0
Rule 42: 231d5d2144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7412f6b421, Class:  4, CF:0.992652, Len: 10, Fitness_tra: 0
Rule 44: 487221bbb4, Class:  4, CF:0.790847, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 72b483222b, Class:  2, CF:0.995885, Len: 10, Fitness_tra: 0
Rule 47: 2122514188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b14223744b, Class:  4, CF:0.189966, Len: 10, Fitness_tra: 0
Rule 50: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7a2211b772, Class:  4, CF:0.286518, Len: 10, Fitness_tra: 0
Rule 54: 1212561b77, Class:  3, CF:0.440385, Len: 10, Fitness_tra: 0
Rule 55: b1241e28c7, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: b41b714b22, Class:  4, CF:0.286349, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1174617424, Class:  4, CF:0.884037, Len: 10, Fitness_tra: 0
Rule 59: 4b27a12147, Class:  4, CF:0.99985, Len: 10, Fitness_tra: 0
Rule 60: 272bf1b212, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 0
Rule 61: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 62: 2214834447, Class:  2, CF:0.992167, Len: 10, Fitness_tra: 0
Rule 63: 4444834171, Class:  2, CF:0.719961, Len: 10, Fitness_tra: 0
Rule 64: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 414741b1b7, Class:  2, CF:0.160567, Len: 10, Fitness_tra: 0
Rule 67: 4b2bf142b2, Class:  4, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 68: 22143fbe38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 44129e7bb4, Class:  1, CF:0.412987, Len: 10, Fitness_tra: 0
Rule 70: 777213b7b1, Class:  4, CF:0.988712, Len: 10, Fitness_tra: 0
Rule 71: 717451b2bb, Class:  2, CF:0.979297, Len: 10, Fitness_tra: 0
Rule 72: bb14662124, Class:  4, CF:0.998733, Len: 10, Fitness_tra: 0
Rule 73: 4abdd31747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2472152144, Class:  2, CF:0.798858, Len: 10, Fitness_tra: 0
Rule 76: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: bbb24e74b4, Class:  2, CF:0.99718, Len: 10, Fitness_tra: 0
Rule 79: 274b61b1b2, Class:  4, CF:0.99837, Len: 10, Fitness_tra: 0
Rule 80: 47711142b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 22112177bb, Class:  2, CF:0.429655, Len: 10, Fitness_tra: 4
Rule 82: 472486bb4b, Class:  4, CF:0.973126, Len: 10, Fitness_tra: 0
Rule 83: 1121114221, Class:  2, CF:0.726317, Len: 10, Fitness_tra: 471
Rule 84: 714255b2b1, Class:  2, CF:0.80834, Len: 10, Fitness_tra: -15
Rule 85: 7a45d342b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 7712ff4b71, Class:  4, CF:0.988633, Len: 10, Fitness_tra: 0
Rule 87: 2744f14217, Class:  4, CF:0.999115, Len: 10, Fitness_tra: 0
Rule 88: 42413a1b4b, Class:  4, CF:0.999959, Len: 10, Fitness_tra: 191
Rule 89: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 411411b171, Class:  4, CF:0.199421, Len: 10, Fitness_tra: -2300
Rule 91: 14b19d21b1, Class:  1, CF:0.0717659, Len: 10, Fitness_tra: 58
Rule 92: 117b5921c1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 184159bb43, Class:  1, CF:0.746066, Len: 10, Fitness_tra: 128
Rule 94: 712b13bb4b, Class:  4, CF:0.995882, Len: 10, Fitness_tra: 0
Rule 95: 144116b077, Class:  4, CF:0.999492, Len:  9, Fitness_tra: 34
Rule 96: 4421822212, Class:  2, CF:0.998583, Len: 10, Fitness_tra: 18
Rule 97: 0000261b22, Class:  4, CF:0.999314, Len:  6, Fitness_tra: 234
Rule 98: 4527111218, Class:  4, CF:0.0238358, Len: 10, Fitness_tra: 0
Rule 99: 4b2cc51442, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 42755f4d7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:99.3284
------Result------
Miss_rate(tra)	:99.3284
Miss_rate(tst)	:96.6179
ARL				:9.9375

------Generation 5------
Rule  1: 77bb611171, Class:  4, CF:0.970362, Len: 10, Fitness_tra: 258
Rule  2: 4171b11417, Class:  2, CF:0.0495791, Len: 10, Fitness_tra: 542
Rule  3: b1211d7b71, Class:  2, CF:0.870333, Len: 10, Fitness_tra: 779
Rule  4: 1c1285b17b, Class:  1, CF:0.299146, Len: 10, Fitness_tra: 212
Rule  5: 4527111214, Class:  2, CF:0.134727, Len: 10, Fitness_tra: 76
Rule  6: b1b11e2444, Class:  2, CF:0.999445, Len: 10, Fitness_tra: 275
Rule  7: 4417611127, Class:  4, CF:0.90025, Len: 10, Fitness_tra: -195
Rule  8: 2147c51442, Class:  2, CF:0.99632, Len: 10, Fitness_tra: 10
Rule  9: b171e1117b, Class:  2, CF:0.995781, Len: 10, Fitness_tra: 191
Rule 10: 115b1211c1, Class:  4, CF:0.928928, Len: 10, Fitness_tra: 23
Rule 11: 4221112217, Class:  2, CF:0.267755, Len: 10, Fitness_tra: 2
Rule 12: 15c1811d31, Class:  2, CF:  1, Len: 10, Fitness_tra: 15
Rule 13: b111bd2b24, Class:  2, CF:0.586294, Len: 10, Fitness_tra: 16
Rule 14: 712119b718, Class:  2, CF:0.985551, Len: 10, Fitness_tra: 9
Rule 15: 1bb2fa1b17, Class:  4, CF:0.998511, Len: 10, Fitness_tra: 6
Rule 16: 24b14d7bbb, Class:  2, CF:0.764875, Len: 10, Fitness_tra: 31
Rule 17: 14b116b447, Class:  4, CF:0.999768, Len: 10, Fitness_tra: 0
Rule 18: 7747261b22, Class:  4, CF:0.999677, Len: 10, Fitness_tra: 0
Rule 19: 712b13bb41, Class:  4, CF:0.993562, Len: 10, Fitness_tra: 0
Rule 20: 2c1119424b, Class:  2, CF:0.975975, Len: 10, Fitness_tra: 0
Rule 21: 1c14132118, Class:  4, CF:0.991742, Len: 10, Fitness_tra: 0
Rule 22: 244111b477, Class:  2, CF:0.0654225, Len: 10, Fitness_tra: 1
Rule 23: 772b314141, Class:  4, CF:0.841988, Len: 10, Fitness_tra: 0
Rule 24: 2b41137b7b, Class:  4, CF:0.978966, Len: 10, Fitness_tra: 0
Rule 25: 2114c5b45c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
