------Generation 0------
Rule  1: 7871dd1472, Class:  2, CF:0.996718, Len: 10, Fitness_tra: 60
Rule 14: 15b4812172, Class:  1, CF:0.957475, Len: 10, Fitness_tra: 7
Rule 15: 1bb151b11b, Class:  2, CF:0.994934, Len: 10, Fitness_tra: -42
Rule 16: 2d524111c2, Class:  4, CF:0.980768, Len: 10, Fitness_tra: 3
Rule 17: b21116b7b4, Class:  4, CF:0.999293, Len: 10, Fitness_tra: 0
Rule 18: b2128174bb, Class:  2, CF:0.598764, Len: 10, Fitness_tra: 2
Rule 19: 122bc211b1, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 42bbb87bb7, Class:  4, CF:0.604933, Len: 10, Fitness_tra: 0
Rule 21: 4214337d35, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 4444114172, Class:  4, CF:0.720443, Len: 10, Fitness_tra: 0
Rule 23: b747212211, Class:  2, CF:0.672618, Len: 10, Fitness_tra: -154
Rule 24: b2bb3342b7, Class:  4, CF:0.983929, Len: 10, Fitness_tra: 0
Rule 25: 12226627b4, Class:  4, CF:0.999857, Len: 10, Fitness_tra: 0
Rule 26: 44b7662b77, Class:  4, CF:0.999769, Len: 10, Fitness_tra: 0
Rule 27: b32b29b222, Class:  2, CF:0.999849, Len: 10, Fitness_tra: 0
Rule 28: 7bbb1f4417, Class:  4, CF:0.994199, Len: 10, Fitness_tra: 0
Rule 29: 1247564717, Class:  3, CF:0.948622, Len: 10, Fitness_tra: 0
Rule 30: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b414832274, Class:  2, CF:0.846133, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 122b534121, Class:  2, CF:0.998662, Len: 10, Fitness_tra: 0
Rule 35: 1c223f7127, Class:  4, CF:0.993297, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 414481b277, Class:  2, CF:0.994055, Len: 10, Fitness_tra: 0
Rule 38: 2422892127, Class:  2, CF:0.95882, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d2b2247b44, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1224512bb2, Class:  1, CF:0.986391, Len: 10, Fitness_tra: 0
Rule 43: b2428521b2, Class:  1, CF:0.610504, Len: 10, Fitness_tra: 0
Rule 44: c112557311, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 71245e2287, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 28279e4d11, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 21243371bb, Class:  4, CF:0.983869, Len: 10, Fitness_tra: -10
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1cb2ff1b77, Class:  4, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 50: b2b78ab271, Class:  1, CF:0.670678, Len: 10, Fitness_tra: 0
Rule 51: 41b253b772, Class:  2, CF:0.994783, Len: 10, Fitness_tra: 0
Rule 52: 427be31147, Class:  2, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 53: b414cd7b47, Class:  2, CF:0.789214, Len: 10, Fitness_tra: 0
Rule 54: 21bb312272, Class:  4, CF:0.377867, Len: 10, Fitness_tra: 0
Rule 55: b271492b2b, Class:  2, CF:0.751859, Len: 10, Fitness_tra: -1
Rule 56: ca52c5bee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42b2582722, Class:  2, CF:0.122931, Len: 10, Fitness_tra: 0
Rule 59: 4b72ff4141, Class:  4, CF:0.971961, Len: 10, Fitness_tra: 0
Rule 60: bb24487b22, Class:  2, CF:0.996806, Len: 10, Fitness_tra: 0
Rule 61: 4c44391915, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 7b71d61427, Class:  3, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 63: 47742e4b74, Class:  2, CF:0.91413, Len: 10, Fitness_tra: 0
Rule 64: 72271127b7, Class:  4, CF:0.785472, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2472184bb4, Class:  4, CF:0.0306519, Len: 10, Fitness_tra: 0
Rule 67: 2c442e2b14, Class:  1, CF:0.0262262, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b2776a1271, Class:  4, CF:0.998694, Len: 10, Fitness_tra: 0
Rule 71: 27218a4414, Class:  3, CF:0.998354, Len: 10, Fitness_tra: 1
Rule 72: 12b4914b24, Class:  1, CF:0.953443, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 12cbd3b539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 28bd61b224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1412da7b12, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 4242192421, Class:  2, CF:0.40856, Len: 10, Fitness_tra: -1
Rule 79: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 7171131412, Class:  4, CF:0.936128, Len: 10, Fitness_tra: 346
Rule 82: 1777c3414b, Class:  2, CF:0.869019, Len: 10, Fitness_tra: -5
Rule 83: b21bafbb12, Class:  4, CF:0.994926, Len: 10, Fitness_tra: 0
Rule 84: 41b45911b1, Class:  2, CF:0.254769, Len: 10, Fitness_tra: -1983
Rule 85: b727614471, Class:  4, CF:0.995006, Len: 10, Fitness_tra: 0
Rule 86: ca14851a61, Class:  3, CF:  1, Len: 10, Fitness_tra: 7
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1174442124, Class:  2, CF:0.763541, Len: 10, Fitness_tra: -93
Rule 89: 1e12b27889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: bb4712b2b4, Class:  2, CF:0.888412, Len: 10, Fitness_tra: 3
Rule 91: 42b2584414, Class:  2, CF:0.533048, Len: 10, Fitness_tra: 0
Rule 92: 1bb0d0b140, Class:  2, CF:0.995453, Len:  7, Fitness_tra: -2236
Rule 93: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2d4433427b, Class:  4, CF:0.986386, Len: 10, Fitness_tra: 0
Rule 95: b000760000, Class:  4, CF:0.563224, Len:  3, Fitness_tra: 1328
Rule 96: b17443712b, Class:  4, CF:0.728694, Len: 10, Fitness_tra: 0
Rule 97: 284481b277, Class:  2, CF:0.969557, Len: 10, Fitness_tra: 2
Rule 98: 71b123b7b7, Class:  4, CF:0.840577, Len: 10, Fitness_tra: 0
Rule 99: 2492d17114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1c22ff1177, Class:  4, CF:0.99841, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:99.3995
------Result------
Miss_rate(tra)	:99.3995
Miss_rate(tst)	:97.3516
ARL				:9.87013

------Generation 3------
Rule  1: b121161124, Class:  4, CF:0.99909, Len: 10, Fitness_tra: 33
Rule  2: 7271151b12, Class:  2, CF:0.657883, Len: 10, Fitness_tra: -2250
Rule  3: 47b76a1111, Class:  4, CF:0.519544, Len: 10, Fitness_tra: -15
Rule  4: 1814117b11, Class:  1, CF:0.808374, Len: 10, Fitness_tra: 526
Rule  5: 24715d1114, Class:  2, CF:0.995324, Len: 10, Fitness_tra: -238
Rule  6: 48213378d1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule  7: 142b122242, Class:  2, CF:0.849947, Len: 10, Fitness_tra: 132
Rule  8: 7871dd1472, Class:  2, CF:0.996718, Len: 10, Fitness_tra: 60
Rule  9: 2cb13a141b, Class:  4, CF:0.998564, Len: 10, Fitness_tra: 1
Rule 10: 4b42111444, Class:  2, CF:0.677521, Len: 10, Fitness_tra: 79
Rule 11: 71b113b7b7, Class:  4, CF:0.947592, Len: 10, Fitness_tra: 0
Rule 12: 1b72bc1774, Class:  2, CF:0.797399, Len: 10, Fitness_tra: -178
Rule 13: b241517211, Class:  2, CF:0.985626, Len: 10, Fitness_tra: 2
Rule 14: 15b4812172, Class:  1, CF:0.957475, Len: 10, Fitness_tra: 7
Rule 15: 1bb151b11b, Class:  2, CF:0.994934, Len: 10, Fitness_tra: -42
Rule 16: 2d524111c2, Class:  4, CF:0.980768, Len: 10, Fitness_tra: 3
Rule 17: b21116b7b4, Class:  4, CF:0.999293, Len: 10, Fitness_tra: 0
Rule 18: b2128174bb, Class:  2, CF:0.598764, Len: 10, Fitness_tra: 2
Rule 19: 122bc211b1, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 42bbb87bb7, Class:  4, CF:0.604933, Len: 10, Fitness_tra: 0
Rule 21: 4214337d35, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 4444114172, Class:  4, CF:0.720443, Len: 10, Fitness_tra: 0
Rule 23: b747212211, Class:  2, CF:0.672618, Len: 10, Fitness_tra: -154
Rule 24: b2bb3342b7, Class:  4, CF:0.983929, Len: 10, Fitness_tra: 0
Rule 25: 12226627b4, Class:  4, CF:0.999857, Len: 10, Fitness_tra: 0
Rule 26: 44b7662b77, Class:  4, CF:0.999769, Len: 10, Fitness_tra: 0
Rule 27: b32b29b222, Class:  2, CF:0.999849, Len: 10, Fitness_tra: 0
Rule 28: 7bbb1f4417, Class:  4, CF:0.994199, Len: 10, Fitness_tra: 0
Rule 29: 1247564717, Class:  3, CF:0.948622, Len: 10, Fitness_tra: 0
Rule 30: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b414832274, Class:  2, CF:0.846133, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 122b534121, Class:  2, CF:0.998662, Len: 10, Fitness_tra: 0
Rule 35: 1c223f7127, Class:  4, CF:0.993297, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 414481b277, Class:  2, CF:0.994055, Len: 10, Fitness_tra: 0
Rule 38: 2422892127, Class:  2, CF:0.95882, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d2b2247b44, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1224512bb2, Class:  1, CF:0.986391, Len: 10, Fitness_tra: 0
Rule 43: b2428521b2, Class:  1, CF:0.610504, Len: 10, Fitness_tra: 0
Rule 44: c112557311, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 71245e2287, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 28279e4d11, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 21243371bb, Class:  4, CF:0.983869, Len: 10, Fitness_tra: -10
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1cb2ff1b77, Class:  4, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 50: b2b78ab271, Class:  1, CF:0.670678, Len: 10, Fitness_tra: 0
Rule 51: 41b253b772, Class:  2, CF:0.994783, Len: 10, Fitness_tra: 0
Rule 52: 427be31147, Class:  2, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 53: b414cd7b47, Class:  2, CF:0.789214, Len: 10, Fitness_tra: 0
Rule 54: 21bb312272, Class:  4, CF:0.377867, Len: 10, Fitness_tra: 0
Rule 55: b271492b2b, Class:  2, CF:0.751859, Len: 10, Fitness_tra: -1
Rule 56: ca52c5bee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42b2582722, Class:  2, CF:0.122931, Len: 10, Fitness_tra: 0
Rule 59: 4b72ff4141, Class:  4, CF:0.971961, Len: 10, Fitness_tra: 0
Rule 60: bb24487b22, Class:  2, CF:0.996806, Len: 10, Fitness_tra: 0
Rule 61: 4c44391915, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 7b71d61427, Class:  3, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 63: 47742e4b74, Class:  2, CF:0.91413, Len: 10, Fitness_tra: 0
Rule 64: 72271127b7, Class:  4, CF:0.785472, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2472184bb4, Class:  4, CF:0.0306519, Len: 10, Fitness_tra: 0
Rule 67: 2c442e2b14, Class:  1, CF:0.0262262, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b2776a1271, Class:  4, CF:0.998694, Len: 10, Fitness_tra: 0
Rule 71: 27218a4414, Class:  3, CF:0.998354, Len: 10, Fitness_tra: 1
Rule 72: 12b4914b24, Class:  1, CF:0.953443, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 12cbd3b539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 28bd61b224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1412da7b12, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 4242192421, Class:  2, CF:0.40856, Len: 10, Fitness_tra: -1
Rule 79: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 7171131412, Class:  4, CF:0.936128, Len: 10, Fitness_tra: 346
Rule 82: 1777c3414b, Class:  2, CF:0.869019, Len: 10, Fitness_tra: -5
Rule 83: b21bafbb12, Class:  4, CF:0.994926, Len: 10, Fitness_tra: 0
Rule 84: 41b45911b1, Class:  2, CF:0.254769, Len: 10, Fitness_tra: -1983
Rule 85: b727614471, Class:  4, CF:0.995006, Len: 10, Fitness_tra: 0
Rule 86: ca14851a61, Class:  3, CF:  1, Len: 10, Fitness_tra: 7
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1174442124, Class:  2, CF:0.763541, Len: 10, Fitness_tra: -93
Rule 89: 1e12b27889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: bb4712b2b4, Class:  2, CF:0.888412, Len: 10, Fitness_tra: 3
Rule 91: 42b2584414, Class:  2, CF:0.533048, Len: 10, Fitness_tra: 0
Rule 92: 1bb0d0b140, Class:  2, CF:0.995453, Len:  7, Fitness_tra: -2236
Rule 93: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2d4433427b, Class:  4, CF:0.986386, Len: 10, Fitness_tra: 0
Rule 95: b000760000, Class:  4, CF:0.563224, Len:  3, Fitness_tra: 1328
Rule 96: b17443712b, Class:  4, CF:0.728694, Len: 10, Fitness_tra: 0
Rule 97: 284481b277, Class:  2, CF:0.969557, Len: 10, Fitness_tra: 2
Rule 98: 71b123b7b7, Class:  4, CF:0.840577, Len: 10, Fitness_tra: 0
Rule 99: 2492d17114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1c22ff1177, Class:  4, CF:0.99841, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:99.3995
------Result------
Miss_rate(tra)	:99.3995
Miss_rate(tst)	:97.3516
ARL				:9.87013

------Generation 4------
Rule  1: b121161124, Class:  4, CF:0.99909, Len: 10, Fitness_tra: 33
Rule  2: 7271151b12, Class:  2, CF:0.657883, Len: 10, Fitness_tra: -2250
Rule  3: 47b76a1111, Class:  4, CF:0.519544, Len: 10, Fitness_tra: -15
Rule  4: 1814117b11, Class:  1, CF:0.808374, Len: 10, Fitness_tra: 526
Rule  5: 24715d1114, Class:  2, CF:0.995324, Len: 10, Fitness_tra: -238
Rule  6: 48213378d1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule  7: 142b122242, Class:  2, CF:0.849947, Len: 10, Fitness_tra: 132
Rule  8: 7871dd1472, Class:  2, CF:0.996718, Len: 10, Fitness_tra: 60
Rule  9: 2cb13a141b, Class:  4, CF:0.998564, Len: 10, Fitness_tra: 1
Rule 10: 4b42111444, Class:  2, CF:0.677521, Len: 10, Fitness_tra: 79
Rule 11: 71b113b7b7, Class:  4, CF:0.947592, Len: 10, Fitness_tra: 0
Rule 12: 1b72bc1774, Class:  2, CF:0.797399, Len: 10, Fitness_tra: -178
Rule 13: b241517211, Class:  2, CF:0.985626, Len: 10, Fitness_tra: 2
Rule 14: 15b4812172, Class:  1, CF:0.957475, Len: 10, Fitness_tra: 7
Rule 15: 1bb151b11b, Class:  2, CF:0.994934, Len: 10, Fitness_tra: -42
Rule 16: 2d524111c2, Class:  4, CF:0.980768, Len: 10, Fitness_tra: 3
Rule 17: b21116b7b4, Class:  4, CF:0.999293, Len: 10, Fitness_tra: 0
Rule 18: b2128174bb, Class:  2, CF:0.598764, Len: 10, Fitness_tra: 2
Rule 19: 122bc211b1, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 42bbb87bb7, Class:  4, CF:0.604933, Len: 10, Fitness_tra: 0
Rule 21: 4214337d35, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 4444114172, Class:  4, CF:0.720443, Len: 10, Fitness_tra: 0
Rule 23: b747212211, Class:  2, CF:0.672618, Len: 10, Fitness_tra: -154
Rule 24: b2bb3342b7, Class:  4, CF:0.983929, Len: 10, Fitness_tra: 0
Rule 25: 12226627b4, Class:  4, CF:0.999857, Len: 10, Fitness_tra: 0
Rule 26: 44b7662b77, Class:  4, CF:0.999769, Len: 10, Fitness_tra: 0
Rule 27: b32b29b222, Class:  2, CF:0.999849, Len: 10, Fitness_tra: 0
Rule 28: 7bbb1f4417, Class:  4, CF:0.994199, Len: 10, Fitness_tra: 0
Rule 29: 1247564717, Class:  3, CF:0.948622, Len: 10, Fitness_tra: 0
Rule 30: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b414832274, Class:  2, CF:0.846133, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 122b534121, Class:  2, CF:0.998662, Len: 10, Fitness_tra: 0
Rule 35: 1c223f7127, Class:  4, CF:0.993297, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 414481b277, Class:  2, CF:0.994055, Len: 10, Fitness_tra: 0
Rule 38: 2422892127, Class:  2, CF:0.95882, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d2b2247b44, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1224512bb2, Class:  1, CF:0.986391, Len: 10, Fitness_tra: 0
Rule 43: b2428521b2, Class:  1, CF:0.610504, Len: 10, Fitness_tra: 0
Rule 44: c112557311, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 71245e2287, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 28279e4d11, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 21243371bb, Class:  4, CF:0.983869, Len: 10, Fitness_tra: -10
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1cb2ff1b77, Class:  4, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 50: b2b78ab271, Class:  1, CF:0.670678, Len: 10, Fitness_tra: 0
Rule 51: 41b253b772, Class:  2, CF:0.994783, Len: 10, Fitness_tra: 0
Rule 52: 427be31147, Class:  2, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 53: b414cd7b47, Class:  2, CF:0.789214, Len: 10, Fitness_tra: 0
Rule 54: 21bb312272, Class:  4, CF:0.377867, Len: 10, Fitness_tra: 0
Rule 55: b271492b2b, Class:  2, CF:0.751859, Len: 10, Fitness_tra: -1
Rule 56: ca52c5bee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42b2582722, Class:  2, CF:0.122931, Len: 10, Fitness_tra: 0
Rule 59: 4b72ff4141, Class:  4, CF:0.971961, Len: 10, Fitness_tra: 0
Rule 60: bb24487b22, Class:  2, CF:0.996806, Len: 10, Fitness_tra: 0
Rule 61: 4c44391915, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 7b71d61427, Class:  3, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 63: 47742e4b74, Class:  2, CF:0.91413, Len: 10, Fitness_tra: 0
Rule 64: 72271127b7, Class:  4, CF:0.785472, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2472184bb4, Class:  4, CF:0.0306519, Len: 10, Fitness_tra: 0
Rule 67: 2c442e2b14, Class:  1, CF:0.0262262, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b2776a1271, Class:  4, CF:0.998694, Len: 10, Fitness_tra: 0
Rule 71: 27218a4414, Class:  3, CF:0.998354, Len: 10, Fitness_tra: 1
Rule 72: 12b4914b24, Class:  1, CF:0.953443, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 12cbd3b539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 28bd61b224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1412da7b12, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 4242192421, Class:  2, CF:0.40856, Len: 10, Fitness_tra: -1
Rule 79: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 7171131412, Class:  4, CF:0.936128, Len: 10, Fitness_tra: 346
Rule 82: 1777c3414b, Class:  2, CF:0.869019, Len: 10, Fitness_tra: -5
Rule 83: b21bafbb12, Class:  4, CF:0.994926, Len: 10, Fitness_tra: 0
Rule 84: 41b45911b1, Class:  2, CF:0.254769, Len: 10, Fitness_tra: -1983
Rule 85: b727614471, Class:  4, CF:0.995006, Len: 10, Fitness_tra: 0
Rule 86: ca14851a61, Class:  3, CF:  1, Len: 10, Fitness_tra: 7
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1174442124, Class:  2, CF:0.763541, Len: 10, Fitness_tra: -93
Rule 89: 1e12b27889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: bb4712b2b4, Class:  2, CF:0.888412, Len: 10, Fitness_tra: 3
Rule 91: 42b2584414, Class:  2, CF:0.533048, Len: 10, Fitness_tra: 0
Rule 92: 1bb0d0b140, Class:  2, CF:0.995453, Len:  7, Fitness_tra: -2236
Rule 93: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2d4433427b, Class:  4, CF:0.986386, Len: 10, Fitness_tra: 0
Rule 95: b000760000, Class:  4, CF:0.563224, Len:  3, Fitness_tra: 1328
Rule 96: b17443712b, Class:  4, CF:0.728694, Len: 10, Fitness_tra: 0
Rule 97: 284481b277, Class:  2, CF:0.969557, Len: 10, Fitness_tra: 2
Rule 98: 71b123b7b7, Class:  4, CF:0.840577, Len: 10, Fitness_tra: 0
Rule 99: 2492d17114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1c22ff1177, Class:  4, CF:0.99841, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:99.3995
------Result------
Miss_rate(tra)	:99.3995
Miss_rate(tst)	:97.3516
ARL				:9.87013

------Generation 5------
Rule  1: b000760000, Class:  4, CF:0.563224, Len:  3, Fitness_tra: 1328
Rule  2: 1814117b11, Class:  1, CF:0.808374, Len: 10, Fitness_tra: 48
Rule  3: 7171131412, Class:  4, CF:0.936128, Len: 10, Fitness_tra: 484
Rule  4: 142b122242, Class:  2, CF:0.849947, Len: 10, Fitness_tra: -18
Rule  5: 4b42111444, Class:  2, CF:0.677521, Len: 10, Fitness_tra: 175
Rule  6: 7871dd1472, Class:  2, CF:0.996718, Len: 10, Fitness_tra: 29
Rule  7: b121161124, Class:  4, CF:0.99909, Len: 10, Fitness_tra: 33
Rule  8: ca14851a61, Class:  3, CF:  1, Len: 10, Fitness_tra: 7
Rule  9: 15b4812172, Class:  1, CF:0.957475, Len: 10, Fitness_tra: 1
Rule 10: bb4712b2b4, Class:  2, CF:0.888412, Len: 10, Fitness_tra: -6
Rule 11: 2d524111c2, Class:  4, CF:0.980768, Len: 10, Fitness_tra: 2
Rule 12: 284481b277, Class:  2, CF:0.969557, Len: 10, Fitness_tra: 0
Rule 13: b2128174bb, Class:  2, CF:0.598764, Len: 10, Fitness_tra: 3
Rule 14: b241517211, Class:  2, CF:0.985626, Len: 10, Fitness_tra: -813
Rule 15: 27218a4414, Class:  3, CF:0.998354, Len: 10, Fitness_tra: 1
Rule 16: 2cb13a141b, Class:  4, CF:0.998564, Len: 10, Fitness_tra: 1
Rule 17: 1c22ff1177, Class:  4, CF:0.99841, Len: 10, Fitness_tra: 0
Rule 18: 2492d17114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 122bc211b1, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 42bbb87bb7, Class:  4, CF:0.604933, Len: 10, Fitness_tra: -2
Rule 21: 4214337d35, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 4444114172, Class:  4, CF:0.720443, Len: 10, Fitness_tra: 2
Rule 23: 71b123b7b7, Class:  4, CF:0.840577, Len: 10, Fitness_tra: 0
Rule 24: b2bb3342b7, Class:  4, CF:0.983929, Len: 10, Fitness_tra: 0
Rule 25: 12226627b4, Class:  4, CF:0.999857, Len: 10, Fitness_tra: 0
Rule 26: 44b7662b77, Class:  4, CF:0.999769, Len: 10, Fitness_tra: 0
Rule 27: b32b29b222, Class:  2, CF:0.999849, Len: 10, Fitness_tra: 0
