------Generation 0------
Rule  1: 1512e5dc5119d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 2473181138181, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: 1121193551d11, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: 00020c000d0d0, Class:  0, CF:0.381503, Len:  4, Fitness_tra: 1
Rule 17: 1512e5dc5119d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 2bb9151d9d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4c3d15e112c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 7175181111938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 74413112c195e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bc23523815953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: f1779111511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7cb1515111231, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: b564111313851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 13f73183c5c5e, Class:  0, CF:0.414198, Len: 13, Fitness_tra: 0
Rule 27: 3172cd3515188, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 6921191215155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3e23111155512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 391d51d955512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1d61318113915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 6975d81811525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: ae1be15811de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111939555211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 1919d5dd15591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7413111c11e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 51a2311918115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b8613518131d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: fd151111d8935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: f34515d11d518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 694219d258131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15f5138225118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: a311539128181, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 7831355e1e5d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2b215ed815259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: f1b181111c116, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: f1659ddd25151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1318159988211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a1223981111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 78151d313114d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b16bd121859bd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 47181c35e21d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1531e18c21355, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 65b25335d1116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1314951811832, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 7425d3ec12111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: fe11115518515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b12155151d5e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6142551da1118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 66a15d112551d, Class:  0, CF:0.999484, Len: 13, Fitness_tra: 0
Rule 61: 1d25863251191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2bb5d1882523d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: feb4133551291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7131d51123129, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: 25f2158185181, Class:  0, CF:0.643754, Len: 13, Fitness_tra: 0
Rule 66: 63f4991852112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4121655515853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: f331e1c1d1c83, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 3f1c15e31111d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 4ca52515e112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b861328323211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 115c5335d2851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f1a58211d3859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 050500000900c, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 75: 41211911e5131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 423b6d152e1c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 131b535881555, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: b1fbe815c58d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b22512556d315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1d3822858555e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3942e115d5d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3161115d85d53, Class:  0, CF:0.658006, Len: 13, Fitness_tra: 0
Rule 83: 416918191221e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1511315d51111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 11f4312121115, Class:  0, CF:0.272787, Len: 13, Fitness_tra: -3
Rule 86: 177388d211152, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 87: a3315d2d55255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: a32392115181d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 15a2651121d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: b5a5c199121d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 54a3111918115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 61275bf55d853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 24b8155138181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b564111311853, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 6925181115155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2512e52ce1395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3172118989051, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2b515ed815259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 6975161ce1535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1961318111938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:67.6543
------Result------
Miss_rate(tra)	:67.6543
Miss_rate(tst)	:52.5253
ARL				:11.6053

------Generation 3------
Rule  1: 0000d00000000, Class:  1, CF:0.307642, Len:  1, Fitness_tra: 322
Rule  2: 000000000d000, Class:  0, CF:0.159257, Len:  1, Fitness_tra: 6
Rule  3: 0000000950000, Class:  0, CF:0.979084, Len:  2, Fitness_tra: 10
Rule  4: a1a8311151c28, Class:  0, CF:0.973028, Len: 13, Fitness_tra: 0
Rule  5: 1ff211e521c11, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule  6: 6f31318111853, Class:  0, CF:0.316796, Len: 13, Fitness_tra: 0
Rule  7: 336111d111585, Class:  0, CF:0.962985, Len: 13, Fitness_tra: -12
Rule  8: 21f1611521121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 6119121153211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 2221115531155, Class:  0, CF:0.993283, Len: 13, Fitness_tra: 3
Rule 11: 1138312c21315, Class:  0, CF:0.997128, Len: 13, Fitness_tra: 0
Rule 12: 11691d2181881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 2215161c11531, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 2473181138181, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1121193551d11, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: 00020c000d0d0, Class:  0, CF:0.381503, Len:  4, Fitness_tra: 1
Rule 17: 177388d211152, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 18: 1512e5dc5119d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4c3d15e112c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 7175181111938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 74413112c195e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bc23523815953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: f1779111511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7cb1515111231, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: b564111313851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 13f73183c5c5e, Class:  0, CF:0.414198, Len: 13, Fitness_tra: 0
Rule 27: 3172cd3515188, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 6921191215155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3e23111155512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 391d51d955512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1d61318113915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 6975d81811525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: ae1be15811de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111939555211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 1919d5dd15591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7413111c11e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 51a2311918115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b8613518131d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: fd151111d8935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: f34515d11d518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 694219d258131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15f5138225118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: a311539128181, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 7831355e1e5d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2b215ed815259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: f1b181111c116, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: f1659ddd25151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1318159988211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a1223981111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 78151d313114d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b16bd121859bd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 47181c35e21d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1531e18c21355, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 65b25335d1116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1314951811832, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 7425d3ec12111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: fe11115518515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b12155151d5e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6142551da1118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 66a15d112551d, Class:  0, CF:0.999484, Len: 13, Fitness_tra: 0
Rule 61: 1d25863251191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2bb5d1882523d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: feb4133551291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7131d51123129, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: 25f2158185181, Class:  0, CF:0.643754, Len: 13, Fitness_tra: 0
Rule 66: 63f4991852112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4121655515853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: f331e1c1d1c83, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 3f1c15e31111d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 4ca52515e112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b861328323211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 115c5335d2851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f1a58211d3859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 050500000900c, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 75: 41211911e5131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 423b6d152e1c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 131b535881555, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: b1fbe815c58d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b22512556d315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1d3822858555e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 6a61312212181, Class:  0, CF:0.399175, Len: 13, Fitness_tra: -14
Rule 82: b411119838112, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 83: 63215d9d51118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0008008000000, Class:  0, CF:0.992137, Len:  2, Fitness_tra: 393
Rule 85: 3365151d15283, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: b16b165529921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 36189151d1228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1811315115111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 63f8595e178c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1111933215115, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: f3a510010d010, Class:  0, CF:  1, Len:  8, Fitness_tra: 5
Rule 92: 0420d30000401, Class:  1, CF:0.414024, Len:  6, Fitness_tra: 0
Rule 93: 47659dd50e1c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 51623519131d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 69f5311cc5c3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: e17bdd21151b8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: 6920090915005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1d0100011d005, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: b86131d121215, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 256318d338101, Class:  1, CF:0.965731, Len: 12, Fitness_tra: 32
------Current------
Miss_rate(tra)	:57.4074
------Result------
Miss_rate(tra)	:57.4074
Miss_rate(tst)	:35.3535
ARL				:11.1556

------Generation 4------
Rule  1: 0008008000000, Class:  0, CF:0.992137, Len:  2, Fitness_tra: 393
Rule  2: 0000d00000000, Class:  1, CF:0.307642, Len:  1, Fitness_tra: 322
Rule  3: 256318d338101, Class:  1, CF:0.965731, Len: 12, Fitness_tra: 0
Rule  4: 0000000950000, Class:  0, CF:0.979084, Len:  2, Fitness_tra: 10
Rule  5: 000000000d000, Class:  0, CF:0.159257, Len:  1, Fitness_tra: 6
Rule  6: 1ff211e521c11, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule  7: f3a510010d010, Class:  0, CF:  1, Len:  8, Fitness_tra: 5
Rule  8: 2221115531155, Class:  0, CF:0.993283, Len: 13, Fitness_tra: 3
Rule  9: 1121193551d11, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 00020c000d0d0, Class:  0, CF:0.381503, Len:  4, Fitness_tra: 1
Rule 11: 177388d211152, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 12: b411119838112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: a1a8311151c28, Class:  0, CF:0.973028, Len: 13, Fitness_tra: 1
Rule 14: 2473181138181, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 6119121153211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 21f1611521121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 1138312c21315, Class:  0, CF:0.997128, Len: 13, Fitness_tra: 0
Rule 18: 1512e5dc5119d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4c3d15e112c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 7175181111938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 74413112c195e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bc23523815953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: f1779111511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7cb1515111231, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: b564111313851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 13f73183c5c5e, Class:  0, CF:0.414198, Len: 13, Fitness_tra: 0
Rule 27: 3172cd3515188, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 6921191215155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3e23111155512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 391d51d955512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1d61318113915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 6975d81811525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: ae1be15811de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111939555211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 1919d5dd15591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7413111c11e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 51a2311918115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b8613518131d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: fd151111d8935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: f34515d11d518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 694219d258131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15f5138225118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: a311539128181, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 7831355e1e5d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2b215ed815259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: f1b181111c116, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: f1659ddd25151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1318159988211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a1223981111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 78151d313114d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b16bd121859bd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 47181c35e21d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1531e18c21355, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 65b25335d1116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1314951811832, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 7425d3ec12111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: fe11115518515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b12155151d5e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6142551da1118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 66a15d112551d, Class:  0, CF:0.999484, Len: 13, Fitness_tra: 0
Rule 61: 1d25863251191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2bb5d1882523d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: feb4133551291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7131d51123129, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: 25f2158185181, Class:  0, CF:0.643754, Len: 13, Fitness_tra: 0
Rule 66: 63f4991852112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4121655515853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: f331e1c1d1c83, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 3f1c15e31111d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 4ca52515e112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b861328323211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 115c5335d2851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f1a58211d3859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 050500000900c, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 75: 41211911e5131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 423b6d152e1c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 131b535881555, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: b1fbe815c58d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b22512556d315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1d3822858555e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000e00002, Class:  0, CF:0.25153, Len:  2, Fitness_tra: 0
Rule 82: 151413115cd15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 12611113d112d, Class:  1, CF:0.918565, Len: 13, Fitness_tra: 26
Rule 84: bb15938881111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a111151511185, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 86: 4561651921d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 71a13d1111125, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 88: 126c53152555c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 4c31111355328, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: fe111d111d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0502080308040, Class:  0, CF:0.740441, Len:  6, Fitness_tra: -37
Rule 92: 1811dd25151b8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: 020b0d152e0c0, Class:  0, CF:0.998627, Len:  8, Fitness_tra: 0
Rule 94: 3428d20705451, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 95: 78181d313554d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 694515d411515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 25a5111138128, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 98: f3655d5e13851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 311d1d2181882, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule100: bd6591811e915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:56.4815
------Result------
Miss_rate(tra)	:56.4815
Miss_rate(tst)	:36.3636
ARL				:10.8409

------Generation 5------
Rule  1: 0008008000000, Class:  0, CF:0.992137, Len:  2, Fitness_tra: 393
Rule  2: 0000d00000000, Class:  1, CF:0.307642, Len:  1, Fitness_tra: 322
Rule  3: 256318d338101, Class:  1, CF:0.965731, Len: 12, Fitness_tra: 0
Rule  4: 0000000950000, Class:  0, CF:0.979084, Len:  2, Fitness_tra: 10
Rule  5: 000000000d000, Class:  0, CF:0.159257, Len:  1, Fitness_tra: 6
Rule  6: 1ff211e521c11, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule  7: f3a510010d010, Class:  0, CF:  1, Len:  8, Fitness_tra: 5
Rule  8: 2221115531155, Class:  0, CF:0.993283, Len: 13, Fitness_tra: 3
Rule  9: 1121193551d11, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 00020c000d0d0, Class:  0, CF:0.381503, Len:  4, Fitness_tra: 1
Rule 11: 177388d211152, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 12: b411119838112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: a1a8311151c28, Class:  0, CF:0.973028, Len: 13, Fitness_tra: 1
Rule 14: 2473181138181, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 6119121153211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 21f1611521121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 1138312c21315, Class:  0, CF:0.997128, Len: 13, Fitness_tra: 0
Rule 18: 1512e5dc5119d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4c3d15e112c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 7175181111938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 74413112c195e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bc23523815953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: f1779111511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7cb1515111231, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: b564111313851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 13f73183c5c5e, Class:  0, CF:0.414198, Len: 13, Fitness_tra: 0
Rule 27: 3172cd3515188, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
