------Generation 0------
Rule  1: 5a6124e4931152111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 00000000000000e000, Class:  1, CF:0.245283, Len:  1, Fitness_tra: 1
Rule  7: 300000000000580030, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule  8: 885772c1154c11187b, Class:  3, CF:0.65573, Len: 18, Fitness_tra: 1
Rule  9: 5a6124e4931152111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0000c0000500000050, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 12: 133412111188581125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 5118c11dc521823151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 33f11c329159321151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000000000c0d2, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1131115153d1e21581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 81d1115dc58c141185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000500000000000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 151bb185118c822222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 299c121d2118144125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 152117cd42c4111218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 291c211513188218c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 25144429c111588114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 828c1211411452175e, Class:  1, CF:0.715702, Len: 18, Fitness_tra: 0
Rule 30: 16a1b4f739ea151124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1152c1cd48c4c11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 931121323111a511c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121144111212122252, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 003000000400000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 258142cd15221c5112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3661441413e1121c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 54d584c811cc121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 513d4c315311328121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 513d2c92135512d21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000000000d000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 255121cd4222224211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d005008d808c00000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111211dc111523251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000007e7d0b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 281c241518cc872111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000000d00d000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000805, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000002000000090, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 500000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 122421412247241112, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 551181511d81141255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 090800000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 582b2b852111811127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d158c12941c2242891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 82141b217141141136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c1d1481155cc882211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d59cc2cd4321241811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18912125228c121553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 51d52111c841122531, Class:  1, CF:0.302642, Len: 18, Fitness_tra: 0
Rule 74: 13358151155d321111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85224719c584121142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 0
Rule 78: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 050000080d80200000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 551c148281cc28158d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 080000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000004000000060, Class:  2, CF:0.0424946, Len:  2, Fitness_tra: -47
Rule 86: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 30e00c000900004900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d258118d284424121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000500000000000000, Class:  0, CF:0.0466619, Len:  1, Fitness_tra: -24
Rule 91: 2b9c10002b00144125, Class:  3, CF:0.240242, Len: 13, Fitness_tra: 3
Rule 92: 1131115153d1e21585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d3308151100d406010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 259244292422548114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 30011000c080181185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d40000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d005008d80000a009e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0000214122400ac3d2, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000000008000003d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00801201400000005e, Class:  1, CF:0.118744, Len:  7, Fitness_tra: -15
------Current------
Miss_rate(tra)	:67.6396
------Result------
Miss_rate(tra)	:67.6396
Miss_rate(tst)	:65.8824
ARL				:9.27778

------Generation 3------
Rule  1: 000000000d000c0030, Class:  2, CF:0.781097, Len:  3, Fitness_tra: 22
Rule  2: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 25
Rule  3: 219211812422242125, Class:  1, CF:0.679333, Len: 18, Fitness_tra: 11
Rule  4: 858221c52111811117, Class:  0, CF:  1, Len: 18, Fitness_tra: 2
Rule  5: 15511b11c588d12214, Class:  3, CF:0.357064, Len: 18, Fitness_tra: 2
Rule  6: 00000000000000e000, Class:  1, CF:0.245283, Len:  1, Fitness_tra: 1
Rule  7: 300000000000580030, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule  8: 885772c1154c11187b, Class:  3, CF:0.65573, Len: 18, Fitness_tra: 1
Rule  9: 5a6124e4931152111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0000c0000500000050, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 12: 133412111188581125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 5118c11dc521823151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 33f11c329159321151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000000000c0d2, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1131115153d1e21581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 81d1115dc58c141185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000500000000000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 151bb185118c822222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 299c121d2118144125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 152117cd42c4111218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 291c211513188218c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 25144429c111588114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 828c1211411452175e, Class:  1, CF:0.715702, Len: 18, Fitness_tra: 0
Rule 30: 16a1b4f739ea151124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1152c1cd48c4c11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 931121323111a511c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121144111212122252, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 003000000400000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 258142cd15221c5112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3661441413e1121c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 54d584c811cc121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 513d4c315311328121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 513d2c92135512d21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000000000d000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 255121cd4222224211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d005008d808c00000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111211dc111523251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000007e7d0b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 281c241518cc872111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000000d00d000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000805, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000002000000090, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 500000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 122421412247241112, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 551181511d81141255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 090800000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 582b2b852111811127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d158c12941c2242891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 82141b217141141136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c1d1481155cc882211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d59cc2cd4321241811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18912125228c121553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 51d52111c841122531, Class:  1, CF:0.302642, Len: 18, Fitness_tra: 0
Rule 74: 13358151155d321111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85224719c584121142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 0
Rule 78: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 050000080d80200000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 551c148281cc28158d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 080000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000004000000060, Class:  2, CF:0.0424946, Len:  2, Fitness_tra: -47
Rule 86: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 30e00c000900004900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d258118d284424121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000500000000000000, Class:  0, CF:0.0466619, Len:  1, Fitness_tra: -24
Rule 91: 2b9c10002b00144125, Class:  3, CF:0.240242, Len: 13, Fitness_tra: 3
Rule 92: 1131115153d1e21585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d3308151100d406010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 259244292422548114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 30011000c080181185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d40000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d005008d80000a009e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0000214122400ac3d2, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000000008000003d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00801201400000005e, Class:  1, CF:0.118744, Len:  7, Fitness_tra: -15
------Current------
Miss_rate(tra)	:67.6396
------Result------
Miss_rate(tra)	:67.6396
Miss_rate(tst)	:65.8824
ARL				:9.27778

------Generation 4------
Rule  1: 000000000d000c0030, Class:  2, CF:0.781097, Len:  3, Fitness_tra: 22
Rule  2: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 25
Rule  3: 219211812422242125, Class:  1, CF:0.679333, Len: 18, Fitness_tra: 11
Rule  4: 858221c52111811117, Class:  0, CF:  1, Len: 18, Fitness_tra: 2
Rule  5: 15511b11c588d12214, Class:  3, CF:0.357064, Len: 18, Fitness_tra: 2
Rule  6: 00000000000000e000, Class:  1, CF:0.245283, Len:  1, Fitness_tra: 1
Rule  7: 300000000000580030, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule  8: 885772c1154c11187b, Class:  3, CF:0.65573, Len: 18, Fitness_tra: 1
Rule  9: 5a6124e4931152111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0000c0000500000050, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 12: 133412111188581125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 5118c11dc521823151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 33f11c329159321151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000000000c0d2, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1131115153d1e21581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 81d1115dc58c141185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000500000000000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 151bb185118c822222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 299c121d2118144125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 152117cd42c4111218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 291c211513188218c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 25144429c111588114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 828c1211411452175e, Class:  1, CF:0.715702, Len: 18, Fitness_tra: 0
Rule 30: 16a1b4f739ea151124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1152c1cd48c4c11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 931121323111a511c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121144111212122252, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 003000000400000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 258142cd15221c5112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3661441413e1121c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 54d584c811cc121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 513d4c315311328121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 513d2c92135512d21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000000000d000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 255121cd4222224211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d005008d808c00000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111211dc111523251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000007e7d0b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 281c241518cc872111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000000d00d000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000805, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000002000000090, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 500000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 122421412247241112, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 551181511d81141255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 090800000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 582b2b852111811127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d158c12941c2242891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 82141b217141141136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c1d1481155cc882211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d59cc2cd4321241811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18912125228c121553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 51d52111c841122531, Class:  1, CF:0.302642, Len: 18, Fitness_tra: 0
Rule 74: 13358151155d321111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85224719c584121142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 0
Rule 78: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 050000080d80200000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 551c148281cc28158d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 080000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000004000000060, Class:  2, CF:0.0424946, Len:  2, Fitness_tra: -47
Rule 86: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 30e00c000900004900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d258118d284424121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000500000000000000, Class:  0, CF:0.0466619, Len:  1, Fitness_tra: -24
Rule 91: 2b9c10002b00144125, Class:  3, CF:0.240242, Len: 13, Fitness_tra: 3
Rule 92: 1131115153d1e21585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d3308151100d406010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 259244292422548114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 30011000c080181185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d40000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d005008d80000a009e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0000214122400ac3d2, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000000008000003d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00801201400000005e, Class:  1, CF:0.118744, Len:  7, Fitness_tra: -15
------Current------
Miss_rate(tra)	:67.6396
------Result------
Miss_rate(tra)	:67.6396
Miss_rate(tst)	:65.8824
ARL				:9.27778

------Generation 5------
Rule  1: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 25
Rule  2: 000000000d000c0030, Class:  2, CF:0.781097, Len:  3, Fitness_tra: 22
Rule  3: 219211812422242125, Class:  1, CF:0.679333, Len: 18, Fitness_tra: 13
Rule  4: 2b9c10002b00144125, Class:  3, CF:0.240242, Len: 13, Fitness_tra: 1
Rule  5: 858221c52111811117, Class:  0, CF:  1, Len: 18, Fitness_tra: 3
Rule  6: 15511b11c588d12214, Class:  3, CF:0.357064, Len: 18, Fitness_tra: 9
