------Generation 0------
Rule  1: 99a14c125115315555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  1: 000000003000000002, Class:  0, CF:0.214102, Len:  2, Fitness_tra: 85
Rule  2: 000000800000000000, Class:  1, CF:0.384115, Len:  1, Fitness_tra: 99
Rule  3: d00000000000000000, Class:  1, CF:0.407795, Len:  1, Fitness_tra: 55
Rule  4: 0000c0000000000000, Class:  0, CF:0.860127, Len:  1, Fitness_tra: 19
Rule  5: 300200000000000000, Class:  0, CF:0.234352, Len:  2, Fitness_tra: 22
Rule  6: c00000000000000000, Class:  0, CF:0.0512245, Len:  1, Fitness_tra: 18
Rule  7: 000000000000000e00, Class:  1, CF:0.519183, Len:  1, Fitness_tra: 11
Rule  8: 000000002000000002, Class:  1, CF:0.30833, Len:  2, Fitness_tra: 7
Rule  9: 0000000000000000d0, Class:  0, CF:0.102651, Len:  1, Fitness_tra: 11
Rule 10: 00900000000000000e, Class:  1, CF:0.766807, Len:  2, Fitness_tra: 8
Rule 11: 000070000000007000, Class:  0, CF:0.0839416, Len:  2, Fitness_tra: 28
Rule 12: 03000000000000d000, Class:  1, CF:0.134496, Len:  2, Fitness_tra: 5
Rule 13: 005000000000080000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 14: 00000000000005000b, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 15: 009000000000300000, Class:  1, CF:0.492338, Len:  2, Fitness_tra: 2
Rule 16: 00000c000000000005, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 17: 182081001000800112, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: 000000005000000500, Class:  1, CF:0.232844, Len:  2, Fitness_tra: 0
Rule 19: 25582115182c522111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 21112b891218111212, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 21: 228c22294221b42111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 000000000000400000, Class:  0, CF:0.00250847, Len:  1, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 18e2225c8818541811, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 2d52141941111c1142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13184c925151141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 25112b451512118411, Class:  1, CF:0.545093, Len: 18, Fitness_tra: 0
Rule 29: 99a14c125115315555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000600000002, Class:  1, CF:0.0887387, Len:  2, Fitness_tra: 0
Rule 31: 2154415dc528111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 182c214111c1822112, Class:  1, CF:0.542587, Len: 18, Fitness_tra: 0
Rule 33: 81d227814182221115, Class:  1, CF:0.78707, Len: 18, Fitness_tra: 0
Rule 34: 11681114d3d35c5c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 133221179191322211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00c700000000008200, Class:  0, CF:0.0831423, Len:  4, Fitness_tra: 0
Rule 37: 003070500000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 38: 11e88221815587185d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 225824151111122251, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 40: 00c000b0b07b400d88, Class:  1, CF:0.397558, Len:  9, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d182111118c42c4122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 5111bb2d81c4881c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00050b005000000000, Class:  1, CF:0.012236, Len:  3, Fitness_tra: 0
Rule 45: 0d00c0000000d00000, Class:  0, CF:0.317474, Len:  3, Fitness_tra: 0
Rule 46: 1d12279815255c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 93381112119e1115c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d59114d21315115439, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e13d24111393142983, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 849c1b151c12177111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: e13dc2e43151912111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 59a8123c3581321821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11274b2eb224482222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111223c3115143dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9115115111d9912111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 57: 13652292d559122113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5851122141c7822413, Class:  0, CF:0.651646, Len: 18, Fitness_tra: 0
Rule 59: 0000000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9d32c232d1d1315815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c111411dc121811472, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 62: 00d00b000000dc00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: ed61cc3132dd525159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111221111d21227111, Class:  0, CF:0.663817, Len: 18, Fitness_tra: 0
Rule 65: 15312c5815d1312cdd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931c15cd11d112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1458c1252221717113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 9118121159d5122821, Class:  1, CF:0.833406, Len: 18, Fitness_tra: 0
Rule 70: 1d24222121811122c2, Class:  1, CF:0.73953, Len: 18, Fitness_tra: 0
Rule 71: 1e611c18d9dd315485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1111271115c15c1151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00d000490007000460, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151128d2124221821, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 148cc4cdc8c2c111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 191d42979e19127125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 116d123151d9e21551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 8c0c7000c000007000, Class:  1, CF:0.365808, Len:  6, Fitness_tra: 0
Rule 79: e13111113911971281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 531d129451d5122251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 136812f41313321281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000d03700, Class:  1, CF:0.20016, Len:  3, Fitness_tra: 0
Rule 83: 5511411cd551d11115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000060000d002, Class:  1, CF:0.116258, Len:  3, Fitness_tra: 0
Rule 85: 000000000000000002, Class:  1, CF:0.109605, Len:  1, Fitness_tra: 0
Rule 86: 0080000e0000c0e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: d00000000000000000, Class:  1, CF:0.407795, Len:  0, Fitness_tra: 0
Rule 88: e915c1975e31117219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 090000004000003000, Class:  1, CF:0.0601447, Len:  3, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11581114d3d35c5c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 01100020810005d040, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11c00010757b701158, Class:  0, CF:0.940514, Len: 13, Fitness_tra: 0
Rule 94: 1000223031101430d1, Class:  0, CF:0.517478, Len: 12, Fitness_tra: 0
Rule 95: 00e082208100071802, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000c330d000000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0032e1009101022415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: e100000010930c2580, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 006000000009e01500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 10e000500208047100, Class:  0, CF:0.224585, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:49.1166
------Result------
Miss_rate(tra)	:49.1166
Miss_rate(tst)	:45.8824
ARL				:7.6

------Generation 3------
Rule  1: 000000800000000000, Class:  1, CF:0.384115, Len:  1, Fitness_tra: 91
Rule  2: 000000003000000002, Class:  0, CF:0.214102, Len:  2, Fitness_tra: 29
Rule  3: d00000000000000000, Class:  1, CF:0.407795, Len:  1, Fitness_tra: 59
Rule  4: 000070000000007000, Class:  0, CF:0.0839416, Len:  2, Fitness_tra: 1
Rule  5: 300200000000000000, Class:  0, CF:0.234352, Len:  2, Fitness_tra: 2
Rule  6: 0000c0000000000000, Class:  0, CF:0.860127, Len:  1, Fitness_tra: 17
Rule  7: c00000000000000000, Class:  0, CF:0.0512245, Len:  1, Fitness_tra: 2
Rule  8: 000000000000000e00, Class:  1, CF:0.519183, Len:  1, Fitness_tra: 11
Rule  9: 0000000000000000d0, Class:  0, CF:0.102651, Len:  1, Fitness_tra: 4
Rule 10: 00900000000000000e, Class:  1, CF:0.766807, Len:  2, Fitness_tra: 8
Rule 11: 000000002000000002, Class:  1, CF:0.30833, Len:  2, Fitness_tra: 8
Rule 12: 03000000000000d000, Class:  1, CF:0.134496, Len:  2, Fitness_tra: 4
Rule 13: 005000000000080000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 14: 009000000000300000, Class:  1, CF:0.492338, Len:  2, Fitness_tra: 2
Rule 15: 00000000000005000b, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 16: 00000c000000000005, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 17: 182081001000800112, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: 000000005000000500, Class:  1, CF:0.232844, Len:  2, Fitness_tra: 0
Rule 19: 25582115182c522111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 21112b891218111212, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 21: 228c22294221b42111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 000000000000400000, Class:  0, CF:0.00250847, Len:  1, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 18e2225c8818541811, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 2d52141941111c1142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13184c925151141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 25112b451512118411, Class:  1, CF:0.545093, Len: 18, Fitness_tra: 0
Rule 29: 99a14c125115315555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000600000002, Class:  1, CF:0.0887387, Len:  2, Fitness_tra: 0
Rule 31: 2154415dc528111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 182c214111c1822112, Class:  1, CF:0.542587, Len: 18, Fitness_tra: 0
Rule 33: 81d227814182221115, Class:  1, CF:0.78707, Len: 18, Fitness_tra: 0
Rule 34: 11681114d3d35c5c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 133221179191322211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00c700000000008200, Class:  0, CF:0.0831423, Len:  4, Fitness_tra: 0
Rule 37: 003070500000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 38: 11e88221815587185d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 225824151111122251, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 40: 00c000b0b07b400d88, Class:  1, CF:0.397558, Len:  9, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d182111118c42c4122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 5111bb2d81c4881c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00050b005000000000, Class:  1, CF:0.012236, Len:  3, Fitness_tra: 0
Rule 45: 0d00c0000000d00000, Class:  0, CF:0.317474, Len:  3, Fitness_tra: 0
Rule 46: 1d12279815255c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 93381112119e1115c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d59114d21315115439, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e13d24111393142983, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 849c1b151c12177111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: e13dc2e43151912111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 59a8123c3581321821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11274b2eb224482222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111223c3115143dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9115115111d9912111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 57: 13652292d559122113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5851122141c7822413, Class:  0, CF:0.651646, Len: 18, Fitness_tra: 0
Rule 59: 0000000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9d32c232d1d1315815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c111411dc121811472, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 62: 00d00b000000dc00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: ed61cc3132dd525159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111221111d21227111, Class:  0, CF:0.663817, Len: 18, Fitness_tra: 0
Rule 65: 15312c5815d1312cdd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931c15cd11d112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1458c1252221717113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 9118121159d5122821, Class:  1, CF:0.833406, Len: 18, Fitness_tra: 0
Rule 70: 1d24222121811122c2, Class:  1, CF:0.73953, Len: 18, Fitness_tra: 0
Rule 71: 1e611c18d9dd315485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1111271115c15c1151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00d000490007000460, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151128d2124221821, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 148cc4cdc8c2c111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 191d42979e19127125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 116d123151d9e21551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 8c0c7000c000007000, Class:  1, CF:0.365808, Len:  6, Fitness_tra: 0
Rule 79: e13111113911971281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 531d129451d5122251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0008000850000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 161211e45519127185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 113811979159111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00e000002002000000, Class:  1, CF:0.313647, Len:  3, Fitness_tra: 0
Rule 85: 000000000000000300, Class:  0, CF:0.160912, Len:  1, Fitness_tra: 123
Rule 86: 0a000000003e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 030070003300000000, Class:  0, CF:0.0590345, Len:  4, Fitness_tra: 0
Rule 88: 000cb0000000000600, Class:  1, CF:0.153173, Len:  3, Fitness_tra: 0
Rule 89: 59151c9159d1317115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000850000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 91: 000000000000050000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 92: 91ad4ce25111912515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 500e1c042170020202, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 9110204081c082d010, Class:  1, CF:0.95672, Len: 12, Fitness_tra: 0
Rule 95: 000000400007002560, Class:  0, CF:0.0768669, Len:  5, Fitness_tra: 0
Rule 96: e13d00040650012012, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 070004840000000030, Class:  1, CF:0.52071, Len:  5, Fitness_tra: 0
Rule 98: 0080000e0000c0e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 90381100110e401500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00e082008c00000802, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.2544
------Result------
Miss_rate(tra)	:41.2544
Miss_rate(tst)	:41.1765
ARL				:7.21053

------Generation 4------
Rule  1: 000000800000000000, Class:  1, CF:0.384115, Len:  1, Fitness_tra: 91
Rule  2: 000000003000000002, Class:  0, CF:0.214102, Len:  2, Fitness_tra: 29
Rule  3: d00000000000000000, Class:  1, CF:0.407795, Len:  1, Fitness_tra: 59
Rule  4: 000070000000007000, Class:  0, CF:0.0839416, Len:  2, Fitness_tra: 1
Rule  5: 300200000000000000, Class:  0, CF:0.234352, Len:  2, Fitness_tra: 2
Rule  6: 0000c0000000000000, Class:  0, CF:0.860127, Len:  1, Fitness_tra: 17
Rule  7: c00000000000000000, Class:  0, CF:0.0512245, Len:  1, Fitness_tra: 2
Rule  8: 000000000000000e00, Class:  1, CF:0.519183, Len:  1, Fitness_tra: 11
Rule  9: 0000000000000000d0, Class:  0, CF:0.102651, Len:  1, Fitness_tra: 4
Rule 10: 00900000000000000e, Class:  1, CF:0.766807, Len:  2, Fitness_tra: 8
Rule 11: 000000002000000002, Class:  1, CF:0.30833, Len:  2, Fitness_tra: 8
Rule 12: 03000000000000d000, Class:  1, CF:0.134496, Len:  2, Fitness_tra: 4
Rule 13: 005000000000080000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 14: 009000000000300000, Class:  1, CF:0.492338, Len:  2, Fitness_tra: 2
Rule 15: 00000000000005000b, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 16: 00000c000000000005, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 17: 182081001000800112, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: 000000005000000500, Class:  1, CF:0.232844, Len:  2, Fitness_tra: 0
Rule 19: 25582115182c522111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 21112b891218111212, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 21: 228c22294221b42111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 22: 000000000000400000, Class:  0, CF:0.00250847, Len:  1, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 18e2225c8818541811, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 2d52141941111c1142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13184c925151141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 25112b451512118411, Class:  1, CF:0.545093, Len: 18, Fitness_tra: 0
Rule 29: 99a14c125115315555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000600000002, Class:  1, CF:0.0887387, Len:  2, Fitness_tra: 0
Rule 31: 2154415dc528111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 182c214111c1822112, Class:  1, CF:0.542587, Len: 18, Fitness_tra: 0
Rule 33: 81d227814182221115, Class:  1, CF:0.78707, Len: 18, Fitness_tra: 0
Rule 34: 11681114d3d35c5c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 133221179191322211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00c700000000008200, Class:  0, CF:0.0831423, Len:  4, Fitness_tra: 0
Rule 37: 003070500000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 38: 11e88221815587185d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 225824151111122251, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 40: 00c000b0b07b400d88, Class:  1, CF:0.397558, Len:  9, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d182111118c42c4122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 5111bb2d81c4881c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00050b005000000000, Class:  1, CF:0.012236, Len:  3, Fitness_tra: 0
Rule 45: 0d00c0000000d00000, Class:  0, CF:0.317474, Len:  3, Fitness_tra: 0
Rule 46: 1d12279815255c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 93381112119e1115c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d59114d21315115439, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e13d24111393142983, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 849c1b151c12177111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: e13dc2e43151912111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 59a8123c3581321821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11274b2eb224482222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111223c3115143dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9115115111d9912111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 57: 13652292d559122113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5851122141c7822413, Class:  0, CF:0.651646, Len: 18, Fitness_tra: 0
Rule 59: 0000000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9d32c232d1d1315815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c111411dc121811472, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 62: 00d00b000000dc00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: ed61cc3132dd525159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111221111d21227111, Class:  0, CF:0.663817, Len: 18, Fitness_tra: 0
Rule 65: 15312c5815d1312cdd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931c15cd11d112151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1458c1252221717113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 9118121159d5122821, Class:  1, CF:0.833406, Len: 18, Fitness_tra: 0
Rule 70: 1d24222121811122c2, Class:  1, CF:0.73953, Len: 18, Fitness_tra: 0
Rule 71: 1e611c18d9dd315485, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1111271115c15c1151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00d000490007000460, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151128d2124221821, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 148cc4cdc8c2c111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 191d42979e19127125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 116d123151d9e21551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 8c0c7000c000007000, Class:  1, CF:0.365808, Len:  6, Fitness_tra: 0
Rule 79: e13111113911971281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 531d129451d5122251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0008000850000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 161211e45519127185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 113811979159111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00e000002002000000, Class:  1, CF:0.313647, Len:  3, Fitness_tra: 0
Rule 85: 000000000000000300, Class:  0, CF:0.160912, Len:  1, Fitness_tra: 123
Rule 86: 0a000000003e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 030070003300000000, Class:  0, CF:0.0590345, Len:  4, Fitness_tra: 0
Rule 88: 000cb0000000000600, Class:  1, CF:0.153173, Len:  3, Fitness_tra: 0
Rule 89: 59151c9159d1317115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000850000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 91: 000000000000050000, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 92: 91ad4ce25111912515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 500e1c042170020202, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 9110204081c082d010, Class:  1, CF:0.95672, Len: 12, Fitness_tra: 0
Rule 95: 000000400007002560, Class:  0, CF:0.0768669, Len:  5, Fitness_tra: 0
Rule 96: e13d00040650012012, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 070004840000000030, Class:  1, CF:0.52071, Len:  5, Fitness_tra: 0
Rule 98: 0080000e0000c0e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 90381100110e401500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
