------Generation 0------
Rule  1: 6315123c51d31111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  1: 0c0000000000000000, Class:  0, CF:0.197044, Len:  1, Fitness_tra: 143
Rule  2: d00000000000000000, Class:  1, CF:0.382943, Len:  1, Fitness_tra: 58
Rule  3: 000000004000000400, Class:  1, CF:0.226268, Len:  2, Fitness_tra: 29
Rule  4: 000000000000000500, Class:  1, CF:0.364369, Len:  1, Fitness_tra: 26
Rule  5: 00000000cc00000000, Class:  1, CF:0.432105, Len:  2, Fitness_tra: 22
Rule  6: 00500b000000000008, Class:  1, CF:0.510618, Len:  3, Fitness_tra: 16
Rule  7: d00000000000d00000, Class:  1, CF:0.487453, Len:  2, Fitness_tra: 14
Rule  8: 000c00000000000002, Class:  1, CF:0.399323, Len:  2, Fitness_tra: 6
Rule  9: d000000b0000000000, Class:  1, CF:0.494267, Len:  2, Fitness_tra: 11
Rule 10: 00900b000000000002, Class:  1, CF:0.559777, Len:  3, Fitness_tra: 6
Rule 11: 000000000000008400, Class:  1, CF:0.322642, Len:  2, Fitness_tra: 6
Rule 12: 00f000003000000300, Class:  0, CF:0.585515, Len:  3, Fitness_tra: 7
Rule 13: 000000000000080030, Class:  0, CF:0.902388, Len:  2, Fitness_tra: 4
Rule 14: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 15: 0e0000000500000003, Class:  0, CF:0.982644, Len:  3, Fitness_tra: 4
Rule 16: 00000c000004000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 17: d000000000000c0000, Class:  0, CF:0.973181, Len:  2, Fitness_tra: 2
Rule 18: 070000000000080030, Class:  0, CF:0.946026, Len:  3, Fitness_tra: 2
Rule 19: 0000000500c0000000, Class:  1, CF:0.428861, Len:  2, Fitness_tra: 1
Rule 20: 20d10910c000020422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1030c05413053c5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 259c14112d22d81215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51511b89212c821217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 131124111511d41221, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e62175215139c5881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1138b4ab3333121114, Class:  1, CF:0.990358, Len: 18, Fitness_tra: 0
Rule 28: 020000002000000000, Class:  1, CF:0.154384, Len:  2, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00f000000000000000, Class:  0, CF:0.0803862, Len:  1, Fitness_tra: 0
Rule 31: 00080b0000c0c00000, Class:  1, CF:0.478332, Len:  4, Fitness_tra: 0
Rule 32: 1e38415111d5111c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 25211b13c522d21422, Class:  1, CF:0.438946, Len: 18, Fitness_tra: 0
Rule 34: 1c151c282c88112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1111146419e6651141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2851278dc221551111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1d811721451c111521, Class:  0, CF:0.191474, Len: 18, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1d511411c522141119, Class:  1, CF:0.393767, Len: 18, Fitness_tra: 0
Rule 41: 000c00100000000002, Class:  1, CF:0.347389, Len:  3, Fitness_tra: 0
Rule 42: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8000007e007bc03000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 000000000000080dcc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 9e6222915155521125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 16a121673316182122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 19622711131912b985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 553d81d28181821151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: e13514e15915915155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 331114511ed9121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11621b6b19e3382124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000520000000000, Class:  1, CF:0.375539, Len:  2, Fitness_tra: 0
Rule 55: 6315123c51d31111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 81dc21112141114251, Class:  1, CF:0.0314129, Len: 18, Fitness_tra: 0
Rule 57: 112217412221c81122, Class:  0, CF:0.998455, Len: 18, Fitness_tra: 0
Rule 58: 19154c375119141351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0080000040000c0000, Class:  0, CF:0.737599, Len:  3, Fitness_tra: 0
Rule 61: 1112c4c58c11124115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 166d12e1535954b559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1214441122c2825811, Class:  1, CF:0.710869, Len: 18, Fitness_tra: 0
Rule 64: ee3212e19153e11421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 115c222111812719d2, Class:  1, CF:0.472736, Len: 18, Fitness_tra: 0
Rule 66: 311112641311121151, Class:  0, CF:0.316686, Len: 18, Fitness_tra: 0
Rule 67: 3ef1123c511d341151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5c87141e7474111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c8524b218181dc4177, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 81cb4b2972b44c3111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 9332bb646133181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000005000000400, Class:  1, CF:0.0920409, Len:  2, Fitness_tra: 0
Rule 73: 00e000002000000800, Class:  1, CF:0.401224, Len:  3, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3119c1e15915111519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1c1222851c21815121, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 77: 116d141299d3e12551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00007000500000c020, Class:  1, CF:0.281379, Len:  4, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00900b002000000008, Class:  1, CF:0.581545, Len:  4, Fitness_tra: 0
Rule 81: 1111211231931c1181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000000b0000400, Class:  0, CF:0.0918756, Len:  2, Fitness_tra: 1
Rule 83: 51d51b8212c4212555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 84: 000000005000000000, Class:  1, CF:0.0525992, Len:  1, Fitness_tra: 0
Rule 85: 000700060000000000, Class:  1, CF:0.181569, Len:  2, Fitness_tra: -2
Rule 86: e61d11345155922113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1931819855dd171153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000000000b000, Class:  0, CF:0.0867632, Len:  1, Fitness_tra: -11
Rule 89: 1515422c1181142211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1411cb11c2c2121991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 106c3201730950b049, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000b00500000c020, Class:  1, CF:0.318392, Len:  4, Fitness_tra: 0
Rule 93: 05007001500502c021, Class:  0, CF:0.693546, Len:  9, Fitness_tra: 0
Rule 94: 9e904b0010e0101022, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 95: 000000000900000004, Class:  0, CF:0.069072, Len:  2, Fitness_tra: 0
Rule 96: 0cf7041e7400001201, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 97: 000000002050000800, Class:  0, CF:0.657372, Len:  3, Fitness_tra: 1
Rule 98: 002000003000000000, Class:  0, CF:0.204872, Len:  2, Fitness_tra: 32
Rule 99: 205000110002001018, Class:  1, CF:0.525734, Len:  8, Fitness_tra: 0
Rule100: d0500b000000000c00, Class:  1, CF:0.532452, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:48.4982
------Result------
Miss_rate(tra)	:48.4982
Miss_rate(tst)	:42.8571
ARL				:5.77612

------Generation 3------
Rule  1: 0c0000000000000000, Class:  0, CF:0.197044, Len:  1, Fitness_tra: 143
Rule  2: d00000000000000000, Class:  1, CF:0.382943, Len:  1, Fitness_tra: 58
Rule  3: 000000004000000400, Class:  1, CF:0.226268, Len:  2, Fitness_tra: 29
Rule  4: 000000000000000500, Class:  1, CF:0.364369, Len:  1, Fitness_tra: 26
Rule  5: 00000000cc00000000, Class:  1, CF:0.432105, Len:  2, Fitness_tra: 22
Rule  6: 00500b000000000008, Class:  1, CF:0.510618, Len:  3, Fitness_tra: 16
Rule  7: d00000000000d00000, Class:  1, CF:0.487453, Len:  2, Fitness_tra: 14
Rule  8: 000c00000000000002, Class:  1, CF:0.399323, Len:  2, Fitness_tra: 6
Rule  9: d000000b0000000000, Class:  1, CF:0.494267, Len:  2, Fitness_tra: 11
Rule 10: 00900b000000000002, Class:  1, CF:0.559777, Len:  3, Fitness_tra: 6
Rule 11: 000000000000008400, Class:  1, CF:0.322642, Len:  2, Fitness_tra: 6
Rule 12: 00f000003000000300, Class:  0, CF:0.585515, Len:  3, Fitness_tra: 7
Rule 13: 000000000000080030, Class:  0, CF:0.902388, Len:  2, Fitness_tra: 4
Rule 14: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 15: 0e0000000500000003, Class:  0, CF:0.982644, Len:  3, Fitness_tra: 4
Rule 16: 00000c000004000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 17: d000000000000c0000, Class:  0, CF:0.973181, Len:  2, Fitness_tra: 2
Rule 18: 070000000000080030, Class:  0, CF:0.946026, Len:  3, Fitness_tra: 2
Rule 19: 0000000500c0000000, Class:  1, CF:0.428861, Len:  2, Fitness_tra: 1
Rule 20: 20d10910c000020422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1030c05413053c5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 259c14112d22d81215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51511b89212c821217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 131124111511d41221, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e62175215139c5881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1138b4ab3333121114, Class:  1, CF:0.990358, Len: 18, Fitness_tra: 0
Rule 28: 020000002000000000, Class:  1, CF:0.154384, Len:  2, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00f000000000000000, Class:  0, CF:0.0803862, Len:  1, Fitness_tra: 0
Rule 31: 00080b0000c0c00000, Class:  1, CF:0.478332, Len:  4, Fitness_tra: 0
Rule 32: 1e38415111d5111c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 25211b13c522d21422, Class:  1, CF:0.438946, Len: 18, Fitness_tra: 0
Rule 34: 1c151c282c88112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1111146419e6651141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2851278dc221551111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1d811721451c111521, Class:  0, CF:0.191474, Len: 18, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1d511411c522141119, Class:  1, CF:0.393767, Len: 18, Fitness_tra: 0
Rule 41: 000c00100000000002, Class:  1, CF:0.347389, Len:  3, Fitness_tra: 0
Rule 42: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8000007e007bc03000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 000000000000080dcc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 9e6222915155521125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 16a121673316182122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 19622711131912b985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 553d81d28181821151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: e13514e15915915155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 331114511ed9121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11621b6b19e3382124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000520000000000, Class:  1, CF:0.375539, Len:  2, Fitness_tra: 0
Rule 55: 6315123c51d31111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 81dc21112141114251, Class:  1, CF:0.0314129, Len: 18, Fitness_tra: 0
Rule 57: 112217412221c81122, Class:  0, CF:0.998455, Len: 18, Fitness_tra: 0
Rule 58: 19154c375119141351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0080000040000c0000, Class:  0, CF:0.737599, Len:  3, Fitness_tra: 0
Rule 61: 1112c4c58c11124115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 166d12e1535954b559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1214441122c2825811, Class:  1, CF:0.710869, Len: 18, Fitness_tra: 0
Rule 64: ee3212e19153e11421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 115c222111812719d2, Class:  1, CF:0.472736, Len: 18, Fitness_tra: 0
Rule 66: 311112641311121151, Class:  0, CF:0.316686, Len: 18, Fitness_tra: 0
Rule 67: 3ef1123c511d341151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5c87141e7474111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c8524b218181dc4177, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 81cb4b2972b44c3111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 9332bb646133181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000005000000400, Class:  1, CF:0.0920409, Len:  2, Fitness_tra: 0
Rule 73: 00e000002000000800, Class:  1, CF:0.401224, Len:  3, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3119c1e15915111519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1c1222851c21815121, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 77: 116d141299d3e12551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00007000500000c020, Class:  1, CF:0.281379, Len:  4, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00900b002000000008, Class:  1, CF:0.581545, Len:  4, Fitness_tra: 0
Rule 81: 1111211231931c1181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000000b0000400, Class:  0, CF:0.0918756, Len:  2, Fitness_tra: 1
Rule 83: 51d51b8212c4212555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 84: 000000005000000000, Class:  1, CF:0.0525992, Len:  1, Fitness_tra: 0
Rule 85: 000700060000000000, Class:  1, CF:0.181569, Len:  2, Fitness_tra: -2
Rule 86: e61d11345155922113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1931819855dd171153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000000000b000, Class:  0, CF:0.0867632, Len:  1, Fitness_tra: -11
Rule 89: 1515422c1181142211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1411cb11c2c2121991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 106c3201730950b049, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000b00500000c020, Class:  1, CF:0.318392, Len:  4, Fitness_tra: 0
Rule 93: 05007001500502c021, Class:  0, CF:0.693546, Len:  9, Fitness_tra: 0
Rule 94: 9e904b0010e0101022, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 95: 000000000900000004, Class:  0, CF:0.069072, Len:  2, Fitness_tra: 0
Rule 96: 0cf7041e7400001201, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 97: 000000002050000800, Class:  0, CF:0.657372, Len:  3, Fitness_tra: 1
Rule 98: 002000003000000000, Class:  0, CF:0.204872, Len:  2, Fitness_tra: 32
Rule 99: 205000110002001018, Class:  1, CF:0.525734, Len:  8, Fitness_tra: 0
Rule100: d0500b000000000c00, Class:  1, CF:0.532452, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:48.4982
------Result------
Miss_rate(tra)	:48.4982
Miss_rate(tst)	:42.8571
ARL				:5.77612

------Generation 4------
Rule  1: 0c0000000000000000, Class:  0, CF:0.197044, Len:  1, Fitness_tra: 143
Rule  2: d00000000000000000, Class:  1, CF:0.382943, Len:  1, Fitness_tra: 58
Rule  3: 000000004000000400, Class:  1, CF:0.226268, Len:  2, Fitness_tra: 29
Rule  4: 000000000000000500, Class:  1, CF:0.364369, Len:  1, Fitness_tra: 26
Rule  5: 00000000cc00000000, Class:  1, CF:0.432105, Len:  2, Fitness_tra: 22
Rule  6: 00500b000000000008, Class:  1, CF:0.510618, Len:  3, Fitness_tra: 16
Rule  7: d00000000000d00000, Class:  1, CF:0.487453, Len:  2, Fitness_tra: 14
Rule  8: 000c00000000000002, Class:  1, CF:0.399323, Len:  2, Fitness_tra: 6
Rule  9: d000000b0000000000, Class:  1, CF:0.494267, Len:  2, Fitness_tra: 11
Rule 10: 00900b000000000002, Class:  1, CF:0.559777, Len:  3, Fitness_tra: 6
Rule 11: 000000000000008400, Class:  1, CF:0.322642, Len:  2, Fitness_tra: 6
Rule 12: 00f000003000000300, Class:  0, CF:0.585515, Len:  3, Fitness_tra: 7
Rule 13: 000000000000080030, Class:  0, CF:0.902388, Len:  2, Fitness_tra: 4
Rule 14: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 15: 0e0000000500000003, Class:  0, CF:0.982644, Len:  3, Fitness_tra: 4
Rule 16: 00000c000004000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 17: d000000000000c0000, Class:  0, CF:0.973181, Len:  2, Fitness_tra: 2
Rule 18: 070000000000080030, Class:  0, CF:0.946026, Len:  3, Fitness_tra: 2
Rule 19: 0000000500c0000000, Class:  1, CF:0.428861, Len:  2, Fitness_tra: 1
Rule 20: 20d10910c000020422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1030c05413053c5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 259c14112d22d81215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51511b89212c821217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 131124111511d41221, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e62175215139c5881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1138b4ab3333121114, Class:  1, CF:0.990358, Len: 18, Fitness_tra: 0
Rule 28: 020000002000000000, Class:  1, CF:0.154384, Len:  2, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00f000000000000000, Class:  0, CF:0.0803862, Len:  1, Fitness_tra: 0
Rule 31: 00080b0000c0c00000, Class:  1, CF:0.478332, Len:  4, Fitness_tra: 0
Rule 32: 1e38415111d5111c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 25211b13c522d21422, Class:  1, CF:0.438946, Len: 18, Fitness_tra: 0
Rule 34: 1c151c282c88112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1111146419e6651141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2851278dc221551111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1d811721451c111521, Class:  0, CF:0.191474, Len: 18, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1d511411c522141119, Class:  1, CF:0.393767, Len: 18, Fitness_tra: 0
Rule 41: 000c00100000000002, Class:  1, CF:0.347389, Len:  3, Fitness_tra: 0
Rule 42: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8000007e007bc03000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 000000000000080dcc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 9e6222915155521125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 16a121673316182122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 19622711131912b985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 553d81d28181821151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: e13514e15915915155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 331114511ed9121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11621b6b19e3382124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000520000000000, Class:  1, CF:0.375539, Len:  2, Fitness_tra: 0
Rule 55: 6315123c51d31111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 81dc21112141114251, Class:  1, CF:0.0314129, Len: 18, Fitness_tra: 0
Rule 57: 112217412221c81122, Class:  0, CF:0.998455, Len: 18, Fitness_tra: 0
Rule 58: 19154c375119141351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0080000040000c0000, Class:  0, CF:0.737599, Len:  3, Fitness_tra: 0
Rule 61: 1112c4c58c11124115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 166d12e1535954b559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1214441122c2825811, Class:  1, CF:0.710869, Len: 18, Fitness_tra: 0
Rule 64: ee3212e19153e11421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 115c222111812719d2, Class:  1, CF:0.472736, Len: 18, Fitness_tra: 0
Rule 66: 311112641311121151, Class:  0, CF:0.316686, Len: 18, Fitness_tra: 0
Rule 67: 3ef1123c511d341151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5c87141e7474111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c8524b218181dc4177, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 81cb4b2972b44c3111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 9332bb646133181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000005000000400, Class:  1, CF:0.0920409, Len:  2, Fitness_tra: 0
Rule 73: 00e000002000000800, Class:  1, CF:0.401224, Len:  3, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3119c1e15915111519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1c1222851c21815121, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 77: 116d141299d3e12551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00007000500000c020, Class:  1, CF:0.281379, Len:  4, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00900b002000000008, Class:  1, CF:0.581545, Len:  4, Fitness_tra: 0
Rule 81: 1111211231931c1181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000000b0000400, Class:  0, CF:0.0918756, Len:  2, Fitness_tra: 1
Rule 83: 51d51b8212c4212555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 84: 000000005000000000, Class:  1, CF:0.0525992, Len:  1, Fitness_tra: 0
Rule 85: 000700060000000000, Class:  1, CF:0.181569, Len:  2, Fitness_tra: -2
Rule 86: e61d11345155922113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1931819855dd171153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000000000b000, Class:  0, CF:0.0867632, Len:  1, Fitness_tra: -11
Rule 89: 1515422c1181142211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1411cb11c2c2121991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 106c3201730950b049, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000b00500000c020, Class:  1, CF:0.318392, Len:  4, Fitness_tra: 0
Rule 93: 05007001500502c021, Class:  0, CF:0.693546, Len:  9, Fitness_tra: 0
Rule 94: 9e904b0010e0101022, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 95: 000000000900000004, Class:  0, CF:0.069072, Len:  2, Fitness_tra: 0
