------Generation 0------
Rule  1: 218b41c1c281581214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 000400000040000000, Class:  1, CF:0.260274, Len:  2, Fitness_tra: 63
Rule  3: 000000070040000000, Class:  1, CF:0.239855, Len:  2, Fitness_tra: 55
Rule  4: 000000000000000d00, Class:  1, CF:0.356922, Len:  1, Fitness_tra: 37
Rule  5: c00000000000000000, Class:  0, CF:0.0520986, Len:  1, Fitness_tra: 28
Rule  6: 00000000d0dd000000, Class:  0, CF:0.774678, Len:  3, Fitness_tra: 14
Rule  7: 000000004000009000, Class:  1, CF:0.631565, Len:  2, Fitness_tra: 9
Rule  8: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 9
Rule  9: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 8
Rule 10: d0e000002000000002, Class:  1, CF:0.651003, Len:  4, Fitness_tra: 5
Rule 11: 000000000400000000, Class:  0, CF:0.022255, Len:  1, Fitness_tra: 5
Rule 12: 0000c0080000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 4
Rule 13: 0000000000000c0002, Class:  0, CF:0.681855, Len:  2, Fitness_tra: 5
Rule 14: 0c0cc0000000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule 15: 51d11125c5c1521111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 05000000000008c000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 17: 131c47626133321114, Class:  0, CF:0.500667, Len: 18, Fitness_tra: 0
Rule 18: 91312b3211133821c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 22171113c222288d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: cd112ccdc112511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2d8222c9182c518122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 521c21452142441412, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 24: 00000000b0d50b0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000080000500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 27: 11a1445c13191c5e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8514725d211c885115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1332149c1ed591d159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00007700e000d00000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 33: 000080004000007000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 34: 271121114c41b212e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e3144971925945113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81182488c1d11111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: cc21222d41248c12c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: d111422215cc243893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000500000c8c007000, Class:  0, CF:0.0718968, Len:  5, Fitness_tra: 0
Rule 40: 536141e29351112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000000080e02009, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: ee3d81379995542113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111112c5121c121511, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8511421281111211d5, Class:  1, CF:0.284357, Len: 18, Fitness_tra: 0
Rule 46: 5551428dc51c121288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11217b211812282184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e31829199d5142225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0d0000008088000500, Class:  1, CF:0.391556, Len:  5, Fitness_tra: 0
Rule 51: 541144558254c7c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 003c700d50000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000005000003000, Class:  0, CF:0.0331131, Len:  2, Fitness_tra: 0
Rule 56: 185124131271c71413, Class:  0, CF:0.520679, Len: 18, Fitness_tra: 0
Rule 57: 211c12c51122d81411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 911582545395344181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 12888121211122b113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2151278921c45c11c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3e312b123151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 528111134124211131, Class:  1, CF:0.186829, Len: 18, Fitness_tra: 0
Rule 63: 511111158112542111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 113511ec1915521e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0d0080008088000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  1, CF:0.014325, Len:  1, Fitness_tra: 0
Rule 67: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5d52478d2121511133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000e03003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28511b134141181dc1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 070000000000000d82, Class:  1, CF:0.338486, Len:  4, Fitness_tra: 0
Rule 72: 00e0400000d0000000, Class:  0, CF:0.361167, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1524171345c1581147, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 1131cc122112d2218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0030000c5000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11124e41311311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 07980b0007c0c00000, Class:  1, CF:0.558094, Len:  7, Fitness_tra: 0
Rule 79: 03000c005340080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1598721151122798e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1111cc9135dd941115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d21824dc251dd42159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 631d719791dd175213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 819247221421242551, Class:  1, CF:0.82822, Len: 18, Fitness_tra: 0
Rule 86: 9000000050000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1111121c51d5871151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 9e111197915554191e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000430007000000, Class:  1, CF:0.37773, Len:  3, Fitness_tra: 3
Rule 91: 8584000e204c985115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000002110506120100, Class:  0, CF:0.980489, Len:  8, Fitness_tra: 0
Rule 93: 000008e80000000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0d0080008088000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 111102c5101c120d00, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: 010cc0000000002000, Class:  0, CF:0.896666, Len:  4, Fitness_tra: 0
Rule 98: 0000500009d00c0800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 001c47624000301d00, Class:  0, CF:0.219182, Len: 10, Fitness_tra: 0
Rule100: 5d300c102188042558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:58.0389
------Result------
Miss_rate(tra)	:58.0389
Miss_rate(tst)	:42.3529
ARL				:6.26

------Generation 3------
Rule  1: b000000000000000b0, Class:  0, CF:0.241429, Len:  2, Fitness_tra: 95
Rule  2: 000400000040000000, Class:  1, CF:0.260274, Len:  2, Fitness_tra: 64
Rule  3: 000000070040000000, Class:  1, CF:0.239855, Len:  2, Fitness_tra: 55
Rule  4: 000000000000000d00, Class:  1, CF:0.356922, Len:  1, Fitness_tra: 38
Rule  5: c00000000000000000, Class:  0, CF:0.0520986, Len:  1, Fitness_tra: 25
Rule  6: 00000000d0dd000000, Class:  0, CF:0.774678, Len:  3, Fitness_tra: 14
Rule  7: 000000004000009000, Class:  1, CF:0.631565, Len:  2, Fitness_tra: 9
Rule  8: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 9
Rule  9: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 8
Rule 10: d0e000002000000002, Class:  1, CF:0.651003, Len:  4, Fitness_tra: 5
Rule 11: 000000000400000000, Class:  0, CF:0.022255, Len:  1, Fitness_tra: 0
Rule 12: 0000000000000c0002, Class:  0, CF:0.681855, Len:  2, Fitness_tra: 3
Rule 13: 0000c0080000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 4
Rule 14: 000000430007000000, Class:  1, CF:0.37773, Len:  3, Fitness_tra: 3
Rule 15: 0c0cc0000000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule 16: 05000000000008c000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 17: 131c47626133321114, Class:  0, CF:0.500667, Len: 18, Fitness_tra: 0
Rule 18: 91312b3211133821c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 22171113c222288d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: cd112ccdc112511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2d8222c9182c518122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 521c21452142441412, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 24: 00000000b0d50b0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000080000500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 27: 11a1445c13191c5e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8514725d211c885115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1332149c1ed591d159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00007700e000d00000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 33: 000080004000007000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 34: 271121114c41b212e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e3144971925945113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81182488c1d11111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: cc21222d41248c12c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: d111422215cc243893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000500000c8c007000, Class:  0, CF:0.0718968, Len:  5, Fitness_tra: 0
Rule 40: 536141e29351112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000000080e02009, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: ee3d81379995542113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111112c5121c121511, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8511421281111211d5, Class:  1, CF:0.284357, Len: 18, Fitness_tra: 0
Rule 46: 5551428dc51c121288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11217b211812282184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e31829199d5142225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0d0000008088000500, Class:  1, CF:0.391556, Len:  5, Fitness_tra: 0
Rule 51: 541144558254c7c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 003c700d50000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000005000003000, Class:  0, CF:0.0331131, Len:  2, Fitness_tra: 0
Rule 56: 185124131271c71413, Class:  0, CF:0.520679, Len: 18, Fitness_tra: 0
Rule 57: 211c12c51122d81411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 911582545395344181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 12888121211122b113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2151278921c45c11c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3e312b123151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 528111134124211131, Class:  1, CF:0.186829, Len: 18, Fitness_tra: 0
Rule 63: 511111158112542111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 113511ec1915521e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0d0080008088000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  1, CF:0.014325, Len:  1, Fitness_tra: 0
Rule 67: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5d52478d2121511133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000e03003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28511b134141181dc1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 070000000000000d82, Class:  1, CF:0.338486, Len:  4, Fitness_tra: 0
Rule 72: 00e0400000d0000000, Class:  0, CF:0.361167, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1524171345c1581147, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 1131cc122112d2218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0030000c5000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11124e41311311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 07980b0007c0c00000, Class:  1, CF:0.558094, Len:  7, Fitness_tra: 0
Rule 79: 03000c005340080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1598721151122798e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 9e1d423c5311924d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000200004000, Class:  1, CF:0.0676998, Len:  2, Fitness_tra: 0
Rule 83: 5311c4329311111413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 5ead111753d5922125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1991c15851551c1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 511571152d52819211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0205070c505000000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000e0000000000, Class:  0, CF:0.169011, Len:  1, Fitness_tra: 14
Rule 89: 0f0000000000080000, Class:  0, CF:0.133192, Len:  2, Fitness_tra: 0
Rule 90: 1535213c5555111c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0d000000008e000500, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 92: 9e111197915154191e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a03100971920905018, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 9e3e8d91a9d5142225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0d5200802181001503, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 96: 00000003e00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 97: 0b00720050027000eb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 10314d624925941d03, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e050241301401010c1, Class:  1, CF:0.933876, Len: 12, Fitness_tra: 0
Rule100: 2150270901c00c11c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.8622
------Result------
Miss_rate(tra)	:57.8622
Miss_rate(tst)	:42.3529
ARL				:5.67308

------Generation 4------
Rule  1: b000000000000000b0, Class:  0, CF:0.241429, Len:  2, Fitness_tra: 75
Rule  2: 000400000040000000, Class:  1, CF:0.260274, Len:  2, Fitness_tra: 114
Rule  3: 000000070040000000, Class:  1, CF:0.239855, Len:  2, Fitness_tra: 60
Rule  4: 000000000000000d00, Class:  1, CF:0.356922, Len:  1, Fitness_tra: 39
Rule  5: c00000000000000000, Class:  0, CF:0.0520986, Len:  1, Fitness_tra: 4
Rule  6: 00000000d0dd000000, Class:  0, CF:0.774678, Len:  3, Fitness_tra: 10
Rule  7: 0000000e0000000000, Class:  0, CF:0.169011, Len:  1, Fitness_tra: 9
Rule  8: 000000004000009000, Class:  1, CF:0.631565, Len:  2, Fitness_tra: 9
Rule  9: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 8
Rule 10: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 8
Rule 11: d0e000002000000002, Class:  1, CF:0.651003, Len:  4, Fitness_tra: 5
Rule 12: 0000c0080000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 4
Rule 13: 0000000000000c0002, Class:  0, CF:0.681855, Len:  2, Fitness_tra: 2
Rule 14: 000000430007000000, Class:  1, CF:0.37773, Len:  3, Fitness_tra: 3
Rule 15: 0c0cc0000000000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule 16: 000000000400000000, Class:  0, CF:0.022255, Len:  1, Fitness_tra: 0
Rule 17: 131c47626133321114, Class:  0, CF:0.500667, Len: 18, Fitness_tra: 0
Rule 18: 91312b3211133821c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 22171113c222288d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: cd112ccdc112511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2d8222c9182c518122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 521c21452142441412, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 24: 00000000b0d50b0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000080000500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 27: 11a1445c13191c5e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8514725d211c885115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1332149c1ed591d159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00007700e000d00000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 33: 000080004000007000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 34: 271121114c41b212e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e3144971925945113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81182488c1d11111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: cc21222d41248c12c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: d111422215cc243893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000500000c8c007000, Class:  0, CF:0.0718968, Len:  5, Fitness_tra: 0
Rule 40: 536141e29351112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000000080e02009, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: ee3d81379995542113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111112c5121c121511, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8511421281111211d5, Class:  1, CF:0.284357, Len: 18, Fitness_tra: 0
Rule 46: 5551428dc51c121288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11217b211812282184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e31829199d5142225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0d0000008088000500, Class:  1, CF:0.391556, Len:  5, Fitness_tra: 0
Rule 51: 541144558254c7c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 003c700d50000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000005000003000, Class:  0, CF:0.0331131, Len:  2, Fitness_tra: 0
Rule 56: 185124131271c71413, Class:  0, CF:0.520679, Len: 18, Fitness_tra: 0
Rule 57: 211c12c51122d81411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 911582545395344181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 12888121211122b113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2151278921c45c11c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3e312b123151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 528111134124211131, Class:  1, CF:0.186829, Len: 18, Fitness_tra: 0
Rule 63: 511111158112542111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 113511ec1915521e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0d0080008088000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  1, CF:0.014325, Len:  1, Fitness_tra: 0
Rule 67: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5d52478d2121511133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000e03003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28511b134141181dc1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 070000000000000d82, Class:  1, CF:0.338486, Len:  4, Fitness_tra: 0
Rule 72: 00e0400000d0000000, Class:  0, CF:0.361167, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1524171345c1581147, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 1131cc122112d2218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0030000c5000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11124e41311311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 07980b0007c0c00000, Class:  1, CF:0.558094, Len:  7, Fitness_tra: 0
Rule 79: 03000c005340080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1598721151122798e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000a560, Class:  1, CF:0.0931411, Len:  3, Fitness_tra: 0
Rule 82: 0020800005400000dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 030d8b0c50000c0065, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 5151121512441118c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 86: 1118c189222214c191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 116542119d13111911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000088008000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 90: 000000000000000080, Class:  1, CF:0.0823302, Len:  1, Fitness_tra: -52
Rule 91: 00000003000000000b, Class:  0, CF:0.808359, Len:  2, Fitness_tra: 18
Rule 92: 1505b0000050010053, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 93: 0000000000000000b0, Class:  0, CF:0.140998, Len:  1, Fitness_tra: 36
Rule 94: 1d514d824981941d03, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b0000000000300000b, Class:  0, CF:0.108378, Len:  3, Fitness_tra: 2
Rule 96: 8511428200010000d5, Class:  1, CF:0.170719, Len: 11, Fitness_tra: 0
Rule 97: 013170211b10085004, Class:  1, CF:0.995579, Len: 12, Fitness_tra: 0
Rule 98: 000000a0d440004001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0ea001070000050d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2009200901e00c110b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:56.4488
------Result------
Miss_rate(tra)	:56.4488
