------Generation 0------
Rule  1: 19f19dd915821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 71a1218d855cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b4bdd2dc15195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: f16b863121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12414815e1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: feb15d9919558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a375551951228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 17bdd95115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6e71118291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b5132d3153e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f125881139351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3149954111198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b2b3855192595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6321858152118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 48a92153813cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 27235255855d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1332328551121, Class:  0, CF:0.998374, Len: 13, Fitness_tra: 0
Rule 32: 28319311899c2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: b1a1511121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: faa892281dd83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11a2911188881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 7c111351d5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f6381e11c8c81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 12a18131d118c, Class:  1, CF:0.81487, Len: 13, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 45f2161121153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: aea1139e1c116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: a32d511c153e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 131d11d51d121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: f57121819d591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b4b3d311151d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b47d519191e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f579198118535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 256d825281951, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1df1991521821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a162916112815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: b4b381511132d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a17c51d553d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4b71d13c129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 12319515d118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00080c6900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 411d815218352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1811152d25121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 317115d515595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: bc151812191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2b351118261e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6db51151111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f9bcd8d59d311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f97531c53591c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11115d1d91585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 277381d211511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 42f113111552c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18f1299931183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4873818cd1995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1722311851253, Class:  1, CF:0.595489, Len: 13, Fitness_tra: 0
Rule 70: f17551555d315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a111e2155e1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7361521155816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 714d12d1129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ad1885155d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: ad1d25555ddc5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 121d591511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: f1b2dd518d552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2961a1235157d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2721d955d9895, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: f571e15111915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 221d538195111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2c412e51121ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000000c00e0, Class:  0, CF:0.628588, Len:  2, Fitness_tra: 9
Rule 84: 111355923d158, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 4441d53835115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000e0c00000, Class:  0, CF:  1, Len:  2, Fitness_tra: 51
Rule 87: b1b1219135598, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 5141512198511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b5a5e18151125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 41481188155de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0920550911801, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 92: 13a2328151122, Class:  1, CF:0.155431, Len: 13, Fitness_tra: 9
Rule 93: 1332c28535051, Class:  0, CF:  1, Len: 12, Fitness_tra: 3
Rule 94: 00088c9cd0000, Class:  1, CF:0.865848, Len:  6, Fitness_tra: -1
Rule 95: b4b35111851d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3243855112596, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: af12181525843, Class:  0, CF:0.997776, Len: 13, Fitness_tra: 0
Rule 98: 6d13151581819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 19a1add915d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 256d815281951, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:81.358
------Result------
Miss_rate(tra)	:81.358
Miss_rate(tst)	:61.6162
ARL				:10.3448

------Generation 3------
Rule  1: 0000080000000, Class:  1, CF:0.0614493, Len:  1, Fitness_tra: 247
Rule  2: 0000000089000, Class:  0, CF:0.999474, Len:  2, Fitness_tra: 91
Rule  3: 00000e0c00000, Class:  0, CF:  1, Len:  2, Fitness_tra: 51
Rule  4: 0020510011002, Class:  0, CF:0.197098, Len:  6, Fitness_tra: 39
Rule  5: 13a2328151122, Class:  1, CF:0.155431, Len: 13, Fitness_tra: -8
Rule  6: 00000000c00e0, Class:  0, CF:0.628588, Len:  2, Fitness_tra: 9
Rule  7: 256c113372811, Class:  0, CF:0.871803, Len: 13, Fitness_tra: 5
Rule  8: 6631115581813, Class:  0, CF:0.998838, Len: 13, Fitness_tra: 5
Rule  9: 1332c28535051, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 10: 1123c11535118, Class:  0, CF:0.602111, Len: 13, Fitness_tra: 1
Rule 11: b1a55515539d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 2da115818521e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 61f1e54531d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 17b1111235111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 156411852591d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 71a1218d855cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b4bdd2dc15195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: f16b863121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12414815e1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: feb15d9919558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a375551951228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 17bdd95115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6e71118291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b5132d3153e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f125881139351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3149954111198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b2b3855192595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6321858152118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 48a92153813cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 27235255855d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1332328551121, Class:  0, CF:0.998374, Len: 13, Fitness_tra: 0
Rule 32: 28319311899c2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: b1a1511121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: faa892281dd83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11a2911188881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 7c111351d5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f6381e11c8c81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 12a18131d118c, Class:  1, CF:0.81487, Len: 13, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 45f2161121153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: aea1139e1c116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: a32d511c153e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 131d11d51d121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: f57121819d591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b4b3d311151d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b47d519191e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f579198118535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 256d825281951, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1df1991521821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a162916112815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: b4b381511132d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a17c51d553d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4b71d13c129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 12319515d118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00080c6900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 411d815218352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1811152d25121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 317115d515595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: bc151812191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2b351118261e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6db51151111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f9bcd8d59d311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f97531c53591c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11115d1d91585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 277381d211511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 42f113111552c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18f1299931183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4873818cd1995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1722311851253, Class:  1, CF:0.595489, Len: 13, Fitness_tra: 0
Rule 70: f17551555d315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a111e2155e1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7361521155816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 714d12d1129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ad1885155d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: ad1d25555ddc5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 121d591511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: f1b2dd518d552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2961a1235157d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2721d955d9895, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: f571e15111915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1113d12281515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 6d1185115d155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: f1451d5585111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2811553158111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: a6f531d111121, Class:  1, CF:0.463201, Len: 13, Fitness_tra: -8
Rule 86: 251c6511191d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: f3f81193218c1, Class:  1, CF:0.706046, Len: 13, Fitness_tra: 0
Rule 88: 11d5815511511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 3171135515581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: aa12995911521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 6175515158511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1213595091195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 13a23282c0182, Class:  1, CF:0.725216, Len: 12, Fitness_tra: 20
Rule 94: 21ad815181981, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: b4b1dd11125d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6121e6315b218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0c00510010068, Class:  0, CF:0.857221, Len:  6, Fitness_tra: 20
Rule 98: 2c4121532217d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: ad38831589195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 6e7111b291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:80.7407
------Result------
Miss_rate(tra)	:80.7407
Miss_rate(tst)	:58.5859
ARL				:10.6129

------Generation 4------
Rule  1: 0000080000000, Class:  1, CF:0.0614493, Len:  1, Fitness_tra: 247
Rule  2: 0000000089000, Class:  0, CF:0.999474, Len:  2, Fitness_tra: 91
Rule  3: 00000e0c00000, Class:  0, CF:  1, Len:  2, Fitness_tra: 51
Rule  4: 0020510011002, Class:  0, CF:0.197098, Len:  6, Fitness_tra: 39
Rule  5: 0c00510010068, Class:  0, CF:0.857221, Len:  6, Fitness_tra: 20
Rule  6: 13a23282c0182, Class:  1, CF:0.725216, Len: 12, Fitness_tra: 22
Rule  7: 00000000c00e0, Class:  0, CF:0.628588, Len:  2, Fitness_tra: 9
Rule  8: 6631115581813, Class:  0, CF:0.998838, Len: 13, Fitness_tra: 5
Rule  9: 256c113372811, Class:  0, CF:0.871803, Len: 13, Fitness_tra: 5
Rule 10: 1123c11535118, Class:  0, CF:0.602111, Len: 13, Fitness_tra: 1
Rule 11: 6e7111b291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 2da115818521e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 61f1e54531d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 17b1111235111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 156411852591d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 71a1218d855cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b4bdd2dc15195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: f16b863121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12414815e1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: feb15d9919558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a375551951228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 17bdd95115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6e71118291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b5132d3153e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f125881139351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3149954111198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b2b3855192595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6321858152118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 48a92153813cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 27235255855d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1332328551121, Class:  0, CF:0.998374, Len: 13, Fitness_tra: 0
Rule 32: 28319311899c2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: b1a1511121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: faa892281dd83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11a2911188881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 7c111351d5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f6381e11c8c81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 12a18131d118c, Class:  1, CF:0.81487, Len: 13, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 45f2161121153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: aea1139e1c116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: a32d511c153e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 131d11d51d121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: f57121819d591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b4b3d311151d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b47d519191e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f579198118535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 256d825281951, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1df1991521821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a162916112815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: b4b381511132d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a17c51d553d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4b71d13c129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 12319515d118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00080c6900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 411d815218352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1811152d25121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 317115d515595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: bc151812191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2b351118261e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6db51151111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f9bcd8d59d311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f97531c53591c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11115d1d91585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 277381d211511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 42f113111552c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18f1299931183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4873818cd1995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1722311851253, Class:  1, CF:0.595489, Len: 13, Fitness_tra: 0
Rule 70: f17551555d315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a111e2155e1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7361521155816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 714d12d1129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ad1885155d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: ad1d25555ddc5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 121d591511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: f1b2dd518d552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2961a1235157d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2721d955d9895, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: f571e15111915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 451953c18551d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: a36191851d922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3612d81525151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 447588129595c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 31f555dd2d1c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: b5a1152581145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 713521e312c85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: a3681155558c3, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: b261558983915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: f1f121611c283, Class:  0, CF:0.350282, Len: 13, Fitness_tra: 1
Rule 91: 1132c115350b1, Class:  0, CF:0.998253, Len: 12, Fitness_tra: 0
Rule 92: 24dcd33375811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: 2111553d5b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: f171eb0553954, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 61a1e545355e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1705080005051, Class:  0, CF:0.563768, Len:  7, Fitness_tra: 0
Rule 97: f071215541591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 61a5511188517, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 172331185155e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 26a1118181813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:80.679
------Result------
Miss_rate(tra)	:80.679
Miss_rate(tst)	:58.5859
ARL				:10.3333

------Generation 5------
Rule  1: 0000080000000, Class:  1, CF:0.0614493, Len:  1, Fitness_tra: 227
Rule  2: 0000000089000, Class:  0, CF:0.999474, Len:  2, Fitness_tra: 78
Rule  3: 00000e0c00000, Class:  0, CF:  1, Len:  2, Fitness_tra: 50
Rule  4: 0020510011002, Class:  0, CF:0.197098, Len:  6, Fitness_tra: 4
Rule  5: 13a23282c0182, Class:  1, CF:0.725216, Len: 12, Fitness_tra: 24
Rule  6: 0c00510010068, Class:  0, CF:0.857221, Len:  6, Fitness_tra: 4
Rule  7: 00000000c00e0, Class:  0, CF:0.628588, Len:  2, Fitness_tra: 7
Rule  8: 6631115581813, Class:  0, CF:0.998838, Len: 13, Fitness_tra: 3
Rule  9: 256c113372811, Class:  0, CF:0.871803, Len: 13, Fitness_tra: 0
Rule 10: 1123c11535118, Class:  0, CF:0.602111, Len: 13, Fitness_tra: 1
Rule 11: f1f121611c283, Class:  0, CF:0.350282, Len: 13, Fitness_tra: 1
Rule 12: 6e7111b291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 61f1e54531d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 17b1111235111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 156411852591d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 71a1218d855cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b4bdd2dc15195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: f16b863121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12414815e1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: feb15d9919558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a375551951228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 17bdd95115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6e71118291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b5132d3153e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f125881139351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3149954111198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b2b3855192595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6321858152118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 48a92153813cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 27235255855d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
