------Generation 0------
Rule  1: b2b9518255199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b2b9518255199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 117835e111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 39188551293c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 41712111d11d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 75118151d539c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 3d212e125c136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1a65551e1121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b271215835359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3f32955125286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f5112115951d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a173192513118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: aa35588259521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1921d111c8198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911911551311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 736111218318e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 471dd811e2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19ac152151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6145151911588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 0
Rule 37: 3f3d31191852e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111d192111515, Class:  0, CF:0.646428, Len: 13, Fitness_tra: 0
Rule 39: 1113191191351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 311581ed11122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a61511253911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d15d1551155d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f3b3881131512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 4135d18853811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 7241d1911d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 113118d55d113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 31a2e82816112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b111815555d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1918d1d15d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 6a65181c15cd9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b562351159579, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1213515d13121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 412a17d56d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: aafd18555d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b2138192e13d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 777581389d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 112111219359c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1911195112131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 75115d5315d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2431531e11e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4279d518e2ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e135c1225111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6e18131d21585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 74b81111855ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 77b318e112311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 657859592395d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 72f511898522e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 233512511511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 518111111d559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4519d51153241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 43a2151113915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b125c1d115de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 75f3152d23513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 741553515d395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6a359111d1181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 4475521295558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: feb1dd5551185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3d711338125e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 48f51155ce11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 632155151d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000c006300000, Class:  0, CF:0.859144, Len:  3, Fitness_tra: 53
Rule 83: 71ad151d19325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1119152159521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a111c21111155, Class:  0, CF:0.78677, Len: 13, Fitness_tra: 3
Rule 86: bbb1d98d1911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: a973551511158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7c2d1e551211d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1e11511515159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 4531585925113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1f3d31191152e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 29b8d211c1388, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: fa63d118c1855, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 94: b535321155179, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3ca1e13826152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4723191111351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7911895812131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 6e11dd1121153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b562151259559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1165161e11311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:75.2469
------Result------
Miss_rate(tra)	:75.2469
Miss_rate(tst)	:75.7576
ARL				:9.53571

------Generation 3------
Rule  1: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 52
Rule  2: 6111111121153, Class:  1, CF:0.197021, Len: 13, Fitness_tra: 46
Rule  3: 0500000000000, Class:  1, CF:0.00825008, Len:  1, Fitness_tra: 61
Rule  4: 111d518111181, Class:  0, CF:0.955662, Len: 13, Fitness_tra: 13
Rule  5: 42f21121d1512, Class:  1, CF:  1, Len: 13, Fitness_tra: 8
Rule  6: 0c000000c0403, Class:  1, CF:0.115689, Len:  4, Fitness_tra: 34
Rule  7: 00090008090d0, Class:  0, CF:  1, Len:  4, Fitness_tra: 8
Rule  8: 0008000060e0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 7
Rule  9: 4725118511831, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule 10: 4221138251111, Class:  1, CF:  1, Len: 13, Fitness_tra: 6
Rule 11: fa63912851155, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: a121811355112, Class:  0, CF:0.787231, Len: 13, Fitness_tra: 1
Rule 13: 27b8221161388, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: a6335c115dc2e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: a32d115153521, Class:  1, CF:0.937792, Len: 13, Fitness_tra: 1
Rule 16: 411135152131c, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: b2b9518255199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 117835e111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 39188551293c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 41712111d11d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 75118151d539c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 3d212e125c136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1a65551e1121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b271215835359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3f32955125286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f5112115951d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a173192513118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: aa35588259521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1921d111c8198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911911551311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 736111218318e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 471dd811e2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19ac152151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6145151911588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 0
Rule 37: 3f3d31191852e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111d192111515, Class:  0, CF:0.646428, Len: 13, Fitness_tra: 0
Rule 39: 1113191191351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 311581ed11122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a61511253911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d15d1551155d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f3b3881131512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 4135d18853811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 7241d1911d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 113118d55d113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 31a2e82816112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b111815555d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1918d1d15d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 6a65181c15cd9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b562351159579, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1213515d13121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 412a17d56d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: aafd18555d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b2138192e13d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 777581389d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 112111219359c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1911195112131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 75115d5315d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2431531e11e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4279d518e2ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e135c1225111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6e18131d21585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 74b81111855ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 77b318e112311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 657859592395d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 72f511898522e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 233512511511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 518111111d559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4519d51153241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 43a2151113915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b125c1d115de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 75f3152d23513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 741553515d395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6a359111d1181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 4475521295558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: feb1dd5551185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3d711338125e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 48f51155ce11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 632155151d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000c006300000, Class:  0, CF:0.859144, Len:  3, Fitness_tra: 53
Rule 83: 71ad151d19325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1119152159521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a111c21111155, Class:  0, CF:0.78677, Len: 13, Fitness_tra: 3
Rule 86: bbb1d98d1911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: a973551511158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7c2d1e551211d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1e11511515159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 4531585925113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1f3d31191152e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 29b8d211c1388, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: fa63d118c1855, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 94: b535321155179, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3ca1e13826152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4723191111351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7911895812131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 6e11dd1121153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b562151259559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1165161e11311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:75.2469
------Result------
Miss_rate(tra)	:75.2469
Miss_rate(tst)	:75.7576
ARL				:9.53571

------Generation 4------
Rule  1: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 52
Rule  2: 6111111121153, Class:  1, CF:0.197021, Len: 13, Fitness_tra: 46
Rule  3: 0500000000000, Class:  1, CF:0.00825008, Len:  1, Fitness_tra: 61
Rule  4: 111d518111181, Class:  0, CF:0.955662, Len: 13, Fitness_tra: 13
Rule  5: 42f21121d1512, Class:  1, CF:  1, Len: 13, Fitness_tra: 8
Rule  6: 0c000000c0403, Class:  1, CF:0.115689, Len:  4, Fitness_tra: 34
Rule  7: 00090008090d0, Class:  0, CF:  1, Len:  4, Fitness_tra: 8
Rule  8: 0008000060e0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 7
Rule  9: 4725118511831, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule 10: 4221138251111, Class:  1, CF:  1, Len: 13, Fitness_tra: 6
Rule 11: fa63912851155, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: a121811355112, Class:  0, CF:0.787231, Len: 13, Fitness_tra: 1
Rule 13: 27b8221161388, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: a6335c115dc2e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: a32d115153521, Class:  1, CF:0.937792, Len: 13, Fitness_tra: 1
Rule 16: 411135152131c, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: b2b9518255199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 117835e111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 39188551293c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 41712111d11d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 75118151d539c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 3d212e125c136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1a65551e1121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b271215835359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3f32955125286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f5112115951d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a173192513118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: aa35588259521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1921d111c8198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911911551311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 736111218318e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 471dd811e2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19ac152151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6145151911588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 0
Rule 37: 3f3d31191852e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111d192111515, Class:  0, CF:0.646428, Len: 13, Fitness_tra: 0
Rule 39: 1113191191351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 311581ed11122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a61511253911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d15d1551155d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f3b3881131512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 4135d18853811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 7241d1911d951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 113118d55d113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 31a2e82816112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b111815555d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1918d1d15d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 6a65181c15cd9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b562351159579, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1213515d13121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 412a17d56d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: aafd18555d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b2138192e13d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 777581389d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 112111219359c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1911195112131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 75115d5315d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2431531e11e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4279d518e2ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e135c1225111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6e18131d21585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 74b81111855ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 77b318e112311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 657859592395d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 72f511898522e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 233512511511e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 518111111d559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4519d51153241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 43a2151113915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b125c1d115de5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 75f3152d23513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 741553515d395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6a359111d1181, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 4475521295558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: feb1dd5551185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3d711338125e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 48f51155ce11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 632155151d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000c006300000, Class:  0, CF:0.859144, Len:  3, Fitness_tra: 53
Rule 83: 71ad151d19325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1119152159521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a111c21111155, Class:  0, CF:0.78677, Len: 13, Fitness_tra: 3
Rule 86: bbb1d98d1911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: a973551511158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7c2d1e551211d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1e11511515159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 4531585925113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1f3d31191152e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 29b8d211c1388, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: fa63d118c1855, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 94: b535321155179, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3ca1e13826152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4723191111351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7911895812131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 6e11dd1121153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b562151259559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1165161e11311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:75.2469
------Result------
Miss_rate(tra)	:75.2469
Miss_rate(tst)	:75.7576
ARL				:9.53571

------Generation 5------
Rule  1: 0500000000000, Class:  1, CF:0.00825008, Len:  1, Fitness_tra: 61
Rule  2: 000c006300000, Class:  0, CF:0.859144, Len:  3, Fitness_tra: 53
Rule  3: 0000090008000, Class:  0, CF:0.769069, Len:  2, Fitness_tra: 52
Rule  4: 6111111121153, Class:  1, CF:0.197021, Len: 13, Fitness_tra: 46
Rule  5: 0c000000c0403, Class:  1, CF:0.115689, Len:  4, Fitness_tra: 34
Rule  6: 111d518111181, Class:  0, CF:0.955662, Len: 13, Fitness_tra: 14
Rule  7: 00090008090d0, Class:  0, CF:  1, Len:  4, Fitness_tra: 8
Rule  8: 42f21121d1512, Class:  1, CF:  1, Len: 13, Fitness_tra: 8
Rule  9: 0008000060e0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 7
Rule 10: 4221138251111, Class:  1, CF:  1, Len: 13, Fitness_tra: 6
Rule 11: 4725118511831, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule 12: a111c21111155, Class:  0, CF:0.78677, Len: 13, Fitness_tra: 1
Rule 13: fa63d118c1855, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: a32d115153521, Class:  1, CF:0.937792, Len: 13, Fitness_tra: 1
Rule 15: 411135152131c, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: a121811355112, Class:  0, CF:0.787231, Len: 13, Fitness_tra: 1
Rule 17: 27b8221161388, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 18: fa63912851155, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 39188551293c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 41712111d11d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 75118151d539c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 3d212e125c136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1a65551e1121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b271215835359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 3f32955125286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: f5112115951d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a173192513118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: aa35588259521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1921d111c8198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911911551311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 736111218318e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 471dd811e2152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
