------Generation 0------
Rule  1: 7532d2131211e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 7b1d151118588, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule 16: 1631d1d381111, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 17: 0503000e000cd, Class:  0, CF:  1, Len:  5, Fitness_tra: 4
Rule 18: 4c26143513342, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 4d1251354c251, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 20: 41fdc51151213, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 21: f329151515118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 7532d2131211e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2429891211d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 133255d15558e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3e3531d18115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0008000400e0e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 27: 65181d8d55591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4534161571253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 124119d1d2591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: a5b1d11559125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15a1952111343, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: f3618298d1553, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 42b1131121131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a571811551188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 28a9518c23dd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f928111211915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 241d15981535c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7df511161811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1e22115115958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1a32d5195d2c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 45111519825d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: f9b81821ddd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: bc112e5128311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4229285c91198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 46b348d381151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 48695515c5121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b262351928153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 21bec11555dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1df8d55d55581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3142d18d1d112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1df155255914d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f3a211351128a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1833191d835c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b1755e829d393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11415115d8131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 314e8158515d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 4cb5131cc1d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 71bdd585111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 157d2c1333342, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 35b2521511188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: a1b91d1855151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 311115515d595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: b531518511518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 72115185c1541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6345215551981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11f85d1511185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 774181d595d52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1121881ce8e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: f111e18551253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 69b519521593d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f9b9181159d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4471518185511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 112d515258d99, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2cb3851911558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3928151d93181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: f661998181113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b115185d19551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 73f8d1515d15e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 444918389831c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: f971211169211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1123851513112, Class:  0, CF:0.60254, Len: 13, Fitness_tra: -14
Rule 82: 1832515311581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1143811535115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1b45111d38131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: ad12231218251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1c45118128191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1325ddd551d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 6e71315559d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11ad311915221, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 90: 36a1111552253, Class:  0, CF:0.99061, Len: 13, Fitness_tra: -1
Rule 91: 1cb1195115991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: fcb2521511287, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4c06131de0d01, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 63d12d5551981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 09b8182100ec1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0c0808010620e, Class:  0, CF:  1, Len:  7, Fitness_tra: 8
Rule 97: e24118d1d8591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: f8625598c5123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11221115e5e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: f111111065711, Class:  0, CF:0.593329, Len: 12, Fitness_tra: 1
------Current------
Miss_rate(tra)	:59.0741
------Result------
Miss_rate(tra)	:59.0741
Miss_rate(tst)	:48.4848
ARL				:10.5862

------Generation 3------
Rule  1: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 179
Rule  2: aaa8185182213, Class:  1, CF:0.699968, Len: 13, Fitness_tra: 72
Rule  3: 0402000de0000, Class:  0, CF:  1, Len:  4, Fitness_tra: 40
Rule  4: 00082c1160010, Class:  0, CF:0.711317, Len:  7, Fitness_tra: 25
Rule  5: 1221351111835, Class:  1, CF:0.883009, Len: 13, Fitness_tra: 20
Rule  6: 111311811d1d1, Class:  0, CF:0.997779, Len: 13, Fitness_tra: 16
Rule  7: 3a611213d1d15, Class:  0, CF:0.846757, Len: 13, Fitness_tra: 11
Rule  8: 00000000c0e02, Class:  0, CF:0.917671, Len:  3, Fitness_tra: 10
Rule  9: f32811d21d311, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 10: 3141123d11148, Class:  1, CF:  1, Len: 13, Fitness_tra: 9
Rule 11: 1142138221111, Class:  1, CF:  1, Len: 13, Fitness_tra: 9
Rule 12: 00080c6300000, Class:  0, CF:0.882358, Len:  4, Fitness_tra: 9
Rule 13: 633dd18381121, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 14: 3111115d11111, Class:  0, CF:0.983004, Len: 13, Fitness_tra: 8
Rule 15: 7b1d151118588, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule 16: 1631d1d381111, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 17: 0503000e000cd, Class:  0, CF:  1, Len:  5, Fitness_tra: 4
Rule 18: 4c26143513342, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 4d1251354c251, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 20: 41fdc51151213, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 21: f329151515118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 7532d2131211e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2429891211d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 133255d15558e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3e3531d18115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0008000400e0e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 27: 65181d8d55591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4534161571253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 124119d1d2591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: a5b1d11559125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15a1952111343, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: f3618298d1553, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 42b1131121131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a571811551188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 28a9518c23dd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f928111211915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 241d15981535c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7df511161811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1e22115115958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1a32d5195d2c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 45111519825d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: f9b81821ddd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: bc112e5128311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4229285c91198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 46b348d381151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 48695515c5121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b262351928153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 21bec11555dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1df8d55d55581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3142d18d1d112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1df155255914d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f3a211351128a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1833191d835c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b1755e829d393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11415115d8131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 314e8158515d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 4cb5131cc1d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 71bdd585111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 157d2c1333342, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 35b2521511188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: a1b91d1855151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 311115515d595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: b531518511518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 72115185c1541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6345215551981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11f85d1511185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 774181d595d52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1121881ce8e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: f111e18551253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 69b519521593d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f9b9181159d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4471518185511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 112d515258d99, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2cb3851911558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3928151d93181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: f661998181113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b115185d19551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 73f8d1515d15e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 444918389831c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: f971211169211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1123851513112, Class:  0, CF:0.60254, Len: 13, Fitness_tra: -14
Rule 82: 1832515311581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1143811535115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1b45111d38131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: ad12231218251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1c45118128191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1325ddd551d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 6e71315559d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11ad311915221, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 90: 36a1111552253, Class:  0, CF:0.99061, Len: 13, Fitness_tra: -1
Rule 91: 1cb1195115991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: fcb2521511287, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4c06131de0d01, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 63d12d5551981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 09b8182100ec1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0c0808010620e, Class:  0, CF:  1, Len:  7, Fitness_tra: 8
Rule 97: e24118d1d8591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: f8625598c5123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11221115e5e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: f111111065711, Class:  0, CF:0.593329, Len: 12, Fitness_tra: 1
------Current------
Miss_rate(tra)	:59.0741
------Result------
Miss_rate(tra)	:59.0741
Miss_rate(tst)	:48.4848
ARL				:10.5862

------Generation 4------
Rule  1: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 179
Rule  2: aaa8185182213, Class:  1, CF:0.699968, Len: 13, Fitness_tra: 72
Rule  3: 0402000de0000, Class:  0, CF:  1, Len:  4, Fitness_tra: 40
Rule  4: 00082c1160010, Class:  0, CF:0.711317, Len:  7, Fitness_tra: 25
Rule  5: 1221351111835, Class:  1, CF:0.883009, Len: 13, Fitness_tra: 20
Rule  6: 111311811d1d1, Class:  0, CF:0.997779, Len: 13, Fitness_tra: 16
Rule  7: 3a611213d1d15, Class:  0, CF:0.846757, Len: 13, Fitness_tra: 11
Rule  8: 00000000c0e02, Class:  0, CF:0.917671, Len:  3, Fitness_tra: 10
Rule  9: f32811d21d311, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 10: 3141123d11148, Class:  1, CF:  1, Len: 13, Fitness_tra: 9
Rule 11: 1142138221111, Class:  1, CF:  1, Len: 13, Fitness_tra: 9
Rule 12: 00080c6300000, Class:  0, CF:0.882358, Len:  4, Fitness_tra: 9
Rule 13: 633dd18381121, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 14: 3111115d11111, Class:  0, CF:0.983004, Len: 13, Fitness_tra: 8
Rule 15: 7b1d151118588, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule 16: 1631d1d381111, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 17: 0503000e000cd, Class:  0, CF:  1, Len:  5, Fitness_tra: 4
Rule 18: 4c26143513342, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 4d1251354c251, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 20: 41fdc51151213, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 21: f329151515118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 7532d2131211e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2429891211d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 133255d15558e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3e3531d18115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0008000400e0e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 27: 65181d8d55591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4534161571253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 124119d1d2591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: a5b1d11559125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15a1952111343, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: f3618298d1553, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 42b1131121131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a571811551188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 28a9518c23dd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f928111211915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 241d15981535c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7df511161811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1e22115115958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1a32d5195d2c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 45111519825d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: f9b81821ddd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: bc112e5128311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4229285c91198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 46b348d381151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 48695515c5121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b262351928153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 21bec11555dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1df8d55d55581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3142d18d1d112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1df155255914d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f3a211351128a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1833191d835c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b1755e829d393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11415115d8131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 314e8158515d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 4cb5131cc1d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 71bdd585111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 157d2c1333342, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 35b2521511188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: a1b91d1855151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 311115515d595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: b531518511518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 72115185c1541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6345215551981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11f85d1511185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 774181d595d52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1121881ce8e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: f111e18551253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 69b519521593d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f9b9181159d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4471518185511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 112d515258d99, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2cb3851911558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3928151d93181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: f661998181113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b115185d19551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 73f8d1515d15e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 444918389831c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: f971211169211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1123851513112, Class:  0, CF:0.60254, Len: 13, Fitness_tra: -14
Rule 82: 1832515311581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1143811535115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1b45111d38131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: ad12231218251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1c45118128191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1325ddd551d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 6e71315559d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11ad311915221, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 90: 36a1111552253, Class:  0, CF:0.99061, Len: 13, Fitness_tra: -1
Rule 91: 1cb1195115991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: fcb2521511287, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4c06131de0d01, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 63d12d5551981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 09b8182100ec1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0c0808010620e, Class:  0, CF:  1, Len:  7, Fitness_tra: 8
Rule 97: e24118d1d8591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: f8625598c5123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11221115e5e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: f111111065711, Class:  0, CF:0.593329, Len: 12, Fitness_tra: 1
------Current------
Miss_rate(tra)	:59.0741
------Result------
Miss_rate(tra)	:59.0741
Miss_rate(tst)	:48.4848
ARL				:10.5862

------Generation 5------
Rule  1: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 179
Rule  2: aaa8185182213, Class:  1, CF:0.699968, Len: 13, Fitness_tra: 72
Rule  3: 0402000de0000, Class:  0, CF:  1, Len:  4, Fitness_tra: 40
Rule  4: 00082c1160010, Class:  0, CF:0.711317, Len:  7, Fitness_tra: 30
Rule  5: 1221351111835, Class:  1, CF:0.883009, Len: 13, Fitness_tra: 22
Rule  6: 111311811d1d1, Class:  0, CF:0.997779, Len: 13, Fitness_tra: 16
Rule  7: 3a611213d1d15, Class:  0, CF:0.846757, Len: 13, Fitness_tra: 11
Rule  8: 00000000c0e02, Class:  0, CF:0.917671, Len:  3, Fitness_tra: 10
Rule  9: f32811d21d311, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 10: 3141123d11148, Class:  1, CF:  1, Len: 13, Fitness_tra: 9
Rule 11: 1142138221111, Class:  1, CF:  1, Len: 13, Fitness_tra: 9
Rule 12: 00080c6300000, Class:  0, CF:0.882358, Len:  4, Fitness_tra: 9
Rule 13: 633dd18381121, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 14: 3111115d11111, Class:  0, CF:0.983004, Len: 13, Fitness_tra: 8
Rule 15: 0c0808010620e, Class:  0, CF:  1, Len:  7, Fitness_tra: 8
Rule 16: 7b1d151118588, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule 17: 1631d1d381111, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 18: 0503000e000cd, Class:  0, CF:  1, Len:  5, Fitness_tra: 2
Rule 19: 4d1251354c251, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 20: 41fdc51151213, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 21: f111111065711, Class:  0, CF:0.593329, Len: 12, Fitness_tra: 1
Rule 22: 11ad311915221, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 23: f329151515118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 133255d15558e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3e3531d18115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0008000400e0e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 27: 65181d8d55591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4534161571253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
