------Generation 0------
Rule  1: 29b2c97714, Class:  0, CF:0.490187, Len: 10, Fitness_tra: 0
Rule 14: b2b11ab7b2, Class:  1, CF:0.999872, Len: 10, Fitness_tra: 4
Rule 15: b7243a1741, Class:  1, CF:0.999273, Len: 10, Fitness_tra: 5
Rule 16: b4411a4477, Class:  1, CF:0.999952, Len: 10, Fitness_tra: 4
Rule 17: b241952b17, Class:  1, CF:0.924619, Len: 10, Fitness_tra: 3
Rule 18: 1422217112, Class:  1, CF:0.830354, Len: 10, Fitness_tra: 2
Rule 19: 717b137b42, Class:  1, CF:0.996977, Len: 10, Fitness_tra: 0
Rule 20: 142b21b412, Class:  1, CF:0.911215, Len: 10, Fitness_tra: 1
Rule 21: 29b2c97714, Class:  0, CF:0.490187, Len: 10, Fitness_tra: 0
Rule 22: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 4b1ba17222, Class:  1, CF:0.999473, Len: 10, Fitness_tra: 0
Rule 24: 7b746fbb4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: ba2cc14274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 714dd57221, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 2427ce1774, Class:  1, CF:0.484044, Len: 10, Fitness_tra: 0
Rule 28: 4b2723bbb2, Class:  1, CF:0.997059, Len: 10, Fitness_tra: 0
Rule 29: 7c741a74b7, Class:  1, CF:0.999739, Len: 10, Fitness_tra: 0
Rule 30: 274751b712, Class:  1, CF:0.901413, Len: 10, Fitness_tra: 0
Rule 31: 2717dfbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7417584224, Class:  1, CF:0.957757, Len: 10, Fitness_tra: 0
Rule 33: 17472544b4, Class:  1, CF:0.886441, Len: 10, Fitness_tra: 0
Rule 34: 112b5142b2, Class:  1, CF:0.910209, Len: 10, Fitness_tra: 0
Rule 35: 2b225a7114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24224ab214, Class:  1, CF:0.999906, Len: 10, Fitness_tra: 0
Rule 38: 72221e7b2b, Class:  1, CF:0.57064, Len: 10, Fitness_tra: 0
Rule 39: 27441627b4, Class:  1, CF:0.999624, Len: 10, Fitness_tra: 0
Rule 40: 4224dfb474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 21b4887224, Class:  1, CF:0.959357, Len: 10, Fitness_tra: 0
Rule 43: 2722ce2722, Class:  1, CF:0.969848, Len: 10, Fitness_tra: 0
Rule 44: 4274537b12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 42b4134747, Class:  1, CF:0.989968, Len: 10, Fitness_tra: 0
Rule 46: 1128317211, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 734b3f1212, Class:  1, CF:0.999921, Len: 10, Fitness_tra: 0
Rule 49: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 77723a2bb7, Class:  1, CF:0.999773, Len: 10, Fitness_tra: 0
Rule 51: 22245f1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 42b222b21b, Class:  1, CF:0.908085, Len: 10, Fitness_tra: 0
Rule 53: 72b4217b72, Class:  1, CF:0.911128, Len: 10, Fitness_tra: 0
Rule 54: 1871c12114, Class:  1, CF:0.582758, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 19b55d72b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 24118a7b71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 247b2c22b7, Class:  1, CF:0.825938, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 23bc13b142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b717df11b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 27272c4712, Class:  1, CF:0.843192, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7a7c184441, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 2174812b47, Class:  1, CF:0.790205, Len: 10, Fitness_tra: 0
Rule 67: 1b47752717, Class:  1, CF:0.498654, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1812c57727, Class:  0, CF:0.17571, Len: 10, Fitness_tra: 0
Rule 70: 7117434244, Class:  1, CF:0.980185, Len: 10, Fitness_tra: 0
Rule 71: 4427e6b4b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 42226f7224, Class:  1, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 74: 42118142b2, Class:  1, CF:0.855576, Len: 10, Fitness_tra: 0
Rule 75: 2c1b13b277, Class:  1, CF:0.979971, Len: 10, Fitness_tra: 0
Rule 76: 71b12374b7, Class:  1, CF:0.979322, Len: 10, Fitness_tra: 0
Rule 77: 27b41e472b, Class:  1, CF:0.938628, Len: 10, Fitness_tra: 0
Rule 78: 454751b127, Class:  1, CF:0.977731, Len: 10, Fitness_tra: 0
Rule 79: 127711221b, Class:  1, CF:0.891687, Len: 10, Fitness_tra: 1
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 717b1e12bb, Class:  1, CF:0.606865, Len: 10, Fitness_tra: 1
Rule 83: b145364727, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000c00000, Class:  0, CF:0.0489336, Len:  0, Fitness_tra: 0
Rule 85: 2c1475b474, Class:  1, CF:0.641202, Len: 10, Fitness_tra: 0
Rule 86: 2444864771, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: b472c5bb72, Class:  1, CF:0.498045, Len: 10, Fitness_tra: 0
Rule 88: 2b118a24b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 22b466221b, Class:  1, CF:0.998148, Len: 10, Fitness_tra: 0
Rule 90: 1922111b24, Class:  1, CF:0.694755, Len: 10, Fitness_tra: -24
Rule 91: 170d1e4722, Class:  1, CF:0.999999, Len:  9, Fitness_tra: 0
Rule 92: 24c4ced724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 732b211432, Class:  1, CF:0.990365, Len: 10, Fitness_tra: -13
Rule 94: 141511b782, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1d745d44c7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 42b2611747, Class:  1, CF:0.937463, Len: 10, Fitness_tra: 32
Rule 97: 741743b211, Class:  1, CF:0.954119, Len: 10, Fitness_tra: 0
Rule 98: 4b2723bbb2, Class:  1, CF:0.997059, Len:  0, Fitness_tra: 0
Rule 99: 42745a7344, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 119b1142b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.0742
------Result------
Miss_rate(tra)	:26.0742
Miss_rate(tst)	:12.4314
ARL				:8.47059

------Generation 3------
Rule  1: 0000c00000, Class:  0, CF:0.0489336, Len:  1, Fitness_tra: 1011
Rule  2: 241713b711, Class:  1, CF:0.972812, Len: 10, Fitness_tra: 249
Rule  3: 13717142b1, Class:  1, CF:0.808777, Len: 10, Fitness_tra: 252
Rule  4: 171ba671b7, Class:  1, CF:0.980102, Len: 10, Fitness_tra: 84
Rule  5: 12141514b7, Class:  0, CF:0.354203, Len: 10, Fitness_tra: 557
Rule  6: 1eb2891721, Class:  1, CF:0.896529, Len: 10, Fitness_tra: 16
Rule  7: c114111112, Class:  1, CF:  1, Len: 10, Fitness_tra: 12
Rule  8: 43b1517227, Class:  1, CF:0.999412, Len: 10, Fitness_tra: 12
Rule  9: 2c12281b11, Class:  1, CF:0.0342553, Len: 10, Fitness_tra: -32
Rule 10: 7771af122b, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 8
Rule 11: 74411a7172, Class:  1, CF:0.999781, Len: 10, Fitness_tra: 3
Rule 12: b271214bb7, Class:  1, CF:0.89121, Len: 10, Fitness_tra: 8
Rule 13: 14273a4b42, Class:  1, CF:0.999947, Len: 10, Fitness_tra: 1
Rule 14: b2b11ab7b2, Class:  1, CF:0.999872, Len: 10, Fitness_tra: 4
Rule 15: b7243a1741, Class:  1, CF:0.999273, Len: 10, Fitness_tra: 5
Rule 16: b4411a4477, Class:  1, CF:0.999952, Len: 10, Fitness_tra: 4
Rule 17: b241952b17, Class:  1, CF:0.924619, Len: 10, Fitness_tra: 3
Rule 18: 1422217112, Class:  1, CF:0.830354, Len: 10, Fitness_tra: 2
Rule 19: 717b137b42, Class:  1, CF:0.996977, Len: 10, Fitness_tra: 0
Rule 20: 142b21b412, Class:  1, CF:0.911215, Len: 10, Fitness_tra: 1
Rule 21: 29b2c97714, Class:  0, CF:0.490187, Len: 10, Fitness_tra: 0
Rule 22: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 4b1ba17222, Class:  1, CF:0.999473, Len: 10, Fitness_tra: 0
Rule 24: 7b746fbb4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: ba2cc14274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 714dd57221, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 2427ce1774, Class:  1, CF:0.484044, Len: 10, Fitness_tra: 0
Rule 28: 4b2723bbb2, Class:  1, CF:0.997059, Len: 10, Fitness_tra: 0
Rule 29: 7c741a74b7, Class:  1, CF:0.999739, Len: 10, Fitness_tra: 0
Rule 30: 274751b712, Class:  1, CF:0.901413, Len: 10, Fitness_tra: 0
Rule 31: 2717dfbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7417584224, Class:  1, CF:0.957757, Len: 10, Fitness_tra: 0
Rule 33: 17472544b4, Class:  1, CF:0.886441, Len: 10, Fitness_tra: 0
Rule 34: 112b5142b2, Class:  1, CF:0.910209, Len: 10, Fitness_tra: 0
Rule 35: 2b225a7114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24224ab214, Class:  1, CF:0.999906, Len: 10, Fitness_tra: 0
Rule 38: 72221e7b2b, Class:  1, CF:0.57064, Len: 10, Fitness_tra: 0
Rule 39: 27441627b4, Class:  1, CF:0.999624, Len: 10, Fitness_tra: 0
Rule 40: 4224dfb474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 21b4887224, Class:  1, CF:0.959357, Len: 10, Fitness_tra: 0
Rule 43: 2722ce2722, Class:  1, CF:0.969848, Len: 10, Fitness_tra: 0
Rule 44: 4274537b12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 42b4134747, Class:  1, CF:0.989968, Len: 10, Fitness_tra: 0
Rule 46: 1128317211, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 734b3f1212, Class:  1, CF:0.999921, Len: 10, Fitness_tra: 0
Rule 49: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 77723a2bb7, Class:  1, CF:0.999773, Len: 10, Fitness_tra: 0
Rule 51: 22245f1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 42b222b21b, Class:  1, CF:0.908085, Len: 10, Fitness_tra: 0
Rule 53: 72b4217b72, Class:  1, CF:0.911128, Len: 10, Fitness_tra: 0
Rule 54: 1871c12114, Class:  1, CF:0.582758, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 19b55d72b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 24118a7b71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 247b2c22b7, Class:  1, CF:0.825938, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 23bc13b142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b717df11b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 27272c4712, Class:  1, CF:0.843192, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7a7c184441, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 2174812b47, Class:  1, CF:0.790205, Len: 10, Fitness_tra: 0
Rule 67: 1b47752717, Class:  1, CF:0.498654, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1812c57727, Class:  0, CF:0.17571, Len: 10, Fitness_tra: 0
Rule 70: 7117434244, Class:  1, CF:0.980185, Len: 10, Fitness_tra: 0
Rule 71: 4427e6b4b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 42226f7224, Class:  1, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 74: 42118142b2, Class:  1, CF:0.855576, Len: 10, Fitness_tra: 0
Rule 75: 2c1b13b277, Class:  1, CF:0.979971, Len: 10, Fitness_tra: 0
Rule 76: 71b12374b7, Class:  1, CF:0.979322, Len: 10, Fitness_tra: 0
Rule 77: 27b41e472b, Class:  1, CF:0.938628, Len: 10, Fitness_tra: 0
Rule 78: 454751b127, Class:  1, CF:0.977731, Len: 10, Fitness_tra: 0
Rule 79: 127711221b, Class:  1, CF:0.891687, Len: 10, Fitness_tra: 1
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 717b1e12bb, Class:  1, CF:0.606865, Len: 10, Fitness_tra: 1
Rule 83: b145364727, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000c00000, Class:  0, CF:0.0489336, Len:  0, Fitness_tra: 0
Rule 85: 2c1475b474, Class:  1, CF:0.641202, Len: 10, Fitness_tra: 0
Rule 86: 2444864771, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: b472c5bb72, Class:  1, CF:0.498045, Len: 10, Fitness_tra: 0
Rule 88: 2b118a24b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 22b466221b, Class:  1, CF:0.998148, Len: 10, Fitness_tra: 0
Rule 90: 1922111b24, Class:  1, CF:0.694755, Len: 10, Fitness_tra: -24
Rule 91: 170d1e4722, Class:  1, CF:0.999999, Len:  9, Fitness_tra: 0
Rule 92: 24c4ced724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 732b211432, Class:  1, CF:0.990365, Len: 10, Fitness_tra: -13
Rule 94: 141511b782, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1d745d44c7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 42b2611747, Class:  1, CF:0.937463, Len: 10, Fitness_tra: 32
Rule 97: 741743b211, Class:  1, CF:0.954119, Len: 10, Fitness_tra: 0
Rule 98: 4b2723bbb2, Class:  1, CF:0.997059, Len:  0, Fitness_tra: 0
Rule 99: 42745a7344, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 119b1142b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.0742
------Result------
Miss_rate(tra)	:26.0742
Miss_rate(tst)	:12.4314
ARL				:8.47059

------Generation 4------
Rule  1: 0000c00000, Class:  0, CF:0.0489336, Len:  1, Fitness_tra: 1011
Rule  2: 241713b711, Class:  1, CF:0.972812, Len: 10, Fitness_tra: 249
Rule  3: 13717142b1, Class:  1, CF:0.808777, Len: 10, Fitness_tra: 252
Rule  4: 171ba671b7, Class:  1, CF:0.980102, Len: 10, Fitness_tra: 84
Rule  5: 12141514b7, Class:  0, CF:0.354203, Len: 10, Fitness_tra: 557
Rule  6: 1eb2891721, Class:  1, CF:0.896529, Len: 10, Fitness_tra: 16
Rule  7: c114111112, Class:  1, CF:  1, Len: 10, Fitness_tra: 12
Rule  8: 43b1517227, Class:  1, CF:0.999412, Len: 10, Fitness_tra: 12
Rule  9: 2c12281b11, Class:  1, CF:0.0342553, Len: 10, Fitness_tra: -32
Rule 10: 7771af122b, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 8
Rule 11: 74411a7172, Class:  1, CF:0.999781, Len: 10, Fitness_tra: 3
Rule 12: b271214bb7, Class:  1, CF:0.89121, Len: 10, Fitness_tra: 8
Rule 13: 14273a4b42, Class:  1, CF:0.999947, Len: 10, Fitness_tra: 1
Rule 14: b2b11ab7b2, Class:  1, CF:0.999872, Len: 10, Fitness_tra: 4
Rule 15: b7243a1741, Class:  1, CF:0.999273, Len: 10, Fitness_tra: 5
Rule 16: b4411a4477, Class:  1, CF:0.999952, Len: 10, Fitness_tra: 4
Rule 17: b241952b17, Class:  1, CF:0.924619, Len: 10, Fitness_tra: 3
Rule 18: 1422217112, Class:  1, CF:0.830354, Len: 10, Fitness_tra: 2
Rule 19: 717b137b42, Class:  1, CF:0.996977, Len: 10, Fitness_tra: 0
Rule 20: 142b21b412, Class:  1, CF:0.911215, Len: 10, Fitness_tra: 1
Rule 21: 29b2c97714, Class:  0, CF:0.490187, Len: 10, Fitness_tra: 0
Rule 22: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 4b1ba17222, Class:  1, CF:0.999473, Len: 10, Fitness_tra: 0
Rule 24: 7b746fbb4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: ba2cc14274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 714dd57221, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 2427ce1774, Class:  1, CF:0.484044, Len: 10, Fitness_tra: 0
Rule 28: 4b2723bbb2, Class:  1, CF:0.997059, Len: 10, Fitness_tra: 0
Rule 29: 7c741a74b7, Class:  1, CF:0.999739, Len: 10, Fitness_tra: 0
Rule 30: 274751b712, Class:  1, CF:0.901413, Len: 10, Fitness_tra: 0
Rule 31: 2717dfbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7417584224, Class:  1, CF:0.957757, Len: 10, Fitness_tra: 0
Rule 33: 17472544b4, Class:  1, CF:0.886441, Len: 10, Fitness_tra: 0
Rule 34: 112b5142b2, Class:  1, CF:0.910209, Len: 10, Fitness_tra: 0
Rule 35: 2b225a7114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24224ab214, Class:  1, CF:0.999906, Len: 10, Fitness_tra: 0
Rule 38: 72221e7b2b, Class:  1, CF:0.57064, Len: 10, Fitness_tra: 0
Rule 39: 27441627b4, Class:  1, CF:0.999624, Len: 10, Fitness_tra: 0
Rule 40: 4224dfb474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 21b4887224, Class:  1, CF:0.959357, Len: 10, Fitness_tra: 0
Rule 43: 2722ce2722, Class:  1, CF:0.969848, Len: 10, Fitness_tra: 0
Rule 44: 4274537b12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 42b4134747, Class:  1, CF:0.989968, Len: 10, Fitness_tra: 0
Rule 46: 1128317211, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 734b3f1212, Class:  1, CF:0.999921, Len: 10, Fitness_tra: 0
Rule 49: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 77723a2bb7, Class:  1, CF:0.999773, Len: 10, Fitness_tra: 0
Rule 51: 22245f1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 42b222b21b, Class:  1, CF:0.908085, Len: 10, Fitness_tra: 0
Rule 53: 72b4217b72, Class:  1, CF:0.911128, Len: 10, Fitness_tra: 0
Rule 54: 1871c12114, Class:  1, CF:0.582758, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 19b55d72b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 24118a7b71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 247b2c22b7, Class:  1, CF:0.825938, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 23bc13b142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b717df11b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 27272c4712, Class:  1, CF:0.843192, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7a7c184441, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 2174812b47, Class:  1, CF:0.790205, Len: 10, Fitness_tra: 0
Rule 67: 1b47752717, Class:  1, CF:0.498654, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1812c57727, Class:  0, CF:0.17571, Len: 10, Fitness_tra: 0
Rule 70: 7117434244, Class:  1, CF:0.980185, Len: 10, Fitness_tra: 0
Rule 71: 4427e6b4b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 42226f7224, Class:  1, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 74: 42118142b2, Class:  1, CF:0.855576, Len: 10, Fitness_tra: 0
Rule 75: 2c1b13b277, Class:  1, CF:0.979971, Len: 10, Fitness_tra: 0
Rule 76: 71b12374b7, Class:  1, CF:0.979322, Len: 10, Fitness_tra: 0
Rule 77: 27b41e472b, Class:  1, CF:0.938628, Len: 10, Fitness_tra: 0
Rule 78: 454751b127, Class:  1, CF:0.977731, Len: 10, Fitness_tra: 0
Rule 79: 127711221b, Class:  1, CF:0.891687, Len: 10, Fitness_tra: 1
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 717b1e12bb, Class:  1, CF:0.606865, Len: 10, Fitness_tra: 1
Rule 83: b145364727, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000c00000, Class:  0, CF:0.0489336, Len:  0, Fitness_tra: 0
Rule 85: 2c1475b474, Class:  1, CF:0.641202, Len: 10, Fitness_tra: 0
Rule 86: 2444864771, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: b472c5bb72, Class:  1, CF:0.498045, Len: 10, Fitness_tra: 0
Rule 88: 2b118a24b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 22b466221b, Class:  1, CF:0.998148, Len: 10, Fitness_tra: 0
Rule 90: 1922111b24, Class:  1, CF:0.694755, Len: 10, Fitness_tra: -24
Rule 91: 170d1e4722, Class:  1, CF:0.999999, Len:  9, Fitness_tra: 0
Rule 92: 24c4ced724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 732b211432, Class:  1, CF:0.990365, Len: 10, Fitness_tra: -13
Rule 94: 141511b782, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1d745d44c7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 42b2611747, Class:  1, CF:0.937463, Len: 10, Fitness_tra: 32
Rule 97: 741743b211, Class:  1, CF:0.954119, Len: 10, Fitness_tra: 0
Rule 98: 4b2723bbb2, Class:  1, CF:0.997059, Len:  0, Fitness_tra: 0
Rule 99: 42745a7344, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 119b1142b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.0742
------Result------
Miss_rate(tra)	:26.0742
Miss_rate(tst)	:12.4314
ARL				:8.47059

------Generation 5------
Rule  1: 0000c00000, Class:  0, CF:0.0489336, Len:  1, Fitness_tra: 1011
Rule  2: 241713b711, Class:  1, CF:0.972812, Len: 10, Fitness_tra: 249
Rule  3: 13717142b1, Class:  1, CF:0.808777, Len: 10, Fitness_tra: 252
Rule  4: 171ba671b7, Class:  1, CF:0.980102, Len: 10, Fitness_tra: 84
Rule  5: 12141514b7, Class:  0, CF:0.354203, Len: 10, Fitness_tra: 557
Rule  6: 1eb2891721, Class:  1, CF:0.896529, Len: 10, Fitness_tra: 16
Rule  7: c114111112, Class:  1, CF:  1, Len: 10, Fitness_tra: 12
Rule  8: 43b1517227, Class:  1, CF:0.999412, Len: 10, Fitness_tra: 12
Rule  9: 2c12281b11, Class:  1, CF:0.0342553, Len: 10, Fitness_tra: -32
Rule 10: 7771af122b, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 8
Rule 11: 74411a7172, Class:  1, CF:0.999781, Len: 10, Fitness_tra: 3
Rule 12: b271214bb7, Class:  1, CF:0.89121, Len: 10, Fitness_tra: 8
Rule 13: 14273a4b42, Class:  1, CF:0.999947, Len: 10, Fitness_tra: 1
Rule 14: b2b11ab7b2, Class:  1, CF:0.999872, Len: 10, Fitness_tra: 4
Rule 15: b7243a1741, Class:  1, CF:0.999273, Len: 10, Fitness_tra: 5
Rule 16: b4411a4477, Class:  1, CF:0.999952, Len: 10, Fitness_tra: 4
Rule 17: b241952b17, Class:  1, CF:0.924619, Len: 10, Fitness_tra: 3
Rule 18: 1422217112, Class:  1, CF:0.830354, Len: 10, Fitness_tra: 2
Rule 19: 717b137b42, Class:  1, CF:0.996977, Len: 10, Fitness_tra: 0
Rule 20: 142b21b412, Class:  1, CF:0.911215, Len: 10, Fitness_tra: 1
Rule 21: 29b2c97714, Class:  0, CF:0.490187, Len: 10, Fitness_tra: 0
Rule 22: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 4b1ba17222, Class:  1, CF:0.999473, Len: 10, Fitness_tra: 0
Rule 24: 7b746fbb4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: ba2cc14274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 714dd57221, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 2427ce1774, Class:  1, CF:0.484044, Len: 10, Fitness_tra: 0
