------Generation 0------
Rule  1: ffa5893d2112a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1831295151411, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 18: 11212435111d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 19: 42a7936822199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 44111d18526d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 141312e5a5128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: f57111a515d17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 317942e111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f345588159dc1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f111328851525, Class:  0, CF:0.995147, Len: 13, Fitness_tra: 0
Rule 26: 331d29e152211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 472c231331215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6165a1855551d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 214ac111a354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: f12948196151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b478c5ede8188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 24b8c83511d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2118299139825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1162566d11199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7148d59835311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 742342386512c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1512198911182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1b115e939528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11a1152151811, Class:  1, CF:0.71824, Len: 13, Fitness_tra: 0
Rule 40: b11525939828e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb3721169152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 412153d815191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 216249115e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 72b1181111e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3325d19385d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2b2525e2e1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b3f736e8228d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f37955231912c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2c49de5111395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 717e18213191d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b411133c82316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 694511c135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33152115e3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1365921515c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915485363542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7c111185511d8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 71b153d191911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 27b81535e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212e8212e53c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 16f21319d84cf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3945225915d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 411121591e1cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1161133512859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a94d219131311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6371111d13552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1478c218351c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13f1151511d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b42e121121151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 4c7371d165942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 78f1d81813c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b562c1e615213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a51569621c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1c75d3e1519d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 221535c116885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13f113e311283, Class:  0, CF:0.797095, Len: 13, Fitness_tra: 0
Rule 76: 7561c39911421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 14b515341e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 317111e191dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b21541335e215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b1be222d13938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 6e32431ee141e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 63b1158119131, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 83: 7111191111459, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: fe1921e913341, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3a31113585211, Class:  0, CF:0.775454, Len: 13, Fitness_tra: 2
Rule 86: b8f2cd1696b49, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 15a5411135785, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 71f5be9118251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f12c13e1318dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7258813159215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1871295151411, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: b1252d92712ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 28f2113111b11, Class:  0, CF:  1, Len: 13, Fitness_tra: 39
Rule 94: 2114418555811, Class:  1, CF:0.883402, Len: 13, Fitness_tra: 173
Rule 95: f141575199d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 28631119621a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b1f833e825431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 013d210020209, Class:  0, CF:0.877808, Len:  8, Fitness_tra: 0
Rule 99: 21ae15d26a1c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2a65411151113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:75.4938
------Result------
Miss_rate(tra)	:75.4938
Miss_rate(tst)	:54.5455
ARL				:12.5161

------Generation 3------
Rule  1: 2114418555811, Class:  1, CF:0.883402, Len: 13, Fitness_tra: 168
Rule  2: 000d00002000d, Class:  0, CF:0.603438, Len:  3, Fitness_tra: 136
Rule  3: 1111111151811, Class:  1, CF:0.312487, Len: 13, Fitness_tra: 95
Rule  4: fa65211121151, Class:  0, CF:0.960564, Len: 13, Fitness_tra: 25
Rule  5: 28f2113111b11, Class:  0, CF:  1, Len: 13, Fitness_tra: 27
Rule  6: 131435d115111, Class:  1, CF:0.991237, Len: 13, Fitness_tra: 34
Rule  7: b221158111211, Class:  1, CF:  1, Len: 13, Fitness_tra: 31
Rule  8: 1131119311411, Class:  0, CF:0.611256, Len: 13, Fitness_tra: 29
Rule  9: 21121111991c1, Class:  1, CF:  1, Len: 13, Fitness_tra: 27
Rule 10: 63231c1111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule 11: 1131213311219, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule 12: 6523211d22112, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule 13: 28f2233615123, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 14: 1111c18515811, Class:  0, CF:0.798633, Len: 13, Fitness_tra: 3
Rule 15: 2218415351413, Class:  0, CF:0.423763, Len: 13, Fitness_tra: 4
Rule 16: 63b1158119131, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 17: 7261354121125, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 11f1451351123, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 19: 3a31113585211, Class:  0, CF:0.775454, Len: 13, Fitness_tra: 2
Rule 20: 11212435111d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 21: 1831295151411, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 22: 141312e5a5128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 317942e111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f345588159dc1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f111328851525, Class:  0, CF:0.995147, Len: 13, Fitness_tra: 0
Rule 26: 331d29e152211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 472c231331215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6165a1855551d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 214ac111a354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: f12948196151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b478c5ede8188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 24b8c83511d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2118299139825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1162566d11199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7148d59835311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 742342386512c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1512198911182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1b115e939528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11a1152151811, Class:  1, CF:0.71824, Len: 13, Fitness_tra: 0
Rule 40: b11525939828e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb3721169152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 412153d815191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 216249115e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 72b1181111e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3325d19385d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2b2525e2e1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b3f736e8228d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f37955231912c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2c49de5111395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 717e18213191d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b411133c82316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 694511c135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33152115e3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1365921515c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915485363542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7c111185511d8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 71b153d191911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 27b81535e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212e8212e53c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 16f21319d84cf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3945225915d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 411121591e1cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1161133512859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a94d219131311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6371111d13552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1478c218351c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13f1151511d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b42e121121151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 4c7371d165942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 78f1d81813c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b562c1e615213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a51569621c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1c75d3e1519d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 221535c116885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13f113e311283, Class:  0, CF:0.797095, Len: 13, Fitness_tra: 0
Rule 76: 7561c39911421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 14b515341e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 317111e191dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b21541335e215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b1be222d13938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b77258ed11311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: b4b384511251d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0009800000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 66
Rule 84: 11a1c519d3111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 63182e33dc116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 22462c9569155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1315131111219, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 11b14913e3185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2c4112d131955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: ae112519111b5, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 91: 186149a171111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b129188111211, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 93: f169c111a154c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2225415351553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7211314121111, Class:  1, CF:  1, Len: 13, Fitness_tra: 12
Rule 96: a11131e585831, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: 1811115151481, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 98: 1421133c82118, Class:  0, CF:  1, Len: 13, Fitness_tra: 29
Rule 99: 6c12d1e19e9c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 22f2136122ba9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:72.8395
------Result------
Miss_rate(tra)	:72.8395
Miss_rate(tst)	:49.4949
ARL				:12.4

------Generation 4------
Rule  1: 2114418555811, Class:  1, CF:0.883402, Len: 13, Fitness_tra: 0
Rule  2: 000d00002000d, Class:  0, CF:0.603438, Len:  3, Fitness_tra: 136
Rule  3: 1111111151811, Class:  1, CF:0.312487, Len: 13, Fitness_tra: -5
Rule  4: 0009800000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 56
Rule  5: 131435d115111, Class:  1, CF:0.991237, Len: 13, Fitness_tra: 0
Rule  6: b221158111211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: 1421133c82118, Class:  0, CF:  1, Len: 13, Fitness_tra: 15
Rule  8: 1131119311411, Class:  0, CF:0.611256, Len: 13, Fitness_tra: 18
Rule  9: 21121111991c1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 28f2113111b11, Class:  0, CF:  1, Len: 13, Fitness_tra: 14
Rule 11: fa65211121151, Class:  0, CF:0.960564, Len: 13, Fitness_tra: 18
Rule 12: 7211314121111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 63231c1111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 14: 1131213311219, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 15: 6523211d22112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 28f2233615123, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 17: 2218415351413, Class:  0, CF:0.423763, Len: 13, Fitness_tra: 1
Rule 18: 63b1158119131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1111c18515811, Class:  0, CF:0.798633, Len: 13, Fitness_tra: 0
Rule 20: 3a31113585211, Class:  0, CF:0.775454, Len: 13, Fitness_tra: 0
Rule 21: 11f1451351123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 1831295151411, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 1811115151481, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: ae112519111b5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: b129188111211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 11212435111d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 317942e111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6165a1855551d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 214ac111a354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: f12948196151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b478c5ede8188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 24b8c83511d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2118299139825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1162566d11199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7148d59835311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 742342386512c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1512198911182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1b115e939528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11a1152151811, Class:  1, CF:0.71824, Len: 13, Fitness_tra: -6
Rule 40: b11525939828e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb3721169152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 412153d815191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 216249115e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 72b1181111e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3325d19385d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2b2525e2e1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b3f736e8228d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f37955231912c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2c49de5111395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 717e18213191d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b411133c82316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 694511c135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33152115e3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1365921515c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915485363542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7c111185511d8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 71b153d191911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 27b81535e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212e8212e53c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 16f21319d84cf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3945225915d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 411121591e1cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1161133512859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a94d219131311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6371111d13552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1478c218351c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13f1151511d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b42e121121151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 4c7371d165942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 78f1d81813c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b562c1e615213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a51569621c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1c75d3e1519d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 221535c116885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13f113e311283, Class:  0, CF:0.797095, Len: 13, Fitness_tra: 0
Rule 76: 7561c39911421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 14b515341e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 317111e191dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b21541335e215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b1be222d13938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2232113d2c113, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule 82: 55ad2399d5289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: bda1c5e653c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3112153133151, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 85: 36f2155111129, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 86: 2c21c13861e4c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: a6f22113c51d6, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 113113e111211, Class:  1, CF:0.680194, Len: 13, Fitness_tra: 0
Rule 89: 331d283911852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2562111151158, Class:  0, CF:0.988362, Len: 13, Fitness_tra: 14
Rule 91: 121113c516859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2185415351855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b42e1211d1151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 61211881111d1, Class:  1, CF:0.0733886, Len: 13, Fitness_tra: 16
Rule 95: 28f2113111b11, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 96: 0001314000001, Class:  1, CF:0.702044, Len:  5, Fitness_tra: 533
Rule 97: 11a17519d3111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 98: b478c2e8e3188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 6823117d21112, Class:  0, CF:0.905944, Len: 13, Fitness_tra: 28
Rule100: 1131395181811, Class:  1, CF:0.925358, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:72.4074
------Result------
Miss_rate(tra)	:72.4074
Miss_rate(tst)	:46.4646
ARL				:12.3256

------Generation 5------
Rule  1: 0001314000001, Class:  1, CF:0.702044, Len:  5, Fitness_tra: 533
Rule  2: 000d00002000d, Class:  0, CF:0.603438, Len:  3, Fitness_tra: 136
Rule  3: 0009800000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 56
Rule  4: 6823117d21112, Class:  0, CF:0.905944, Len: 13, Fitness_tra: 28
Rule  5: 1131119311411, Class:  0, CF:0.611256, Len: 13, Fitness_tra: 18
Rule  6: fa65211121151, Class:  0, CF:0.960564, Len: 13, Fitness_tra: 18
Rule  7: 61211881111d1, Class:  1, CF:0.0733886, Len: 13, Fitness_tra: 19
Rule  8: 1421133c82118, Class:  0, CF:  1, Len: 13, Fitness_tra: 15
Rule  9: 28f2113111b11, Class:  0, CF:  1, Len: 13, Fitness_tra: 14
Rule 10: 2562111151158, Class:  0, CF:0.988362, Len: 13, Fitness_tra: 10
Rule 11: 36f2155111129, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule 12: 2232113d2c113, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule 13: 1131213311219, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 14: 63231c1111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 15: 28f2233615123, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 16: 3112153133151, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 17: 2218415351413, Class:  0, CF:0.423763, Len: 13, Fitness_tra: 1
Rule 18: 2114418555811, Class:  1, CF:0.883402, Len: 13, Fitness_tra: 0
Rule 19: 1111c18515811, Class:  0, CF:0.798633, Len: 13, Fitness_tra: 0
Rule 20: 3a31113585211, Class:  0, CF:0.775454, Len: 13, Fitness_tra: 0
Rule 21: 11f1451351123, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 22: 1831295151411, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 1811115151481, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: ae112519111b5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: b129188111211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 11212435111d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 317942e111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6165a1855551d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 214ac111a354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: f12948196151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b478c5ede8188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
