------Generation 0------
Rule  1: 1213c4ed6117c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 63f2918111158, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 16: faf5416114183, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 17: e815212b21289, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 18: 2cf1331113311, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 19: 61135818811d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 20: ff3551518dc11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 551111531351d, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 22: 336515811dd53, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 23: 15a1219e55411, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 24: 4268181125521, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 25: 1131938111182, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 26: affb8311113d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 27: 72f5b9e1182de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 391d51d955512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 722381526538d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: af1b8339118d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1919d5dd15591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: a571511555121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 31f11e318188a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: f171821da9315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 41f151818d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2229de5cc2531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 4c11c11519111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7c35911119dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6971211855115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 6e12d1d155112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 45f1459119115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b5a15122c1e18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1111c1199125e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a1223981111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 7876441111e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11a4136248151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: f615158d81589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 331859ee28151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 724511e81511c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 28f5153531125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 426b111513148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 61711d136515c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7175181111938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 72a82d5315211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2c414c5531638, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 41b9111c25919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7cb1515111231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: f33821613cc5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7131d51123129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4158c353d9c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3d45161222d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4715d1812183d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: a17731325551d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: aa628ee58121a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2c1a1b95391b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f1a58211d3859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4168713fdd215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: a348151dee888, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d311a32185e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 7112c1e111175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 24b6181d61312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a5211a9eb89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b17181d231121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4135312141e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 71a829e391181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 48a8b6191c1d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6e7d585e11852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11731c3915e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 47b5219161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 216518dd13521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f6f511138d111, Class:  0, CF:0.104152, Len: 13, Fitness_tra: -10
Rule 82: 66f111a55142a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7742111553545, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a1214595a5525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 18184ee958c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 41129515c3dd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 183c5511d3121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1115113193115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 0c0000000e0b0, Class:  1, CF:0.239556, Len:  3, Fitness_tra: 40
Rule 90: f37115996e525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: a111b11519351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: ff8d8321212c6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 3315189083111, Class:  0, CF:  1, Len: 12, Fitness_tra: 12
Rule 94: 1161332111182, Class:  0, CF:0.363987, Len: 13, Fitness_tra: -6
Rule 95: 4135319e4de15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 683c9d81101e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: dc11c115f911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2c11535111211, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 99: 22779d1219311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: f8152151ad289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:76.4815
------Result------
Miss_rate(tra)	:76.4815
Miss_rate(tst)	:57.5758
ARL				:12.3939

------Generation 3------
Rule  1: 2121419113118, Class:  1, CF:0.37242, Len: 13, Fitness_tra: 109
Rule  2: 3f61322155111, Class:  1, CF:0.976753, Len: 13, Fitness_tra: 67
Rule  3: 2d12533125211, Class:  0, CF:  1, Len: 13, Fitness_tra: 46
Rule  4: 0000b03050020, Class:  0, CF:0.891604, Len:  4, Fitness_tra: 40
Rule  5: 1c21131812511, Class:  0, CF:0.580508, Len: 13, Fitness_tra: 19
Rule  6: 41684111592c1, Class:  1, CF:  1, Len: 13, Fitness_tra: 12
Rule  7: a122593125211, Class:  0, CF:  1, Len: 13, Fitness_tra: 15
Rule  8: f31d3121212c6, Class:  0, CF:0.207814, Len: 13, Fitness_tra: 9
Rule  9: 123311c121125, Class:  0, CF:0.985401, Len: 13, Fitness_tra: 13
Rule 10: a111211d19158, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: a125113515542, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 12: af31211d4c853, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 13: 31112511192d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 14: 4711418121135, Class:  1, CF:  1, Len: 13, Fitness_tra: 6
Rule 15: 63f2918111158, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 16: faf5416114183, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 17: e815212b21289, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 18: 2cf1331113311, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 19: 61135818811d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 20: ff3551518dc11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 551111531351d, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 22: 336515811dd53, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 23: 15a1219e55411, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 24: 4268181125521, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 25: 1131938111182, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 26: affb8311113d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 27: 72f5b9e1182de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 391d51d955512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 722381526538d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: af1b8339118d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1919d5dd15591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: a571511555121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 31f11e318188a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: f171821da9315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 41f151818d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2229de5cc2531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 4c11c11519111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7c35911119dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6971211855115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 6e12d1d155112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 45f1459119115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b5a15122c1e18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1111c1199125e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a1223981111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 7876441111e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11a4136248151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: f615158d81589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 331859ee28151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 724511e81511c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 28f5153531125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 426b111513148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 61711d136515c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7175181111938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 72a82d5315211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2c414c5531638, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 41b9111c25919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7cb1515111231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: f33821613cc5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7131d51123129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4158c353d9c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3d45161222d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4715d1812183d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: a17731325551d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: aa628ee58121a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2c1a1b95391b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f1a58211d3859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4168713fdd215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: a348151dee888, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d311a32185e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 7112c1e111175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 24b6181d61312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a5211a9eb89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b17181d231121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4135312141e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 71a829e391181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 48a8b6191c1d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6e7d585e11852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11731c3915e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 47b5219161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 216518dd13521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f6f511138d111, Class:  0, CF:0.104152, Len: 13, Fitness_tra: -10
Rule 82: 66f111a55142a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7742111553545, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a1214595a5525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 18184ee958c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 41129515c3dd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 183c5511d3121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1115113193115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 0c0000000e0b0, Class:  1, CF:0.239556, Len:  3, Fitness_tra: 40
Rule 90: f37115996e525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: a111b11519351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: ff8d8321212c6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 3315189083111, Class:  0, CF:  1, Len: 12, Fitness_tra: 12
Rule 94: 1161332111182, Class:  0, CF:0.363987, Len: 13, Fitness_tra: -6
Rule 95: 4135319e4de15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 683c9d81101e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: dc11c115f911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2c11535111211, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 99: 22779d1219311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: f8152151ad289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:76.4815
------Result------
Miss_rate(tra)	:76.4815
Miss_rate(tst)	:57.5758
ARL				:12.3939

------Generation 4------
Rule  1: 2121419113118, Class:  1, CF:0.37242, Len: 13, Fitness_tra: 109
Rule  2: 3f61322155111, Class:  1, CF:0.976753, Len: 13, Fitness_tra: 67
Rule  3: 2d12533125211, Class:  0, CF:  1, Len: 13, Fitness_tra: 46
Rule  4: 0000b03050020, Class:  0, CF:0.891604, Len:  4, Fitness_tra: 40
Rule  5: 1c21131812511, Class:  0, CF:0.580508, Len: 13, Fitness_tra: 19
Rule  6: 41684111592c1, Class:  1, CF:  1, Len: 13, Fitness_tra: 12
Rule  7: a122593125211, Class:  0, CF:  1, Len: 13, Fitness_tra: 15
Rule  8: f31d3121212c6, Class:  0, CF:0.207814, Len: 13, Fitness_tra: 9
Rule  9: 123311c121125, Class:  0, CF:0.985401, Len: 13, Fitness_tra: 13
Rule 10: a111211d19158, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: a125113515542, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 12: af31211d4c853, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 13: 31112511192d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 14: 4711418121135, Class:  1, CF:  1, Len: 13, Fitness_tra: 6
Rule 15: 63f2918111158, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 16: faf5416114183, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 17: e815212b21289, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 18: 2cf1331113311, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 19: 61135818811d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 20: ff3551518dc11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 551111531351d, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 22: 336515811dd53, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 23: 15a1219e55411, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 24: 4268181125521, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 25: 1131938111182, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 26: affb8311113d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 27: 72f5b9e1182de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 391d51d955512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 722381526538d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: af1b8339118d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1919d5dd15591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: a571511555121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 31f11e318188a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: f171821da9315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 41f151818d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2229de5cc2531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 4c11c11519111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7c35911119dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6971211855115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 6e12d1d155112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 45f1459119115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b5a15122c1e18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1111c1199125e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a1223981111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 7876441111e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11a4136248151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: f615158d81589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 331859ee28151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 724511e81511c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 28f5153531125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 426b111513148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 61711d136515c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7175181111938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 72a82d5315211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2c414c5531638, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 41b9111c25919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7cb1515111231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: f33821613cc5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7131d51123129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4158c353d9c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3d45161222d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4715d1812183d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: a17731325551d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: aa628ee58121a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2c1a1b95391b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f1a58211d3859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4168713fdd215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: a348151dee888, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d311a32185e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 7112c1e111175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 24b6181d61312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a5211a9eb89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b17181d231121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4135312141e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 71a829e391181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 48a8b6191c1d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6e7d585e11852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11731c3915e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 47b5219161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 216518dd13521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f6f511138d111, Class:  0, CF:0.104152, Len: 13, Fitness_tra: -10
Rule 82: 66f111a55142a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7742111553545, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a1214595a5525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 18184ee958c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 41129515c3dd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 183c5511d3121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1115113193115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 0c0000000e0b0, Class:  1, CF:0.239556, Len:  3, Fitness_tra: 40
Rule 90: f37115996e525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: a111b11519351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: ff8d8321212c6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 3315189083111, Class:  0, CF:  1, Len: 12, Fitness_tra: 12
Rule 94: 1161332111182, Class:  0, CF:0.363987, Len: 13, Fitness_tra: -6
Rule 95: 4135319e4de15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 683c9d81101e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: dc11c115f911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2c11535111211, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 99: 22779d1219311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: f8152151ad289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:76.4815
------Result------
Miss_rate(tra)	:76.4815
Miss_rate(tst)	:57.5758
ARL				:12.3939

------Generation 5------
Rule  1: 2121419113118, Class:  1, CF:0.37242, Len: 13, Fitness_tra: 109
Rule  2: 3f61322155111, Class:  1, CF:0.976753, Len: 13, Fitness_tra: 67
Rule  3: 2d12533125211, Class:  0, CF:  1, Len: 13, Fitness_tra: 46
Rule  4: 0000b03050020, Class:  0, CF:0.891604, Len:  4, Fitness_tra: 40
Rule  5: 1c21131812511, Class:  0, CF:0.580508, Len: 13, Fitness_tra: 19
Rule  6: 41684111592c1, Class:  1, CF:  1, Len: 13, Fitness_tra: 12
Rule  7: a122593125211, Class:  0, CF:  1, Len: 13, Fitness_tra: 15
Rule  8: f31d3121212c6, Class:  0, CF:0.207814, Len: 13, Fitness_tra: 9
Rule  9: 123311c121125, Class:  0, CF:0.985401, Len: 13, Fitness_tra: 13
Rule 10: a111211d19158, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: a125113515542, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 12: af31211d4c853, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 13: 31112511192d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 14: 4711418121135, Class:  1, CF:  1, Len: 13, Fitness_tra: 6
Rule 15: 63f2918111158, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 16: faf5416114183, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 17: e815212b21289, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 18: 2cf1331113311, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 19: 61135818811d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 20: ff3551518dc11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 551111531351d, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 22: 336515811dd53, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 23: 15a1219e55411, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 24: 4268181125521, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 25: 1131938111182, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 26: affb8311113d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 27: 72f5b9e1182de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 391d51d955512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
