------Generation 0------
Rule  1: 2cd5222321112, Class:  2, CF:0.937587, Len: 13, Fitness_tra: 0
Rule 13: 241511c521151, Class:  1, CF:0.993588, Len: 13, Fitness_tra: 0
Rule 14: 14521d5188593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 4111222311411, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5159817121c1c, Class:  0, CF:0.60506, Len: 13, Fitness_tra: 0
Rule 17: 1c91153515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1155212111112, Class:  2, CF:0.125066, Len: 13, Fitness_tra: 0
Rule 19: 51552c2311218, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 11311118d2131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 32d8915812135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 311121e111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 1251151212112, Class:  0, CF:0.534626, Len: 13, Fitness_tra: 0
Rule 24: 12151cc152152, Class:  0, CF:0.55852, Len: 13, Fitness_tra: 0
Rule 25: 8151115112812, Class:  0, CF:0.996122, Len: 13, Fitness_tra: 0
Rule 26: 115d227111111, Class:  2, CF:0.568642, Len: 13, Fitness_tra: 0
Rule 27: 81112581225e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 3211133255211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11131c7513842, Class:  1, CF:0.797023, Len: 13, Fitness_tra: 0
Rule 30: 2155451122111, Class:  2, CF:0.804058, Len: 13, Fitness_tra: 0
Rule 31: 1111c12111722, Class:  0, CF:0.808101, Len: 13, Fitness_tra: 0
Rule 32: 181151c811112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 5811122211421, Class:  0, CF:0.904206, Len: 13, Fitness_tra: 0
Rule 34: 2251c5111c532, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 5158cc41c512c, Class:  2, CF:0.977767, Len: 13, Fitness_tra: 0
Rule 36: 5591211611111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 919521b589115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1135811183212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3c15815512511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 121c591552519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1155112611111, Class:  2, CF:0.806048, Len: 13, Fitness_tra: 0
Rule 42: 5291811288111, Class:  2, CF:0.441494, Len: 13, Fitness_tra: 0
Rule 43: 1111151111515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 11d1121121241, Class:  1, CF:0.203021, Len: 13, Fitness_tra: 0
Rule 45: 381c539251591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3111115158111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1151115c52553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1252c11811119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1111128181852, Class:  0, CF:0.633617, Len: 13, Fitness_tra: 0
Rule 50: 31121111d2811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 1151c51182112, Class:  0, CF:0.96504, Len: 13, Fitness_tra: 0
Rule 52: 000fe60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1255212181151, Class:  1, CF:0.819255, Len: 13, Fitness_tra: 0
Rule 54: d199821115c28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 15e182111c181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11112115c1c12, Class:  1, CF:0.821938, Len: 13, Fitness_tra: 0
Rule 57: 3251195131111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: 5131114c11471, Class:  1, CF:0.847803, Len: 13, Fitness_tra: 0
Rule 59: 1251131111191, Class:  0, CF:0.150861, Len: 13, Fitness_tra: 0
Rule 60: 3351212511111, Class:  1, CF:0.99073, Len: 13, Fitness_tra: 0
Rule 61: 3c00d00008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 521111b121428, Class:  0, CF:0.998409, Len: 13, Fitness_tra: 0
Rule 63: 2191155112511, Class:  0, CF:0.685328, Len: 13, Fitness_tra: 0
Rule 64: 11e5212e4282c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1415218211111, Class:  1, CF:0.957014, Len: 13, Fitness_tra: 0
Rule 66: 31912271c9112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11111221c1471, Class:  1, CF:0.767875, Len: 13, Fitness_tra: 1
Rule 68: 121111d11c515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: d1d1121111112, Class:  0, CF:0.691205, Len: 13, Fitness_tra: 0
Rule 70: 123113911d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18dc215221d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5111112118cb2, Class:  0, CF:0.653431, Len: 13, Fitness_tra: 0
Rule 73: 3212112211511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 74: 1c5cc1d81811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1281158281111, Class:  1, CF:0.115983, Len: 13, Fitness_tra: 0
Rule 76: 1115122521141, Class:  1, CF:0.954784, Len: 13, Fitness_tra: 0
Rule 77: 1111199152515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: 2211218121111, Class:  0, CF:0.527022, Len: 13, Fitness_tra: 0
Rule 79: 1185cc2315218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11d1814118412, Class:  0, CF:0.607802, Len: 13, Fitness_tra: 0
Rule 81: 515112c2212b2, Class:  0, CF:0.998714, Len: 13, Fitness_tra: 0
Rule 82: 5111112121441, Class:  0, CF:0.70741, Len: 13, Fitness_tra: 0
Rule 83: 8111222c12532, Class:  0, CF:0.170974, Len: 13, Fitness_tra: 0
Rule 84: 2151121381111, Class:  0, CF:0.254035, Len: 13, Fitness_tra: 0
Rule 85: 00000cc084550, Class:  0, CF:0.318166, Len:  6, Fitness_tra: 0
Rule 86: 555518b111214, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 0000705050000, Class:  0, CF:0.894438, Len:  3, Fitness_tra: 0
Rule 88: 1228112112112, Class:  2, CF:0.735755, Len: 13, Fitness_tra: 0
Rule 89: 2780002004000, Class:  0, CF:0.705397, Len:  5, Fitness_tra: 2
Rule 90: 000000000b004, Class:  0, CF:0.0461614, Len:  2, Fitness_tra: -17
Rule 91: 006100828111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 925d21b111421, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: 12111112c2c12, Class:  0, CF:0.162824, Len: 13, Fitness_tra: 0
Rule 94: 2c15a12d11522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 525d000120492, Class:  0, CF:0.440557, Len:  9, Fitness_tra: 0
Rule 96: 311121e6111ea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 91152115c1112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 98: 14d61d5e28543, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 5159817021c1c, Class:  0, CF:0.811772, Len: 12, Fitness_tra: 0
Rule100: 31911171c9a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.9532
------Result------
Miss_rate(tra)	:47.9532
Miss_rate(tst)	:47.2222
ARL				:11.7183

------Generation 3------
Rule  1: 8000000004007, Class:  2, CF:0.300888, Len:  3, Fitness_tra: 34
Rule  2: 000000000000c, Class:  0, CF:0.410223, Len:  1, Fitness_tra: 15
Rule  3: 00007080d0000, Class:  0, CF:0.785632, Len:  3, Fitness_tra: 3
Rule  4: 000d000000092, Class:  1, CF:0.3109, Len:  3, Fitness_tra: 2
Rule  5: 20e0804040000, Class:  0, CF:0.993934, Len:  5, Fitness_tra: 1
Rule  6: 2cd5222321112, Class:  2, CF:0.937587, Len: 13, Fitness_tra: 0
Rule  7: 11528d115c111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  8: 1211218381551, Class:  0, CF:0.388834, Len: 13, Fitness_tra: 0
Rule  9: 111259111513a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 11112d528cdd1, Class:  0, CF:0.672084, Len: 13, Fitness_tra: 0
Rule 11: 5151122121288, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 151d1c4971188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 241511c521151, Class:  1, CF:0.993588, Len: 13, Fitness_tra: 0
Rule 14: 14521d5188593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 4111222311411, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5159817121c1c, Class:  0, CF:0.60506, Len: 13, Fitness_tra: 0
Rule 17: 1c91153515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1155212111112, Class:  2, CF:0.125066, Len: 13, Fitness_tra: 0
Rule 19: 51552c2311218, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 11311118d2131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 32d8915812135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 311121e111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 1251151212112, Class:  0, CF:0.534626, Len: 13, Fitness_tra: 0
Rule 24: 12151cc152152, Class:  0, CF:0.55852, Len: 13, Fitness_tra: 0
Rule 25: 8151115112812, Class:  0, CF:0.996122, Len: 13, Fitness_tra: 0
Rule 26: 115d227111111, Class:  2, CF:0.568642, Len: 13, Fitness_tra: 0
Rule 27: 81112581225e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 3211133255211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11131c7513842, Class:  1, CF:0.797023, Len: 13, Fitness_tra: 0
Rule 30: 2155451122111, Class:  2, CF:0.804058, Len: 13, Fitness_tra: 0
Rule 31: 1111c12111722, Class:  0, CF:0.808101, Len: 13, Fitness_tra: 0
Rule 32: 181151c811112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 5811122211421, Class:  0, CF:0.904206, Len: 13, Fitness_tra: 0
Rule 34: 2251c5111c532, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 5158cc41c512c, Class:  2, CF:0.977767, Len: 13, Fitness_tra: 0
Rule 36: 5591211611111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 919521b589115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1135811183212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3c15815512511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 121c591552519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1155112611111, Class:  2, CF:0.806048, Len: 13, Fitness_tra: 0
Rule 42: 5291811288111, Class:  2, CF:0.441494, Len: 13, Fitness_tra: 0
Rule 43: 1111151111515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 11d1121121241, Class:  1, CF:0.203021, Len: 13, Fitness_tra: 0
Rule 45: 381c539251591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3111115158111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1151115c52553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1252c11811119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1111128181852, Class:  0, CF:0.633617, Len: 13, Fitness_tra: 0
Rule 50: 31121111d2811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 1151c51182112, Class:  0, CF:0.96504, Len: 13, Fitness_tra: 0
Rule 52: 000fe60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1255212181151, Class:  1, CF:0.819255, Len: 13, Fitness_tra: 0
Rule 54: d199821115c28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 15e182111c181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11112115c1c12, Class:  1, CF:0.821938, Len: 13, Fitness_tra: 0
Rule 57: 3251195131111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: 5131114c11471, Class:  1, CF:0.847803, Len: 13, Fitness_tra: 0
Rule 59: 1251131111191, Class:  0, CF:0.150861, Len: 13, Fitness_tra: 0
Rule 60: 3351212511111, Class:  1, CF:0.99073, Len: 13, Fitness_tra: 0
Rule 61: 3c00d00008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 521111b121428, Class:  0, CF:0.998409, Len: 13, Fitness_tra: 0
Rule 63: 2191155112511, Class:  0, CF:0.685328, Len: 13, Fitness_tra: 0
Rule 64: 11e5212e4282c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1415218211111, Class:  1, CF:0.957014, Len: 13, Fitness_tra: 0
Rule 66: 31912271c9112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11111221c1471, Class:  1, CF:0.767875, Len: 13, Fitness_tra: 1
Rule 68: 121111d11c515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: d1d1121111112, Class:  0, CF:0.691205, Len: 13, Fitness_tra: 0
Rule 70: 123113911d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18dc215221d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5111112118cb2, Class:  0, CF:0.653431, Len: 13, Fitness_tra: 0
Rule 73: 3212112211511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 74: 1c5cc1d81811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1281158281111, Class:  1, CF:0.115983, Len: 13, Fitness_tra: 0
Rule 76: 1115122521141, Class:  1, CF:0.954784, Len: 13, Fitness_tra: 0
Rule 77: 1111199152515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: 2211218121111, Class:  0, CF:0.527022, Len: 13, Fitness_tra: 0
Rule 79: 1185cc2315218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11d1814118412, Class:  0, CF:0.607802, Len: 13, Fitness_tra: 0
Rule 81: 515112c2212b2, Class:  0, CF:0.998714, Len: 13, Fitness_tra: 0
Rule 82: 5111112121441, Class:  0, CF:0.70741, Len: 13, Fitness_tra: 0
Rule 83: 8111222c12532, Class:  0, CF:0.170974, Len: 13, Fitness_tra: 0
Rule 84: 2151121381111, Class:  0, CF:0.254035, Len: 13, Fitness_tra: 0
Rule 85: 00000cc084550, Class:  0, CF:0.318166, Len:  6, Fitness_tra: 0
Rule 86: 555518b111214, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 0000705050000, Class:  0, CF:0.894438, Len:  3, Fitness_tra: 0
Rule 88: 1228112112112, Class:  2, CF:0.735755, Len: 13, Fitness_tra: 0
Rule 89: 2780002004000, Class:  0, CF:0.705397, Len:  5, Fitness_tra: 2
Rule 90: 000000000b004, Class:  0, CF:0.0461614, Len:  2, Fitness_tra: -17
Rule 91: 006100828111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 925d21b111421, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: 12111112c2c12, Class:  0, CF:0.162824, Len: 13, Fitness_tra: 0
Rule 94: 2c15a12d11522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 525d000120492, Class:  0, CF:0.440557, Len:  9, Fitness_tra: 0
Rule 96: 311121e6111ea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 91152115c1112, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 98: 14d61d5e28543, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 5159817021c1c, Class:  0, CF:0.811772, Len: 12, Fitness_tra: 0
Rule100: 31911171c9a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.9532
------Result------
Miss_rate(tra)	:47.9532
Miss_rate(tst)	:47.2222
ARL				:11.7183

------Generation 4------
Rule  1: 8000000004007, Class:  2, CF:0.300888, Len:  3, Fitness_tra: 32
Rule  2: 000000000000c, Class:  0, CF:0.410223, Len:  1, Fitness_tra: 15
Rule  3: 00007080d0000, Class:  0, CF:0.785632, Len:  3, Fitness_tra: 2
Rule  4: 000d000000092, Class:  1, CF:0.3109, Len:  3, Fitness_tra: 3
Rule  5: 2780002004000, Class:  0, CF:0.705397, Len:  5, Fitness_tra: 0
Rule  6: 20e0804040000, Class:  0, CF:0.993934, Len:  5, Fitness_tra: 1
Rule  7: 11111221c1471, Class:  1, CF:0.767875, Len: 13, Fitness_tra: 4
Rule  8: 11528d115c111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 111259111513a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 11112d528cdd1, Class:  0, CF:0.672084, Len: 13, Fitness_tra: 0
Rule 11: 5151122121288, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 151d1c4971188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 241511c521151, Class:  1, CF:0.993588, Len: 13, Fitness_tra: 0
Rule 14: 14521d5188593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 4111222311411, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5159817121c1c, Class:  0, CF:0.60506, Len: 13, Fitness_tra: 0
Rule 17: 1c91153515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1155212111112, Class:  2, CF:0.125066, Len: 13, Fitness_tra: 0
Rule 19: 51552c2311218, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 11311118d2131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 32d8915812135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 311121e111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 1251151212112, Class:  0, CF:0.534626, Len: 13, Fitness_tra: 0
Rule 24: 12151cc152152, Class:  0, CF:0.55852, Len: 13, Fitness_tra: 0
Rule 25: 8151115112812, Class:  0, CF:0.996122, Len: 13, Fitness_tra: 0
Rule 26: 115d227111111, Class:  2, CF:0.568642, Len: 13, Fitness_tra: 0
Rule 27: 81112581225e1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 3211133255211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11131c7513842, Class:  1, CF:0.797023, Len: 13, Fitness_tra: 0
Rule 30: 2155451122111, Class:  2, CF:0.804058, Len: 13, Fitness_tra: 0
Rule 31: 1111c12111722, Class:  0, CF:0.808101, Len: 13, Fitness_tra: 0
Rule 32: 181151c811112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 5811122211421, Class:  0, CF:0.904206, Len: 13, Fitness_tra: 0
Rule 34: 2251c5111c532, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 5158cc41c512c, Class:  2, CF:0.977767, Len: 13, Fitness_tra: 0
Rule 36: 5591211611111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 919521b589115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1135811183212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3c15815512511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 121c591552519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1155112611111, Class:  2, CF:0.806048, Len: 13, Fitness_tra: 0
Rule 42: 5291811288111, Class:  2, CF:0.441494, Len: 13, Fitness_tra: 0
Rule 43: 1111151111515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 11d1121121241, Class:  1, CF:0.203021, Len: 13, Fitness_tra: 0
Rule 45: 381c539251591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3111115158111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1151115c52553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1252c11811119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1111128181852, Class:  0, CF:0.633617, Len: 13, Fitness_tra: 0
Rule 50: 31121111d2811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 1151c51182112, Class:  0, CF:0.96504, Len: 13, Fitness_tra: 0
Rule 52: 000fe60000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1255212181151, Class:  1, CF:0.819255, Len: 13, Fitness_tra: 0
Rule 54: d199821115c28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 15e182111c181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11112115c1c12, Class:  1, CF:0.821938, Len: 13, Fitness_tra: 0
Rule 57: 3251195131111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: 5131114c11471, Class:  1, CF:0.847803, Len: 13, Fitness_tra: 0
Rule 59: 1251131111191, Class:  0, CF:0.150861, Len: 13, Fitness_tra: 0
Rule 60: 3351212511111, Class:  1, CF:0.99073, Len: 13, Fitness_tra: 0
Rule 61: 3c00d00008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 521111b121428, Class:  0, CF:0.998409, Len: 13, Fitness_tra: 0
Rule 63: 2191155112511, Class:  0, CF:0.685328, Len: 13, Fitness_tra: 0
Rule 64: 11e5212e4282c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1415218211111, Class:  1, CF:0.957014, Len: 13, Fitness_tra: 0
Rule 66: 31912271c9112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1211218381551, Class:  0, CF:0.388834, Len: 13, Fitness_tra: 0
Rule 68: 121111d11c515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: d1d1121111112, Class:  0, CF:0.691205, Len: 13, Fitness_tra: 0
Rule 70: 123113911d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18dc215221d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5111112118cb2, Class:  0, CF:0.653431, Len: 13, Fitness_tra: 0
Rule 73: 3212112211511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 74: 1c5cc1d81811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1281158281111, Class:  1, CF:0.115983, Len: 13, Fitness_tra: 0
Rule 76: 1115122521141, Class:  1, CF:0.954784, Len: 13, Fitness_tra: 0
Rule 77: 1111199152515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: 2211218121111, Class:  0, CF:0.527022, Len: 13, Fitness_tra: -1
Rule 79: 1185cc2315218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11d1814118412, Class:  0, CF:0.607802, Len: 13, Fitness_tra: 0
Rule 81: 11e3281328c2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2255112112111, Class:  2, CF:0.932037, Len: 13, Fitness_tra: 0
Rule 83: 1155127313125, Class:  0, CF:0.131412, Len: 13, Fitness_tra: 0
Rule 84: 1112211111112, Class:  2, CF:0.479819, Len: 13, Fitness_tra: 0
Rule 85: 2115115111551, Class:  1, CF:0.987094, Len: 13, Fitness_tra: 0
Rule 86: 151d812d11111, Class:  1, CF:0.307035, Len: 13, Fitness_tra: 0
Rule 87: 2151118111114, Class:  0, CF:0.910941, Len: 13, Fitness_tra: 0
Rule 88: 000000c0b0500, Class:  1, CF:0.176097, Len:  3, Fitness_tra: 7
Rule 89: 1115218152211, Class:  0, CF:0.990848, Len: 13, Fitness_tra: 0
Rule 90: 2155115112111, Class:  1, CF:0.605465, Len: 13, Fitness_tra: 0
Rule 91: 11151c1151152, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 1814519251511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 311611e1114ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2111255111511, Class:  0, CF:0.125464, Len: 13, Fitness_tra: 0
Rule 95: c212112221421, Class:  1, CF:0.660557, Len: 13, Fitness_tra: 0
Rule 96: 171113c811111, Class:  1, CF:0.99684, Len: 13, Fitness_tra: 0
Rule 97: 55911a1e28110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1351252512c11, Class:  1, CF:0.312837, Len: 13, Fitness_tra: 0
Rule 99: 5651c51182c1c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 52511c4115515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.5205
------Result------
Miss_rate(tra)	:41.5205
Miss_rate(tst)	:36.1111
ARL				:12.0556

------Generation 5------
Rule  1: 8000000004007, Class:  2, CF:0.300888, Len:  3, Fitness_tra: 32
Rule  2: 000000000000c, Class:  0, CF:0.410223, Len:  1, Fitness_tra: 15
Rule  3: 00007080d0000, Class:  0, CF:0.785632, Len:  3, Fitness_tra: 2
Rule  4: 000d000000092, Class:  1, CF:0.3109, Len:  3, Fitness_tra: 3
Rule  5: 2780002004000, Class:  0, CF:0.705397, Len:  5, Fitness_tra: 0
Rule  6: 20e0804040000, Class:  0, CF:0.993934, Len:  5, Fitness_tra: 1
Rule  7: 11111221c1471, Class:  1, CF:0.767875, Len: 13, Fitness_tra: 4
Rule  8: 11528d115c111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 111259111513a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 11112d528cdd1, Class:  0, CF:0.672084, Len: 13, Fitness_tra: 0
Rule 11: 5151122121288, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 151d1c4971188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 241511c521151, Class:  1, CF:0.993588, Len: 13, Fitness_tra: 0
Rule 14: 14521d5188593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 4111222311411, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5159817121c1c, Class:  0, CF:0.60506, Len: 13, Fitness_tra: 0
Rule 17: 1c91153515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1155212111112, Class:  2, CF:0.125066, Len: 13, Fitness_tra: 0
Rule 19: 51552c2311218, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 11311118d2131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 32d8915812135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 311121e111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 1251151212112, Class:  0, CF:0.534626, Len: 13, Fitness_tra: 0
Rule 24: 12151cc152152, Class:  0, CF:0.55852, Len: 13, Fitness_tra: 0
Rule 25: 8151115112812, Class:  0, CF:0.996122, Len: 13, Fitness_tra: 0
