------Generation 0------
Rule  1: 1dd1ba9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3dc14258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 812db591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21511132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 1d514b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 518cb39c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 99187498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 295441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 111217ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9d212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2c12271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 58154592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11282698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11d2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11c1249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11442712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 128d7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 21d8b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9321729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 52214bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 851142e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 18817235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 285846e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 252c4232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 85512391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 18211798, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: d5c17131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1121413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 55842291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 821243e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 81117498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 18c123e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 185117e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d1411ec, Class:  0, CF:0.999968, Len:  8, Fitness_tra: 0
Rule 71: 9d214a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1522175c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 38842f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 74: 511c79ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1228b3e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1cd12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1521751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d128b498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e0000000, Class:  0, CF:0.829162, Len:  1, Fitness_tra: 42
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 582227e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: d1812792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 5d1c26e4, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 88: 8d5421e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 89: 55d12f12, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 90: 1881b29c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11d2291c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 90111031, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 93: 020021e0, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 94: 8dc84998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 924177bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 15522382, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 97: 2c282b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0d1407e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 52717be5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0100b590, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:90.1366
------Result------
Miss_rate(tra)	:90.1366
Miss_rate(tst)	:83.7838
ARL				:4.94737

------Generation 3------
Rule  1: 0c000000, Class:  1, CF:0.0737418, Len:  1, Fitness_tra: 214
Rule  2: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 81
Rule  3: 21121a91, Class:  0, CF:0.786891, Len:  8, Fitness_tra: 76
Rule  4: e0000000, Class:  0, CF:0.829162, Len:  1, Fitness_tra: 42
Rule  5: 01440712, Class:  1, CF:0.995662, Len:  6, Fitness_tra: 13
Rule  6: 92111391, Class:  0, CF:0.840088, Len:  8, Fitness_tra: 4
Rule  7: 1488111c, Class:  0, CF:0.959758, Len:  8, Fitness_tra: 5
Rule  8: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule  9: 020021e0, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 10: dd822392, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 11: 8d811f91, Class:  0, CF:0.926382, Len:  8, Fitness_tra: 1
Rule 12: 91111332, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 13: 1dd1ba9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 22d174e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1888b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5514429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 5d5c4612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13422235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2118163c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 15527711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2d14441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51d1779c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 818521ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11214692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 588db112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11527138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 528c1b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 51217b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2c284b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3dc14258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 812db591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21511132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 1d514b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 518cb39c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 99187498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 295441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 111217ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9d212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2c12271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 58154592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11282698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11d2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11c1249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11442712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 128d7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 21d8b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9321729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 52214bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 851142e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 18817235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 285846e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 252c4232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 85512391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 18211798, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: d5c17131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1121413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 55842291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 821243e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 81117498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 18c123e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 185117e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d1411ec, Class:  0, CF:0.999968, Len:  8, Fitness_tra: 0
Rule 71: 9d214a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1522175c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 38842f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 74: 511c79ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1228b3e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1cd12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1521751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 51181131, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 82: 81d1b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 55244238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 511815e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3c214f1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 81514391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 8d817731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 52c11998, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 90: 23d42698, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0205076c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 52417bbc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 512b7b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 18887791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 51010004, Class:  0, CF:0.0536217, Len:  4, Fitness_tra: 7
Rule 97: 2b14ce98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 111217e3, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 221203e1, Class:  0, CF:0.999352, Len:  7, Fitness_tra: 0
Rule100: 90d1101c, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
------Current------
Miss_rate(tra)	:89.8331
------Result------
Miss_rate(tra)	:89.8331
Miss_rate(tst)	:82.4324
ARL				:4.72973

------Generation 4------
Rule  1: 0c000000, Class:  1, CF:0.0737418, Len:  1, Fitness_tra: 278
Rule  2: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 79
Rule  3: 21121a91, Class:  0, CF:0.786891, Len:  8, Fitness_tra: 41
Rule  4: e0000000, Class:  0, CF:0.829162, Len:  1, Fitness_tra: 45
Rule  5: 01440712, Class:  1, CF:0.995662, Len:  6, Fitness_tra: 9
Rule  6: 51010004, Class:  0, CF:0.0536217, Len:  4, Fitness_tra: 0
Rule  7: 1488111c, Class:  0, CF:0.959758, Len:  8, Fitness_tra: 3
Rule  8: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule  9: 92111391, Class:  0, CF:0.840088, Len:  8, Fitness_tra: 0
Rule 10: dd822392, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 11: 8d811f91, Class:  0, CF:0.926382, Len:  8, Fitness_tra: 1
Rule 12: 020021e0, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 13: 91111332, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 14: 22d174e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1888b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5514429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 5d5c4612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13422235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2118163c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 15527711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2d14441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51d1779c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 818521ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11214692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 588db112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11527138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 528c1b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 51217b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2c284b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3dc14258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 812db591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21511132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 1d514b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 518cb39c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 99187498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 295441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 111217ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9d212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2c12271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 58154592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11282698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11d2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11c1249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11442712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 128d7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 21d8b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9321729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 52214bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 851142e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 18817235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 285846e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 252c4232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 85512391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 18211798, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: d5c17131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1121413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 55842291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 821243e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 81117498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 18c123e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 185117e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d1411ec, Class:  0, CF:0.999968, Len:  8, Fitness_tra: 0
Rule 71: 9d214a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1522175c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 38842f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 74: 511c79ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1228b3e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1cd12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1521751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2212139c, Class:  0, CF:0.987851, Len:  8, Fitness_tra: 1
Rule 82: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 12827138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 52d97418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 8d841234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: d1c11498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 5d8c7a51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 13824a98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: d88c2212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 81817491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 022021e0, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 1a212658, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 94: 90d1100c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 1151b192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 8b010181, Class:  0, CF:0.349911, Len:  6, Fitness_tra: 131
Rule 97: 0c010004, Class:  1, CF:0.0330774, Len:  3, Fitness_tra: 0
Rule 98: 92c11998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 80000000, Class:  1, CF:0.0552485, Len:  1, Fitness_tra: 72
Rule100: 18011008, Class:  0, CF:0.820548, Len:  5, Fitness_tra: 34
------Current------
Miss_rate(tra)	:82.0941
------Result------
Miss_rate(tra)	:82.0941
Miss_rate(tst)	:72.2973
ARL				:4.475

------Generation 5------
Rule  1: 0c000000, Class:  1, CF:0.0737418, Len:  1, Fitness_tra: 332
Rule  2: 8b010181, Class:  0, CF:0.349911, Len:  6, Fitness_tra: 112
Rule  3: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 78
Rule  4: 80000000, Class:  1, CF:0.0552485, Len:  1, Fitness_tra: 74
Rule  5: e0000000, Class:  0, CF:0.829162, Len:  1, Fitness_tra: 45
Rule  6: 21121a91, Class:  0, CF:0.786891, Len:  8, Fitness_tra: 1
Rule  7: 18011008, Class:  0, CF:0.820548, Len:  5, Fitness_tra: 34
Rule  8: 01440712, Class:  1, CF:0.995662, Len:  6, Fitness_tra: 9
Rule  9: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 10: 1488111c, Class:  0, CF:0.959758, Len:  8, Fitness_tra: 0
Rule 11: 020021e0, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: 1a212658, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 13: 2212139c, Class:  0, CF:0.987851, Len:  8, Fitness_tra: 1
Rule 14: 8d811f91, Class:  0, CF:0.926382, Len:  8, Fitness_tra: 1
Rule 15: 51010004, Class:  0, CF:0.0536217, Len:  4, Fitness_tra: 0
Rule 16: 5514429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 5d5c4612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13422235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2118163c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 15527711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2d14441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51d1779c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 818521ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11214692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 588db112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11527138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 528c1b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 51217b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2c284b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3dc14258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 812db591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21511132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 1d514b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 518cb39c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 99187498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 295441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 111217ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9d212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2c12271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 58154592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11282698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11d2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11c1249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11442712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 128d7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 21d8b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9321729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 52214bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 851142e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 18817235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 285846e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 252c4232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 85512391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 18211798, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: d5c17131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1121413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
