------Generation 0------
Rule  1: d8dc71e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 221174e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 88514191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2d211712, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1d527c3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 281d7452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 13c17458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8181463c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8121b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 85122391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 51: 15822354, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 52: 58821231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 15d84e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5cd2411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 128c7735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 28524755, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11811711, Class:  1, CF:0.999363, Len:  8, Fitness_tra: 0
Rule 58: 1dd1be34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 12412792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 28542292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5152141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 282113e4, Class:  0, CF:0.993107, Len:  8, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 911117e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1251b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 12d4b81c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d211818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d8dc71e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5c121b1c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 72: 51127191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5121715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 12212112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d5211498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d8112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81812794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d11c44e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1251b151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: d553b291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d0000000, Class:  0, CF:0.159991, Len:  1, Fitness_tra: 3
Rule 83: d5172111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: 12884358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 5152b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00070000, Class:  1, CF:0.0540955, Len:  1, Fitness_tra: 280
Rule 87: 51124ce1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1dd14418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 55511312, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 90: 51512931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2128255c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: c0102591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 5182b125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 81112152, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 95: d181471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 655c241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 01812190, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule 99: 211177e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00201304, Class:  0, CF:0.434293, Len:  4, Fitness_tra: 544
------Current------
Miss_rate(tra)	:34.1426
------Result------
Miss_rate(tra)	:34.1426
Miss_rate(tst)	:10.1351
ARL				:4.17949

------Generation 3------
Rule  1: 00201304, Class:  0, CF:0.434293, Len:  4, Fitness_tra: 485
Rule  2: c0000000, Class:  1, CF:0.076647, Len:  1, Fitness_tra: 320
Rule  3: 00070000, Class:  1, CF:0.0540955, Len:  1, Fitness_tra: 281
Rule  4: 02000110, Class:  0, CF:0.286357, Len:  3, Fitness_tra: 46
Rule  5: 000000d0, Class:  1, CF:0.0290291, Len:  1, Fitness_tra: 4
Rule  6: d0000000, Class:  0, CF:0.159991, Len:  1, Fitness_tra: -15
Rule  7: c1112151, Class:  0, CF:  1, Len:  8, Fitness_tra: 2
Rule  8: 11851131, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  9: d0030000, Class:  0, CF:0.169216, Len:  2, Fitness_tra: 1
Rule 10: 01812190, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 11: 11211651, Class:  0, CF:0.400743, Len:  8, Fitness_tra: 0
Rule 12: 81821f58, Class:  0, CF:0.993154, Len:  8, Fitness_tra: 0
Rule 13: 15517734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 12122f51, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 5d541b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 11d22331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 88817414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1514b195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1552159c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 28d84714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 8dd4111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 23: 155c1252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1114b591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 15182798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15157411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d1551c1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 28287131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1111411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: d85124e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15dc4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 58287311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 21127158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 221174e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 88514191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2d211712, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1d527c3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 281d7452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 13c17458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8181463c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8121b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 85122391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 51: 15822354, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 52: 58821231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 15d84e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5cd2411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 128c7735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 28524755, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11811711, Class:  1, CF:0.999363, Len:  8, Fitness_tra: 0
Rule 58: 1dd1be34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 12412792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 28542292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5152141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 282113e4, Class:  0, CF:0.993107, Len:  8, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 911117e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1251b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 12d4b81c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d211818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d8dc71e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5c121b1c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 72: 51127191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5121715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 12212112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d5211498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d8112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81812794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d11c44e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1251b151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1181b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 19244138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 5518b311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000e0, Class:  0, CF:0.962844, Len:  1, Fitness_tra: 85
Rule 85: 5d24191c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1d527154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 85214491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: ddc2229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 115c2294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 51814198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1cd22331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1152b151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 82dc2791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 010c48e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00612097, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 98084810, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 52541192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 98: 55510310, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 99: 11000734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: d30124e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:33.8771
------Result------
Miss_rate(tra)	:33.8771
Miss_rate(tst)	:9.45946
ARL				:3.86486

------Generation 4------
Rule  1: 00201304, Class:  0, CF:0.434293, Len:  4, Fitness_tra: 416
Rule  2: c0000000, Class:  1, CF:0.076647, Len:  1, Fitness_tra: 322
Rule  3: 00070000, Class:  1, CF:0.0540955, Len:  1, Fitness_tra: 273
Rule  4: 000000e0, Class:  0, CF:0.962844, Len:  1, Fitness_tra: 92
Rule  5: 02000110, Class:  0, CF:0.286357, Len:  3, Fitness_tra: 63
Rule  6: 000000d0, Class:  1, CF:0.0290291, Len:  1, Fitness_tra: 4
Rule  7: c1112151, Class:  0, CF:  1, Len:  8, Fitness_tra: 2
Rule  8: 11851131, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  9: d0030000, Class:  0, CF:0.169216, Len:  2, Fitness_tra: -13
Rule 10: d30124e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 11211651, Class:  0, CF:0.400743, Len:  8, Fitness_tra: 0
Rule 12: 81821f58, Class:  0, CF:0.993154, Len:  8, Fitness_tra: 0
Rule 13: 15517734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 12122f51, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 5d541b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 11d22331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 88817414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1514b195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1552159c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 28d84714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 8dd4111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 23: 155c1252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1114b591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 15182798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15157411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d1551c1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 28287131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1111411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: d85124e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15dc4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 58287311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 21127158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 221174e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 88514191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2d211712, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1d527c3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 281d7452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 13c17458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8181463c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8121b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 85122391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 51: 15822354, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 52: 58821231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 15d84e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5cd2411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 128c7735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 28524755, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11811711, Class:  1, CF:0.999363, Len:  8, Fitness_tra: 0
Rule 58: 1dd1be34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 12412792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 28542292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5152141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 282113e4, Class:  0, CF:0.993107, Len:  8, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 911117e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1251b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 12d4b81c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d211818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d8dc71e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5c121b1c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 72: 51127191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5121715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 12212112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d5211498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d8112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81812794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d11c44e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1251b151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: dddc2211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 8d1c111c, Class:  0, CF:0.775989, Len:  8, Fitness_tra: 0
Rule 83: 55221332, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: 115c2611, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 85: 58d17312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1552b331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: c1127351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 521cb3e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2d5273e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 51817f32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5882023c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 58127158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 08202390, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule 94: 08020000, Class:  0, CF:0.11516, Len:  2, Fitness_tra: 0
Rule 95: e11c44e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 525c74e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 61b2416c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: d0010002, Class:  0, CF:0.220389, Len:  3, Fitness_tra: 0
Rule 99: 28484714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b00c0000, Class:  0, CF:0.28772, Len:  2, Fitness_tra: 37
------Current------
Miss_rate(tra)	:33.5736
------Result------
Miss_rate(tra)	:33.5736
Miss_rate(tst)	:9.45946
ARL				:3.92308

------Generation 5------
Rule  1: 00201304, Class:  0, CF:0.434293, Len:  4, Fitness_tra: 296
Rule  2: c0000000, Class:  1, CF:0.076647, Len:  1, Fitness_tra: 344
Rule  3: 00070000, Class:  1, CF:0.0540955, Len:  1, Fitness_tra: 297
Rule  4: 000000e0, Class:  0, CF:0.962844, Len:  1, Fitness_tra: 94
Rule  5: 02000110, Class:  0, CF:0.286357, Len:  3, Fitness_tra: 67
Rule  6: b00c0000, Class:  0, CF:0.28772, Len:  2, Fitness_tra: 14
Rule  7: 000000d0, Class:  1, CF:0.0290291, Len:  1, Fitness_tra: 7
Rule  8: c1112151, Class:  0, CF:  1, Len:  8, Fitness_tra: 2
Rule  9: 11851131, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 10: 08202390, Class:  0, CF:  1, Len:  5, Fitness_tra: 2
Rule 11: d30124e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 81821f58, Class:  0, CF:0.993154, Len:  8, Fitness_tra: 0
Rule 13: 15517734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 12122f51, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 5d541b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 11d22331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 88817414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1514b195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1552159c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 28d84714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 8dd4111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 23: 155c1252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1114b591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 15182798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15157411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d1551c1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 28287131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1111411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: d85124e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15dc4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 58287311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 21127158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 221174e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 88514191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2d211712, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1d527c3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 281d7452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 13c17458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 8181463c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8121b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 85122391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 51: 15822354, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 52: 58821231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 15d84e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5cd2411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 128c7735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 28524755, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 11811711, Class:  1, CF:0.999363, Len:  8, Fitness_tra: 0
Rule 58: 1dd1be34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 12412792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 28542292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5152141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 282113e4, Class:  0, CF:0.993107, Len:  8, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 911117e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1251b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 12d4b81c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
