------Generation 0------
Rule  1: 669f20b000e00b20, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 669f20b000e00b20, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 611f1a1111181127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 21451b11a5111a71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 452933616e1d3117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 2a11b118326da237, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 13113851b1111af1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 13515522b4111462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 11d6ee1511115112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b18a16594811d7f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1311131911623214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 231a1a51151c9bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4559963fe1d1182b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 43516ff639515214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9aca7111126cf316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 234315116311585b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000e000008000300, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 26261951171155fd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 133f1558b7115731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0509000f0e0d0c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2313319115111bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 16153f1111153212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11232491616e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 111f3151a8141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 791f511212111412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5a11151157f13112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a6511315245b1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 71131e2511615241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 133311159132117b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 111a195124b15163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 112f1a3e153c911b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00e0000060000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1319211c11356214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 215613311c4254f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 6351297224149121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c31114341233112e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1a1e21113165185b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a11414c54615572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3121113b22151113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1a1127111536c321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11116123196111bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: f15611151132512b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 451913aa191d5281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1a1319b144121c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1a11151131611531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 411631115d211137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 13a6161359615221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 8123711b11311a8f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 2641111211a31323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 211396116d321b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 75839a6f391d1117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 211a611551111d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1113121412115129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 73163e3817211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c3b5421b12a91a43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 41191613a391d117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 711a3355511111a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 731631211162942b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 16d3191119a25271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4e8311514c1b52f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13936a33121254b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113715461391641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 162972c112ad111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f1111e1217111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13332312221b5122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 311f1e1511428511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13113191111117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1313151111111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: af5645421b1b5c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1143211811331814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 114e4d113565623b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 368341111e151117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1e22c1e7a1311671, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4111d411a13fc3b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1341181be261132a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: aa93114224925c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1ad621415ba23841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3f16254412f21311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: c3411d1214298aa1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 63512121c71b111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0060300000407000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 16211114bb4d1631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11112112acf35121, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 91: e11211e111111177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 231a1351653c99b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 131314341233512e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 798f1112121cd722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 21b11e76353114b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d11915112221111f, Class:  9, CF:0.90718, Len: 16, Fitness_tra: 28
Rule 97: 19111512619a1f74, Class:  6, CF:  1, Len: 16, Fitness_tra: 0
Rule 98: 131f1151a868111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 165a16593311d7f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2a0001183200f200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:90.1087
------Result------
Miss_rate(tra)	:90.1087
Miss_rate(tst)	:89.5455
ARL				:14.9

------Generation 3------
Rule  1: 111915112221111f, Class:  3, CF:0.263955, Len: 16, Fitness_tra: 38
Rule  2: d11915112221111f, Class:  9, CF:0.90718, Len: 16, Fitness_tra: 28
Rule  3: 1918117155111621, Class:  4, CF:0.999101, Len: 16, Fitness_tra: 14
Rule  4: 090e0000600d0c00, Class:  9, CF:  1, Len:  5, Fitness_tra: 1
Rule  5: 2511111581471714, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  6: 511a111112212114, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule  7: 49111432619a1f71, Class:  6, CF:  1, Len: 16, Fitness_tra: 1
Rule  8: 11221411113a2e22, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 11112112acf35121, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 10: 669f20b000e00b20, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 452933616e1d3117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 2a11b118326da237, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 13113851b1111af1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 13515522b4111462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 11d6ee1511115112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b18a16594811d7f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1311131911623214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 231a1a51151c9bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4559963fe1d1182b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 43516ff639515214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9aca7111126cf316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 234315116311585b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000e000008000300, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 26261951171155fd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 133f1558b7115731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0509000f0e0d0c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2313319115111bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 16153f1111153212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11232491616e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 111f3151a8141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 791f511212111412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5a11151157f13112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a6511315245b1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 71131e2511615241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 133311159132117b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 111a195124b15163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 112f1a3e153c911b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00e0000060000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1319211c11356214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 215613311c4254f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 6351297224149121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c31114341233112e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1a1e21113165185b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a11414c54615572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3121113b22151113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1a1127111536c321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11116123196111bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: f15611151132512b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 451913aa191d5281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1a1319b144121c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1a11151131611531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 411631115d211137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 13a6161359615221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 8123711b11311a8f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 2641111211a31323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 211396116d321b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 75839a6f391d1117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 211a611551111d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1113121412115129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 73163e3817211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c3b5421b12a91a43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 41191613a391d117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 711a3355511111a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 731631211162942b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 16d3191119a25271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4e8311514c1b52f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13936a33121254b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113715461391641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 162972c112ad111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f1111e1217111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13332312221b5122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 311f1e1511428511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13113191111117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1313151111111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: af5645421b1b5c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1143211811331814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 114e4d113565623b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 368341111e151117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1e22c1e7a1311671, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b3113311d521111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000a800000d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 83: 3311911111115112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0009000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1613233111211531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 711516fa691d1217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2113e51172435fff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1113e61961f23442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 13161572181d1117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 6311711311331512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 21160155111115f9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 46511315245b1b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1918117155111621, Class:  4, CF:0.999101, Len:  0, Fitness_tra: 0
Rule 94: 411331514c115237, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b58a166f491d1714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 7123141111612221, Class:  5, CF:  1, Len: 16, Fitness_tra: 1
Rule 97: f113151215111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 111e2111a8151211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 13a1181be261132a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1e111434a2311121, Class:  4, CF:  1, Len: 16, Fitness_tra: 1
------Current------
Miss_rate(tra)	:89.0217
------Result------
Miss_rate(tra)	:89.0217
Miss_rate(tst)	:88.6364
ARL				:14

------Generation 4------
Rule  1: 111915112221111f, Class:  3, CF:0.263955, Len: 16, Fitness_tra: 38
Rule  2: d11915112221111f, Class:  9, CF:0.90718, Len: 16, Fitness_tra: 28
Rule  3: 1918117155111621, Class:  4, CF:0.999101, Len: 16, Fitness_tra: 14
Rule  4: 000a800000d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule  5: 090e0000600d0c00, Class:  9, CF:  1, Len:  5, Fitness_tra: 1
Rule  6: 511a111112212114, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule  7: 49111432619a1f71, Class:  6, CF:  1, Len: 16, Fitness_tra: 1
Rule  8: 11221411113a2e22, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 11112112acf35121, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 10: 1e111434a2311121, Class:  4, CF:  1, Len: 16, Fitness_tra: 1
Rule 11: 2511111581471714, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 12: 7123141111612221, Class:  5, CF:  1, Len: 16, Fitness_tra: 1
Rule 13: 669f20b000e00b20, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 13515522b4111462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 11d6ee1511115112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b18a16594811d7f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1311131911623214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 231a1a51151c9bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4559963fe1d1182b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 43516ff639515214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9aca7111126cf316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 234315116311585b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000e000008000300, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 26261951171155fd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 133f1558b7115731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0509000f0e0d0c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2313319115111bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 16153f1111153212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11232491616e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 111f3151a8141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 791f511212111412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5a11151157f13112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a6511315245b1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 71131e2511615241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 133311159132117b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 111a195124b15163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 112f1a3e153c911b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00e0000060000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1319211c11356214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 215613311c4254f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 6351297224149121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c31114341233112e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1a1e21113165185b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a11414c54615572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3121113b22151113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1a1127111536c321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11116123196111bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: f15611151132512b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 451913aa191d5281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1a1319b144121c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1a11151131611531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 411631115d211137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 13a6161359615221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 8123711b11311a8f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 2641111211a31323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 211396116d321b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 75839a6f391d1117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 211a611551111d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1113121412115129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 73163e3817211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c3b5421b12a91a43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 41191613a391d117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 711a3355511111a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 731631211162942b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 16d3191119a25271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4e8311514c1b52f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13936a33121254b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113715461391641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 162972c112ad111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f1111e1217111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13332312221b5122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 311f1e1511428511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13113191111117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1313151111111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: af5645421b1b5c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1143211811331814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 114e4d113565623b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 368341111e151117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1e22c1e7a1311671, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4000060900000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0550000050000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4111619237545131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 411a331581115ba1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: be119a131517d2a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1323111531651114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 29cfd652244137f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1113111581115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 43231151121183a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11252212e2a11686, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11521512141a1422, Class:  8, CF:0.978888, Len: 16, Fitness_tra: -5
Rule 92: 000a800500d000a0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 2116015511311529, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 331131514c115132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 090a810105d01600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 26e61951171155f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 011a101060010c04, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 81183151a5171611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 71131e2511615241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1918817100100400, Class:  5, CF:0.799351, Len: 10, Fitness_tra: 21
------Current------
Miss_rate(tra)	:85.4348
------Result------
Miss_rate(tra)	:85.4348
Miss_rate(tst)	:84.5455
ARL				:13.8571

------Generation 5------
Rule  1: 111915112221111f, Class:  3, CF:0.263955, Len: 16, Fitness_tra: 38
Rule  2: d11915112221111f, Class:  9, CF:0.90718, Len: 16, Fitness_tra: 28
Rule  3: 1918117155111621, Class:  4, CF:0.999101, Len: 16, Fitness_tra: 14
Rule  4: 000a800000d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule  5: 090e0000600d0c00, Class:  9, CF:  1, Len:  5, Fitness_tra: 1
Rule  6: 511a111112212114, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule  7: 49111432619a1f71, Class:  6, CF:  1, Len: 16, Fitness_tra: 1
Rule  8: 11221411113a2e22, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 11112112acf35121, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 10: 1e111434a2311121, Class:  4, CF:  1, Len: 16, Fitness_tra: 1
Rule 11: 2511111581471714, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 12: 7123141111612221, Class:  5, CF:  1, Len: 16, Fitness_tra: 1
Rule 13: 669f20b000e00b20, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
