------Generation 0------
Rule  1: 7471c91472, Class:  2, CF:0.998633, Len: 10, Fitness_tra: -36
Rule 14: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: b2b721b714, Class:  2, CF:0.322899, Len: 10, Fitness_tra: 0
Rule 16: b4b129bbb2, Class:  1, CF:0.244078, Len: 10, Fitness_tra: 0
Rule 17: 44bbc97bb7, Class:  0, CF:0.996228, Len: 10, Fitness_tra: 0
Rule 18: 4214537b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4542114172, Class:  4, CF:0.687194, Len: 10, Fitness_tra: 0
Rule 21: b447212211, Class:  2, CF:0.366861, Len: 10, Fitness_tra: -13
Rule 22: 15b7812172, Class:  1, CF:0.616227, Len: 10, Fitness_tra: 0
Rule 23: 11222327b2, Class:  4, CF:0.870425, Len: 10, Fitness_tra: 0
Rule 24: 44b7862b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b22b26b424, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 0
Rule 26: 7bbb1e4417, Class:  2, CF:0.997918, Len: 10, Fitness_tra: 0
Rule 27: 1c22267117, Class:  4, CF:0.967872, Len: 10, Fitness_tra: 0
Rule 28: 71121f11b4, Class:  4, CF:0.890969, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1142112b44, Class:  4, CF:0.623542, Len: 10, Fitness_tra: 0
Rule 31: 1714117b11, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4721237bb1, Class:  4, CF:0.897579, Len: 10, Fitness_tra: -5
Rule 33: 77142172bb, Class:  2, CF:0.721961, Len: 10, Fitness_tra: 0
Rule 34: 414471b277, Class:  2, CF:0.331314, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 4171864411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2422ca2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b5b24d7b44, Class:  4, CF:0.488238, Len: 10, Fitness_tra: 0
Rule 39: 1224812bb2, Class:  1, CF:0.17421, Len: 10, Fitness_tra: 0
Rule 40: b2428621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 71448d274b, Class:  2, CF:0.988044, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 27475a4b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 21242371bb, Class:  4, CF:0.861395, Len: 10, Fitness_tra: -1
Rule 45: 2c421121bb, Class:  4, CF:0.931818, Len: 10, Fitness_tra: 0
Rule 46: 74bb534411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b1b449b271, Class:  2, CF:0.980318, Len: 10, Fitness_tra: 0
Rule 48: 41b253b772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 427bc31147, Class:  2, CF:0.997256, Len: 10, Fitness_tra: 2
Rule 50: 4b71134217, Class:  4, CF:0.899191, Len: 10, Fitness_tra: 0
Rule 51: b414ce7b47, Class:  2, CF:0.801533, Len: 10, Fitness_tra: 0
Rule 52: 21bb212272, Class:  2, CF:0.808606, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4b428311b2, Class:  2, CF:0.971388, Len: 10, Fitness_tra: 0
Rule 55: 71112621b4, Class:  4, CF:0.940138, Len: 10, Fitness_tra: 4
Rule 56: b742c3bbb1, Class:  2, CF:0.812179, Len: 10, Fitness_tra: 0
Rule 57: 42b2292722, Class:  2, CF:0.720081, Len: 10, Fitness_tra: 0
Rule 58: bb245e7b22, Class:  0, CF:0.981709, Len: 10, Fitness_tra: 0
Rule 59: 4b42111444, Class:  2, CF:0.837161, Len: 10, Fitness_tra: -430
Rule 60: b2128174bb, Class:  2, CF:0.777612, Len: 10, Fitness_tra: 0
Rule 61: 2cbb132111, Class:  4, CF:0.448332, Len: 10, Fitness_tra: -11
Rule 62: 4c74294b74, Class:  2, CF:0.0404487, Len: 10, Fitness_tra: 0
Rule 63: 71271127b4, Class:  4, CF:0.526292, Len: 10, Fitness_tra: 0
Rule 64: 45722e4bb2, Class:  1, CF:0.830073, Len: 10, Fitness_tra: 0
Rule 65: 2d422e2b12, Class:  1, CF:0.65285, Len: 10, Fitness_tra: 0
Rule 66: 24725f1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: bb27867127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 27218a4414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 212b561472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 414bcd4b72, Class:  2, CF:0.930275, Len: 10, Fitness_tra: 0
Rule 71: 727bc31b22, Class:  2, CF:0.834271, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 274721b2b2, Class:  2, CF:0.554742, Len: 10, Fitness_tra: 0
Rule 74: 4d72784141, Class:  2, CF:0.4269, Len: 10, Fitness_tra: 0
Rule 75: 44b4132721, Class:  4, CF:0.973543, Len: 10, Fitness_tra: 0
Rule 76: 1117c12b18, Class:  2, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: bbbb5374bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 277b864142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 111213b214, Class:  4, CF:0.251274, Len: 10, Fitness_tra: -61
Rule 82: b147114221, Class:  2, CF:0.725204, Len: 10, Fitness_tra: 2
Rule 83: 2b2b19bb72, Class:  2, CF:0.997075, Len: 10, Fitness_tra: 0
Rule 84: 4cb4861741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 42711e1121, Class:  2, CF:0.964579, Len: 10, Fitness_tra: -2298
Rule 86: 1b27134b1b, Class:  4, CF:0.445488, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 27741327b1, Class:  4, CF:0.961225, Len: 10, Fitness_tra: 0
Rule 89: 717411b42b, Class:  2, CF:0.317131, Len: 10, Fitness_tra: 0
Rule 90: b121232427, Class:  4, CF:0.240576, Len: 10, Fitness_tra: 0
Rule 91: 151b531b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b4372b2211, Class:  2, CF:0.0394788, Len: 10, Fitness_tra: -2
Rule 93: ac428ebbbb, Class:  1, CF:0.474097, Len: 10, Fitness_tra: 9
Rule 94: bb70001c00, Class:  2, CF:0.962037, Len:  5, Fitness_tra: 3
Rule 95: b1bb4d7144, Class:  2, CF:0.843616, Len: 10, Fitness_tra: -644
Rule 96: b2428c21b2, Class:  2, CF:0.896127, Len: 10, Fitness_tra: 0
Rule 97: 44bb861b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2022c020d7, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 724bc6b422, Class:  2, CF:0.745943, Len: 10, Fitness_tra: 0
Rule100: 00000000a0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:95.5677
------Result------
Miss_rate(tra)	:95.5677
Miss_rate(tst)	:95.4338
ARL				:9.88406

------Generation 3------
Rule  1: 124b454717, Class:  1, CF:0.0325384, Len: 10, Fitness_tra: 39
Rule  2: 122bc311b1, Class:  1, CF:0.452106, Len: 10, Fitness_tra: -11
Rule  3: 1d72c91772, Class:  0, CF:0.996023, Len: 10, Fitness_tra: 14
Rule  4: 1d24414711, Class:  1, CF:0.703374, Len: 10, Fitness_tra: -129
Rule  5: 71b113b7b7, Class:  4, CF:0.973165, Len: 10, Fitness_tra: 4
Rule  6: b21113b7b4, Class:  4, CF:0.969737, Len: 10, Fitness_tra: -27
Rule  7: 4142c12224, Class:  2, CF:0.998836, Len: 10, Fitness_tra: 0
Rule  8: 12712f1411, Class:  4, CF:0.986529, Len: 10, Fitness_tra: -3
Rule  9: b227214422, Class:  2, CF:0.982474, Len: 10, Fitness_tra: 0
Rule 10: b1bb1142b7, Class:  4, CF:0.0613781, Len: 10, Fitness_tra: 0
Rule 11: b271492b2b, Class:  1, CF:0.226279, Len: 10, Fitness_tra: 0
Rule 12: bbb4861724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 7b71d61427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: b2b721b714, Class:  2, CF:0.322899, Len: 10, Fitness_tra: 0
Rule 16: b4b129bbb2, Class:  1, CF:0.244078, Len: 10, Fitness_tra: 0
Rule 17: 44bbc97bb7, Class:  0, CF:0.996228, Len: 10, Fitness_tra: 0
Rule 18: 4214537b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4542114172, Class:  4, CF:0.687194, Len: 10, Fitness_tra: 0
Rule 21: b447212211, Class:  2, CF:0.366861, Len: 10, Fitness_tra: -13
Rule 22: 15b7812172, Class:  1, CF:0.616227, Len: 10, Fitness_tra: 0
Rule 23: 11222327b2, Class:  4, CF:0.870425, Len: 10, Fitness_tra: 0
Rule 24: 44b7862b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b22b26b424, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 0
Rule 26: 7bbb1e4417, Class:  2, CF:0.997918, Len: 10, Fitness_tra: 0
Rule 27: 1c22267117, Class:  4, CF:0.967872, Len: 10, Fitness_tra: 0
Rule 28: 71121f11b4, Class:  4, CF:0.890969, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1142112b44, Class:  4, CF:0.623542, Len: 10, Fitness_tra: 0
Rule 31: 1714117b11, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4721237bb1, Class:  4, CF:0.897579, Len: 10, Fitness_tra: -5
Rule 33: 77142172bb, Class:  2, CF:0.721961, Len: 10, Fitness_tra: 0
Rule 34: 414471b277, Class:  2, CF:0.331314, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 4171864411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2422ca2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b5b24d7b44, Class:  4, CF:0.488238, Len: 10, Fitness_tra: 0
Rule 39: 1224812bb2, Class:  1, CF:0.17421, Len: 10, Fitness_tra: 0
Rule 40: b2428621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 71448d274b, Class:  2, CF:0.988044, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 27475a4b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 21242371bb, Class:  4, CF:0.861395, Len: 10, Fitness_tra: -1
Rule 45: 2c421121bb, Class:  4, CF:0.931818, Len: 10, Fitness_tra: 0
Rule 46: 74bb534411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b1b449b271, Class:  2, CF:0.980318, Len: 10, Fitness_tra: 0
Rule 48: 41b253b772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 427bc31147, Class:  2, CF:0.997256, Len: 10, Fitness_tra: 2
Rule 50: 4b71134217, Class:  4, CF:0.899191, Len: 10, Fitness_tra: 0
Rule 51: b414ce7b47, Class:  2, CF:0.801533, Len: 10, Fitness_tra: 0
Rule 52: 21bb212272, Class:  2, CF:0.808606, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4b428311b2, Class:  2, CF:0.971388, Len: 10, Fitness_tra: 0
Rule 55: 71112621b4, Class:  4, CF:0.940138, Len: 10, Fitness_tra: 4
Rule 56: b742c3bbb1, Class:  2, CF:0.812179, Len: 10, Fitness_tra: 0
Rule 57: 42b2292722, Class:  2, CF:0.720081, Len: 10, Fitness_tra: 0
Rule 58: bb245e7b22, Class:  0, CF:0.981709, Len: 10, Fitness_tra: 0
Rule 59: 4b42111444, Class:  2, CF:0.837161, Len: 10, Fitness_tra: -430
Rule 60: b2128174bb, Class:  2, CF:0.777612, Len: 10, Fitness_tra: 0
Rule 61: 2cbb132111, Class:  4, CF:0.448332, Len: 10, Fitness_tra: -11
Rule 62: 4c74294b74, Class:  2, CF:0.0404487, Len: 10, Fitness_tra: 0
Rule 63: 71271127b4, Class:  4, CF:0.526292, Len: 10, Fitness_tra: 0
Rule 64: 45722e4bb2, Class:  1, CF:0.830073, Len: 10, Fitness_tra: 0
Rule 65: 2d422e2b12, Class:  1, CF:0.65285, Len: 10, Fitness_tra: 0
Rule 66: 24725f1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: bb27867127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 27218a4414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 212b561472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 414bcd4b72, Class:  2, CF:0.930275, Len: 10, Fitness_tra: 0
Rule 71: 727bc31b22, Class:  2, CF:0.834271, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 274721b2b2, Class:  2, CF:0.554742, Len: 10, Fitness_tra: 0
Rule 74: 4d72784141, Class:  2, CF:0.4269, Len: 10, Fitness_tra: 0
Rule 75: 44b4132721, Class:  4, CF:0.973543, Len: 10, Fitness_tra: 0
Rule 76: 1117c12b18, Class:  2, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: bbbb5374bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 277b864142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 111213b214, Class:  4, CF:0.251274, Len: 10, Fitness_tra: -61
Rule 82: b147114221, Class:  2, CF:0.725204, Len: 10, Fitness_tra: 2
Rule 83: 2b2b19bb72, Class:  2, CF:0.997075, Len: 10, Fitness_tra: 0
Rule 84: 4cb4861741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 42711e1121, Class:  2, CF:0.964579, Len: 10, Fitness_tra: -2298
Rule 86: 1b27134b1b, Class:  4, CF:0.445488, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 27741327b1, Class:  4, CF:0.961225, Len: 10, Fitness_tra: 0
Rule 89: 717411b42b, Class:  2, CF:0.317131, Len: 10, Fitness_tra: 0
Rule 90: b121232427, Class:  4, CF:0.240576, Len: 10, Fitness_tra: 0
Rule 91: 151b531b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b4372b2211, Class:  2, CF:0.0394788, Len: 10, Fitness_tra: -2
Rule 93: ac428ebbbb, Class:  1, CF:0.474097, Len: 10, Fitness_tra: 9
Rule 94: bb70001c00, Class:  2, CF:0.962037, Len:  5, Fitness_tra: 3
Rule 95: b1bb4d7144, Class:  2, CF:0.843616, Len: 10, Fitness_tra: -644
Rule 96: b2428c21b2, Class:  2, CF:0.896127, Len: 10, Fitness_tra: 0
Rule 97: 44bb861b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2022c020d7, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 724bc6b422, Class:  2, CF:0.745943, Len: 10, Fitness_tra: 0
Rule100: 00000000a0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:95.5677
------Result------
Miss_rate(tra)	:95.5677
Miss_rate(tst)	:95.4338
ARL				:9.88406

------Generation 4------
Rule  1: 124b454717, Class:  1, CF:0.0325384, Len: 10, Fitness_tra: 39
Rule  2: 1d72c91772, Class:  0, CF:0.996023, Len: 10, Fitness_tra: -1
Rule  3: ac428ebbbb, Class:  1, CF:0.474097, Len: 10, Fitness_tra: 9
Rule  4: 71b113b7b7, Class:  4, CF:0.973165, Len: 10, Fitness_tra: 1
Rule  5: 71112621b4, Class:  4, CF:0.940138, Len: 10, Fitness_tra: -1
Rule  6: bb70001c00, Class:  2, CF:0.962037, Len:  5, Fitness_tra: 3
Rule  7: b147114221, Class:  2, CF:0.725204, Len: 10, Fitness_tra: 0
Rule  8: 427bc31147, Class:  2, CF:0.997256, Len: 10, Fitness_tra: 1
Rule  9: 00000000a0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: bbb4861724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 7b71d61427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: b2b721b714, Class:  2, CF:0.322899, Len: 10, Fitness_tra: -1
Rule 14: b4b129bbb2, Class:  1, CF:0.244078, Len: 10, Fitness_tra: -2
Rule 15: 44bbc97bb7, Class:  0, CF:0.996228, Len: 10, Fitness_tra: 0
Rule 16: 4214537b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 4542114172, Class:  4, CF:0.687194, Len: 10, Fitness_tra: 0
Rule 19: 15b7812172, Class:  1, CF:0.616227, Len: 10, Fitness_tra: 0
Rule 20: 11222327b2, Class:  4, CF:0.870425, Len: 10, Fitness_tra: 0
Rule 21: 44b7862b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b22b26b424, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 0
Rule 23: 7bbb1e4417, Class:  2, CF:0.997918, Len: 10, Fitness_tra: 0
Rule 24: 1c22267117, Class:  4, CF:0.967872, Len: 10, Fitness_tra: 0
Rule 25: 71121f11b4, Class:  4, CF:0.890969, Len: 10, Fitness_tra: 1
Rule 26: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1142112b44, Class:  4, CF:0.623542, Len: 10, Fitness_tra: 0
Rule 28: 1714117b11, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 724bc6b422, Class:  2, CF:0.745943, Len: 10, Fitness_tra: 0
Rule 30: 77142172bb, Class:  2, CF:0.721961, Len: 10, Fitness_tra: 0
Rule 31: 414471b277, Class:  2, CF:0.331314, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4171864411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2422ca2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: b5b24d7b44, Class:  4, CF:0.488238, Len: 10, Fitness_tra: 0
Rule 36: 1224812bb2, Class:  1, CF:0.17421, Len: 10, Fitness_tra: 0
Rule 37: b2428621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 71448d274b, Class:  2, CF:0.988044, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 27475a4b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2022c020d7, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 42: 2c421121bb, Class:  4, CF:0.931818, Len: 10, Fitness_tra: 0
Rule 43: 74bb534411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b1b449b271, Class:  2, CF:0.980318, Len: 10, Fitness_tra: 0
Rule 45: 41b253b772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4142c12224, Class:  2, CF:0.998836, Len: 10, Fitness_tra: 0
Rule 47: 4b71134217, Class:  4, CF:0.899191, Len: 10, Fitness_tra: 0
Rule 48: b414ce7b47, Class:  2, CF:0.801533, Len: 10, Fitness_tra: 0
Rule 49: 21bb212272, Class:  2, CF:0.808606, Len: 10, Fitness_tra: 0
Rule 50: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4b428311b2, Class:  2, CF:0.971388, Len: 10, Fitness_tra: 0
Rule 52: b742c3bbb1, Class:  2, CF:0.812179, Len: 10, Fitness_tra: 0
Rule 53: 42b2292722, Class:  2, CF:0.720081, Len: 10, Fitness_tra: 0
Rule 54: bb245e7b22, Class:  0, CF:0.981709, Len: 10, Fitness_tra: 0
Rule 55: b2128174bb, Class:  2, CF:0.777612, Len: 10, Fitness_tra: 0
Rule 56: 4c74294b74, Class:  2, CF:0.0404487, Len: 10, Fitness_tra: 0
Rule 57: 71271127b4, Class:  4, CF:0.526292, Len: 10, Fitness_tra: 0
Rule 58: 45722e4bb2, Class:  1, CF:0.830073, Len: 10, Fitness_tra: 0
Rule 59: 2d422e2b12, Class:  1, CF:0.65285, Len: 10, Fitness_tra: 0
Rule 60: 24725f1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: bb27867127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 27218a4414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 212b561472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 414bcd4b72, Class:  2, CF:0.930275, Len: 10, Fitness_tra: 0
Rule 65: 727bc31b22, Class:  2, CF:0.834271, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 274721b2b2, Class:  2, CF:0.554742, Len: 10, Fitness_tra: 0
Rule 68: 4d72784141, Class:  2, CF:0.4269, Len: 10, Fitness_tra: 0
Rule 69: 44b4132721, Class:  4, CF:0.973543, Len: 10, Fitness_tra: 0
Rule 70: 1117c12b18, Class:  2, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: bbbb5374bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 277b864142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b227214422, Class:  2, CF:0.982474, Len: 10, Fitness_tra: 0
Rule 76: 2b2b19bb72, Class:  2, CF:0.997075, Len: 10, Fitness_tra: 0
Rule 77: 4cb4861741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1b27134b1b, Class:  4, CF:0.445488, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 27741327b1, Class:  4, CF:0.961225, Len: 10, Fitness_tra: 0
Rule 81: 7b1b8f2214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2442112244, Class:  2, CF:0.806159, Len: 10, Fitness_tra: 0
Rule 83: 251789b44b, Class:  1, CF:0.89276, Len: 10, Fitness_tra: 0
Rule 84: 272785b1bb, Class:  2, CF:0.962572, Len: 10, Fitness_tra: 0
Rule 85: b417c1b774, Class:  2, CF:0.907444, Len: 10, Fitness_tra: 0
Rule 86: b7bb191271, Class:  2, CF:0.983369, Len: 10, Fitness_tra: -194
Rule 87: 71b28e21b4, Class:  2, CF:0.675943, Len: 10, Fitness_tra: 0
Rule 88: 2b1b412222, Class:  2, CF:0.945797, Len: 10, Fitness_tra: 0
Rule 89: b14716747b, Class:  4, CF:0.999675, Len: 10, Fitness_tra: 0
Rule 90: 71b21914bb, Class:  2, CF:0.323545, Len: 10, Fitness_tra: 0
Rule 91: 020701000b, Class:  0, CF:0.170333, Len:  4, Fitness_tra: 3375
Rule 92: b27b792b2b, Class:  0, CF:0.995277, Len: 10, Fitness_tra: 0
Rule 93: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0c02207217, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 42142b2724, Class:  4, CF:0.878265, Len: 10, Fitness_tra: 0
Rule 96: 1710114221, Class:  2, CF:0.476718, Len:  9, Fitness_tra: -66
Rule 97: b121232427, Class:  4, CF:0.240576, Len: 10, Fitness_tra: 0
Rule 98: 447bc97b47, Class:  2, CF:0.91724, Len: 10, Fitness_tra: 0
Rule 99: 2147114221, Class:  2, CF:0.725182, Len: 10, Fitness_tra: 0
Rule100: 4042c02024, Class:  2, CF:0.997482, Len:  7, Fitness_tra: 1
------Current------
Miss_rate(tra)	:17.0893
------Result------
Miss_rate(tra)	:17.0893
Miss_rate(tst)	:17.3516
ARL				:9.73529

------Generation 5------
Rule  1: 020701000b, Class:  0, CF:0.170333, Len:  4, Fitness_tra: 3441
Rule  2: 124b454717, Class:  1, CF:0.0325384, Len: 10, Fitness_tra: 31
Rule  3: ac428ebbbb, Class:  1, CF:0.474097, Len: 10, Fitness_tra: 0
Rule  4: bb70001c00, Class:  2, CF:0.962037, Len:  5, Fitness_tra: 3
Rule  5: 71b113b7b7, Class:  4, CF:0.973165, Len: 10, Fitness_tra: -1
Rule  6: 4042c02024, Class:  2, CF:0.997482, Len:  7, Fitness_tra: 0
Rule  7: 71121f11b4, Class:  4, CF:0.890969, Len: 10, Fitness_tra: 0
Rule  8: 427bc31147, Class:  2, CF:0.997256, Len: 10, Fitness_tra: 0
Rule  9: b147114221, Class:  2, CF:0.725204, Len: 10, Fitness_tra: -2
Rule 10: bbb4861724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 7b71d61427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 44bbc97bb7, Class:  0, CF:0.996228, Len: 10, Fitness_tra: 0
Rule 14: 4214537b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 4542114172, Class:  4, CF:0.687194, Len: 10, Fitness_tra: 0
Rule 17: 15b7812172, Class:  1, CF:0.616227, Len: 10, Fitness_tra: 0
Rule 18: 11222327b2, Class:  4, CF:0.870425, Len: 10, Fitness_tra: 0
Rule 19: 44b7862b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: b22b26b424, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 0
Rule 21: 7bbb1e4417, Class:  2, CF:0.997918, Len: 10, Fitness_tra: -10
Rule 22: 1c22267117, Class:  4, CF:0.967872, Len: 10, Fitness_tra: 0
Rule 23: 00000000a0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1142112b44, Class:  4, CF:0.623542, Len: 10, Fitness_tra: 0
Rule 26: 1714117b11, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
