------Generation 0------
Rule  1: 14418e7bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 422b192777, Class:  2, CF:0.301344, Len: 10, Fitness_tra: 0
Rule 14: 74b7512742, Class:  2, CF:0.973157, Len: 10, Fitness_tra: 0
Rule 15: 4fb4152141, Class:  2, CF:0.634395, Len: 10, Fitness_tra: -140
Rule 16: 174753444b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 147b212bb4, Class:  4, CF:0.510283, Len: 10, Fitness_tra: -143
Rule 18: 2841861744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7827b874b7, Class:  4, CF:0.974772, Len: 10, Fitness_tra: -1
Rule 20: 24215eb712, Class:  2, CF:0.976725, Len: 10, Fitness_tra: 0
Rule 21: 114156b7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 27bb937b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 2b445114b2, Class:  2, CF:0.999501, Len: 10, Fitness_tra: 0
Rule 25: 71111147b4, Class:  2, CF:0.0422615, Len: 10, Fitness_tra: -151
Rule 26: 144b13b2b4, Class:  4, CF:0.99552, Len: 10, Fitness_tra: -8
Rule 27: bc71d62b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 7c4416bbb1, Class:  4, CF:0.999046, Len: 10, Fitness_tra: 0
Rule 29: 7221ca1b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b41451b744, Class:  2, CF:0.936191, Len: 10, Fitness_tra: 0
Rule 31: 44b7417b74, Class:  4, CF:0.334598, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 444bd94774, Class:  2, CF:0.867627, Len: 10, Fitness_tra: 0
Rule 34: 77128e2147, Class:  2, CF:0.965698, Len: 10, Fitness_tra: -1
Rule 35: 27b71eb7b2, Class:  2, CF:0.901176, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 47b18a2b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 222b164141, Class:  4, CF:0.991364, Len: 10, Fitness_tra: -1
Rule 40: bb14cf1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7b7218217b, Class:  2, CF:0.992453, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4771d1b212, Class:  2, CF:0.999793, Len: 10, Fitness_tra: 0
Rule 44: bc22511741, Class:  2, CF:0.911439, Len: 10, Fitness_tra: 0
Rule 45: 7c72234471, Class:  4, CF:0.993954, Len: 10, Fitness_tra: 0
Rule 46: 4774517b24, Class:  2, CF:0.992601, Len: 10, Fitness_tra: 0
Rule 47: b422932142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 41248a2122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 7412212417, Class:  2, CF:0.573943, Len: 10, Fitness_tra: -6
Rule 50: 42b72174b4, Class:  2, CF:0.156797, Len: 10, Fitness_tra: 0
Rule 51: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: b72b114b14, Class:  4, CF:0.610095, Len: 10, Fitness_tra: 0
Rule 53: 17b713b742, Class:  4, CF:0.991785, Len: 10, Fitness_tra: -1
Rule 54: 7247167b2b, Class:  4, CF:0.99994, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 777b11217b, Class:  4, CF:0.222489, Len: 10, Fitness_tra: -27
Rule 57: 2171cd4b21, Class:  2, CF:0.985448, Len: 10, Fitness_tra: -20
Rule 58: 747bc92b27, Class:  2, CF:0.931487, Len: 10, Fitness_tra: 0
Rule 59: 7212aa141b, Class:  4, CF:0.993765, Len: 10, Fitness_tra: -3
Rule 60: b722c17411, Class:  2, CF:0.96174, Len: 10, Fitness_tra: -28
Rule 61: bbb2154b71, Class:  2, CF:0.977819, Len: 10, Fitness_tra: 0
Rule 62: b71b1dbb72, Class:  2, CF:0.466746, Len: 10, Fitness_tra: -155
Rule 63: 42b139272b, Class:  0, CF:0.542435, Len: 10, Fitness_tra: 0
Rule 64: 14418e7bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7774d1141b, Class:  2, CF:0.996911, Len: 10, Fitness_tra: 1
Rule 66: 42b1134b41, Class:  4, CF:0.996308, Len: 10, Fitness_tra: -1
Rule 67: 4b1b1d7427, Class:  2, CF:0.997676, Len: 10, Fitness_tra: 0
Rule 68: b441164227, Class:  4, CF:0.999964, Len: 10, Fitness_tra: 0
Rule 69: 11221f472b, Class:  4, CF:0.999008, Len: 10, Fitness_tra: 0
Rule 70: 7b14867771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 44b129bbb1, Class:  1, CF:0.0967799, Len: 10, Fitness_tra: 0
Rule 72: 7c7b254471, Class:  2, CF:0.437764, Len: 10, Fitness_tra: 0
Rule 73: 41721a447b, Class:  4, CF:0.999834, Len: 10, Fitness_tra: 0
Rule 74: b17b561bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4422184711, Class:  2, CF:0.433977, Len: 10, Fitness_tra: -1
Rule 76: 1712d12bb1, Class:  1, CF:0.424775, Len: 10, Fitness_tra: 6
Rule 77: 29b28d4142, Class:  1, CF:0.895642, Len: 10, Fitness_tra: 0
Rule 78: bc22511541, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 747bc97b27, Class:  2, CF:0.931487, Len: 10, Fitness_tra: 0
Rule 80: 11e2217b44, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 4bb2ce2474, Class:  2, CF:0.999653, Len: 10, Fitness_tra: 0
Rule 82: 14bb1674b4, Class:  4, CF:0.998789, Len: 10, Fitness_tra: -1
Rule 83: 7121891221, Class:  2, CF:0.999498, Len: 10, Fitness_tra: -245
Rule 84: 23412972b2, Class:  2, CF:0.999556, Len: 10, Fitness_tra: 0
Rule 85: b148fa1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2471164422, Class:  4, CF:0.999947, Len: 10, Fitness_tra: 0
Rule 87: 71174e1444, Class:  2, CF:0.993677, Len: 10, Fitness_tra: -1980
Rule 88: 74141e2177, Class:  2, CF:0.534316, Len: 10, Fitness_tra: 0
Rule 89: 4b72811421, Class:  2, CF:0.99864, Len: 10, Fitness_tra: -7
Rule 90: 1124814421, Class:  2, CF:0.921408, Len: 10, Fitness_tra: -7
Rule 91: 0c17000150, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule 92: 5b41134771, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: b4b455b751, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 2841261e44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0002507b04, Class:  1, CF:0.679728, Len:  5, Fitness_tra: -3
Rule 96: b78b9db072, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 26b71114b2, Class:  2, CF:0.965519, Len: 10, Fitness_tra: -543
Rule 98: 517213772b, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 47d28e2147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1c41e6bb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:95.7962
------Result------
Miss_rate(tra)	:95.7962
Miss_rate(tst)	:95.8904
ARL				:9.86111

------Generation 3------
Rule  1: 1712d12bb1, Class:  1, CF:0.424775, Len: 10, Fitness_tra: 0
Rule  2: 0c17000150, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule  3: 7774d1141b, Class:  2, CF:0.996911, Len: 10, Fitness_tra: 2
Rule  4: 752b11244b, Class:  2, CF:0.514113, Len: 10, Fitness_tra: -4
Rule  5: 1c41e6bb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: b721897b74, Class:  2, CF:0.996271, Len: 10, Fitness_tra: 3
Rule  8: 422b192777, Class:  2, CF:0.301344, Len: 10, Fitness_tra: 0
Rule  9: 74b7512742, Class:  2, CF:0.973157, Len: 10, Fitness_tra: 0
Rule 10: 174753444b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 2841861744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 47d28e2147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 24215eb712, Class:  2, CF:0.976725, Len: 10, Fitness_tra: 0
Rule 14: 114156b7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 27bb937b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2b445114b2, Class:  2, CF:0.999501, Len: 10, Fitness_tra: 0
Rule 18: bc71d62b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7c4416bbb1, Class:  4, CF:0.999046, Len: 10, Fitness_tra: 0
Rule 20: 7221ca1b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b41451b744, Class:  2, CF:0.936191, Len: 10, Fitness_tra: 0
Rule 22: 44b7417b74, Class:  4, CF:0.334598, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 444bd94774, Class:  2, CF:0.867627, Len: 10, Fitness_tra: 0
Rule 25: 27b71eb7b2, Class:  2, CF:0.901176, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 47b18a2b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: bb14cf1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 7b7218217b, Class:  2, CF:0.992453, Len: 10, Fitness_tra: -25
Rule 31: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4771d1b212, Class:  2, CF:0.999793, Len: 10, Fitness_tra: 0
Rule 33: bc22511741, Class:  2, CF:0.911439, Len: 10, Fitness_tra: 0
Rule 34: 7c72234471, Class:  4, CF:0.993954, Len: 10, Fitness_tra: 0
Rule 35: 4774517b24, Class:  2, CF:0.992601, Len: 10, Fitness_tra: 0
Rule 36: b422932142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 41248a2122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 42b72174b4, Class:  2, CF:0.156797, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b72b114b14, Class:  4, CF:0.610095, Len: 10, Fitness_tra: -2
Rule 41: 7247167b2b, Class:  4, CF:0.99994, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 747bc92b27, Class:  2, CF:0.931487, Len: 10, Fitness_tra: 0
Rule 44: bbb2154b71, Class:  2, CF:0.977819, Len: 10, Fitness_tra: 0
Rule 45: 42b139272b, Class:  0, CF:0.542435, Len: 10, Fitness_tra: 0
Rule 46: 14418e7bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 174116b942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4b1b1d7427, Class:  2, CF:0.997676, Len: 10, Fitness_tra: -59
Rule 49: b441164227, Class:  4, CF:0.999964, Len: 10, Fitness_tra: 0
Rule 50: 11221f472b, Class:  4, CF:0.999008, Len: 10, Fitness_tra: 0
Rule 51: 7b14867771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 44b129bbb1, Class:  1, CF:0.0967799, Len: 10, Fitness_tra: -1
Rule 53: 7c7b254471, Class:  2, CF:0.437764, Len: 10, Fitness_tra: 0
Rule 54: 41721a447b, Class:  4, CF:0.999834, Len: 10, Fitness_tra: 0
Rule 55: b17b561bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 24b211b124, Class:  2, CF:0.212651, Len: 10, Fitness_tra: 0
Rule 57: 29b28d4142, Class:  1, CF:0.895642, Len: 10, Fitness_tra: 0
Rule 58: bc22511541, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 747bc97b27, Class:  2, CF:0.931487, Len: 10, Fitness_tra: 0
Rule 60: 11e2217b44, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 4bb2ce2474, Class:  2, CF:0.999653, Len: 10, Fitness_tra: 0
Rule 62: 23412972b2, Class:  2, CF:0.999556, Len: 10, Fitness_tra: 0
Rule 63: b148fa1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 2471164422, Class:  4, CF:0.999947, Len: 10, Fitness_tra: 0
Rule 65: 74141e2177, Class:  2, CF:0.534316, Len: 10, Fitness_tra: -630
Rule 66: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5b41134771, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: b4b455b751, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 2841261e44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b78b9db072, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 517213772b, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 7827b874b7, Class:  4, CF:0.974772, Len: 10, Fitness_tra: -35
Rule 73: 14bb1674b4, Class:  4, CF:0.998789, Len: 10, Fitness_tra: 0
Rule 74: 17b713b742, Class:  4, CF:0.991785, Len: 10, Fitness_tra: 0
Rule 75: 77128e2147, Class:  2, CF:0.965698, Len: 10, Fitness_tra: 0
Rule 76: 42b1134b41, Class:  4, CF:0.996308, Len: 10, Fitness_tra: -1
Rule 77: 4422184711, Class:  2, CF:0.433977, Len: 10, Fitness_tra: 0
Rule 78: 222b164141, Class:  4, CF:0.991364, Len: 10, Fitness_tra: 0
Rule 79: 21171a1717, Class:  4, CF:0.960578, Len: 10, Fitness_tra: 0
Rule 80: 0002507b04, Class:  1, CF:0.679728, Len:  5, Fitness_tra: -84
Rule 81: 1171594274, Class:  2, CF:0.993095, Len: 10, Fitness_tra: 2
Rule 82: 12448911bb, Class:  1, CF:0.356903, Len: 10, Fitness_tra: -955
Rule 83: 41278971b7, Class:  2, CF:0.762433, Len: 10, Fitness_tra: 0
Rule 84: 21b41f4474, Class:  4, CF:0.999452, Len: 10, Fitness_tra: 0
Rule 85: 1174214411, Class:  2, CF:0.130616, Len: 10, Fitness_tra: -1651
Rule 86: 12415a2114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 42172a17b4, Class:  4, CF:0.999667, Len: 10, Fitness_tra: 0
Rule 88: b2721f227b, Class:  4, CF:0.999709, Len: 10, Fitness_tra: 0
Rule 89: 25171eb424, Class:  1, CF:0.610583, Len: 10, Fitness_tra: 0
Rule 90: b7b2814777, Class:  2, CF:0.993782, Len: 10, Fitness_tra: 0
Rule 91: 00400300b4, Class:  4, CF:0.989476, Len:  4, Fitness_tra: -170
Rule 92: 91225f47b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1712d71bb7, Class:  2, CF:0.99335, Len: 10, Fitness_tra: -1
Rule 94: 78749db711, Class:  1, CF:0.873772, Len: 10, Fitness_tra: 0
Rule 95: 007400141b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0c22010001, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4c72104476, Class:  4, CF:0.8097, Len:  9, Fitness_tra: 0
Rule 98: 0901e0b822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b2b455b751, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 552b11477a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:95.2022
------Result------
Miss_rate(tra)	:95.2022
Miss_rate(tst)	:95.3425
ARL				:9.74242

------Generation 4------
Rule  1: b721897b74, Class:  2, CF:0.996271, Len: 10, Fitness_tra: -6
Rule  2: 1171594274, Class:  2, CF:0.993095, Len: 10, Fitness_tra: -15
Rule  3: 7774d1141b, Class:  2, CF:0.996911, Len: 10, Fitness_tra: -21
Rule  4: 0c17000150, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule  5: 1712d12bb1, Class:  1, CF:0.424775, Len: 10, Fitness_tra: -62
Rule  6: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 552b11477a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 422b192777, Class:  2, CF:0.301344, Len: 10, Fitness_tra: 0
Rule  9: 74b7512742, Class:  2, CF:0.973157, Len: 10, Fitness_tra: 0
Rule 10: 174753444b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 2841861744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 47d28e2147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 24215eb712, Class:  2, CF:0.976725, Len: 10, Fitness_tra: 0
Rule 14: 114156b7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 27bb937b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2b445114b2, Class:  2, CF:0.999501, Len: 10, Fitness_tra: 0
Rule 18: bc71d62b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7c4416bbb1, Class:  4, CF:0.999046, Len: 10, Fitness_tra: 0
Rule 20: 7221ca1b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b41451b744, Class:  2, CF:0.936191, Len: 10, Fitness_tra: 0
Rule 22: 44b7417b74, Class:  4, CF:0.334598, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 444bd94774, Class:  2, CF:0.867627, Len: 10, Fitness_tra: 0
Rule 25: 27b71eb7b2, Class:  2, CF:0.901176, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 47b18a2b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: bb14cf1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4771d1b212, Class:  2, CF:0.999793, Len: 10, Fitness_tra: 0
Rule 32: bc22511741, Class:  2, CF:0.911439, Len: 10, Fitness_tra: 0
Rule 33: 7c72234471, Class:  4, CF:0.993954, Len: 10, Fitness_tra: 0
Rule 34: 4774517b24, Class:  2, CF:0.992601, Len: 10, Fitness_tra: 0
Rule 35: b422932142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 41248a2122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 42b72174b4, Class:  2, CF:0.156797, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: b2b455b751, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 7247167b2b, Class:  4, CF:0.99994, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 747bc92b27, Class:  2, CF:0.931487, Len: 10, Fitness_tra: 0
Rule 43: bbb2154b71, Class:  2, CF:0.977819, Len: 10, Fitness_tra: -8
Rule 44: 42b139272b, Class:  0, CF:0.542435, Len: 10, Fitness_tra: 0
Rule 45: 14418e7bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 174116b942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b441164227, Class:  4, CF:0.999964, Len: 10, Fitness_tra: 0
Rule 48: 11221f472b, Class:  4, CF:0.999008, Len: 10, Fitness_tra: 0
Rule 49: 7b14867771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0901e0b822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7c7b254471, Class:  2, CF:0.437764, Len: 10, Fitness_tra: 0
Rule 52: 41721a447b, Class:  4, CF:0.999834, Len: 10, Fitness_tra: 0
Rule 53: b17b561bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 24b211b124, Class:  2, CF:0.212651, Len: 10, Fitness_tra: 0
Rule 55: 29b28d4142, Class:  1, CF:0.895642, Len: 10, Fitness_tra: 1
Rule 56: bc22511541, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 747bc97b27, Class:  2, CF:0.931487, Len: 10, Fitness_tra: -2
Rule 58: 11e2217b44, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 4bb2ce2474, Class:  2, CF:0.999653, Len: 10, Fitness_tra: 0
Rule 60: 23412972b2, Class:  2, CF:0.999556, Len: 10, Fitness_tra: 0
Rule 61: b148fa1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2471164422, Class:  4, CF:0.999947, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 5b41134771, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: b4b455b751, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 2841261e44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b78b9db072, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 517213772b, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 14bb1674b4, Class:  4, CF:0.998789, Len: 10, Fitness_tra: 0
Rule 70: 17b713b742, Class:  4, CF:0.991785, Len: 10, Fitness_tra: 0
Rule 71: 77128e2147, Class:  2, CF:0.965698, Len: 10, Fitness_tra: -290
Rule 72: 4422184711, Class:  2, CF:0.433977, Len: 10, Fitness_tra: -15
Rule 73: 222b164141, Class:  4, CF:0.991364, Len: 10, Fitness_tra: 0
Rule 74: 21171a1717, Class:  4, CF:0.960578, Len: 10, Fitness_tra: 0
Rule 75: 1c41e6bb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 41278971b7, Class:  2, CF:0.762433, Len: 10, Fitness_tra: 0
Rule 77: 21b41f4474, Class:  4, CF:0.999452, Len: 10, Fitness_tra: 0
Rule 78: 12415a2114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 42172a17b4, Class:  4, CF:0.999667, Len: 10, Fitness_tra: 0
Rule 80: b2721f227b, Class:  4, CF:0.999709, Len: 10, Fitness_tra: 0
Rule 81: bc21c9471b, Class:  0, CF:  1, Len: 10, Fitness_tra: 27
Rule 82: 4b44c347bb, Class:  0, CF:0.476326, Len: 10, Fitness_tra: 0
Rule 83: 42b7131474, Class:  4, CF:0.992613, Len: 10, Fitness_tra: -28
Rule 84: 41b111742b, Class:  2, CF:0.510314, Len: 10, Fitness_tra: -8
Rule 85: 2247ce7b14, Class:  2, CF:0.786351, Len: 10, Fitness_tra: -4
Rule 86: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 14b456271b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4124c37171, Class:  2, CF:0.77529, Len: 10, Fitness_tra: -2
Rule 89: 234451bb74, Class:  2, CF:0.998231, Len: 10, Fitness_tra: 0
Rule 90: 0000e00000, Class:  3, CF:0.35971, Len:  1, Fitness_tra: -125
Rule 91: 244d594124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11221f0000, Class:  4, CF:0.510734, Len:  6, Fitness_tra: -4
Rule 93: 17278377b2, Class:  0, CF:0.881015, Len: 10, Fitness_tra: 0
Rule 94: b70289d775, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7ceb25e441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 04b7312700, Class:  4, CF:0.840647, Len:  7, Fitness_tra: -2810
Rule 97: 7778d11110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2421166bb1, Class:  4, CF:0.999519, Len: 10, Fitness_tra: -2
Rule 99: 71712344b2, Class:  4, CF:0.996199, Len: 10, Fitness_tra: 0
Rule100: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:96.0475
------Result------
Miss_rate(tra)	:96.0475
Miss_rate(tst)	:96.1644
ARL				:9.66129

------Generation 5------
Rule  1: b721897b74, Class:  2, CF:0.996271, Len: 10, Fitness_tra: -6
Rule  2: 1171594274, Class:  2, CF:0.993095, Len: 10, Fitness_tra: -15
Rule  3: 7774d1141b, Class:  2, CF:0.996911, Len: 10, Fitness_tra: -21
Rule  4: 0c17000150, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule  5: 1712d12bb1, Class:  1, CF:0.424775, Len: 10, Fitness_tra: -62
Rule  6: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 552b11477a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 422b192777, Class:  2, CF:0.301344, Len: 10, Fitness_tra: 0
Rule  9: 74b7512742, Class:  2, CF:0.973157, Len: 10, Fitness_tra: 0
Rule 10: 174753444b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 2841861744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 47d28e2147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 24215eb712, Class:  2, CF:0.976725, Len: 10, Fitness_tra: 0
Rule 14: 114156b7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 27bb937b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2b445114b2, Class:  2, CF:0.999501, Len: 10, Fitness_tra: 0
Rule 18: bc71d62b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7c4416bbb1, Class:  4, CF:0.999046, Len: 10, Fitness_tra: 0
Rule 20: 7221ca1b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b41451b744, Class:  2, CF:0.936191, Len: 10, Fitness_tra: 0
Rule 22: 44b7417b74, Class:  4, CF:0.334598, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 444bd94774, Class:  2, CF:0.867627, Len: 10, Fitness_tra: 0
Rule 25: 27b71eb7b2, Class:  2, CF:0.901176, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
